year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,,,,,,,,,,,,
1984,female,,,,,,,,,,,,
1985,male,,,,,,,,,,,,
1985,female,,,,,,,,,,,,
1986,male,,,,,,,,,,,,
1986,female,,,,,,,,,,,,
1987,male,,,,,,,,,,,,
1987,female,,,,,,,,,,,,
1988,male,,,,,,,,,,,,
1988,female,,,,,,,,,,,,
1989,male,,,,,,,,,,,,
1989,female,,,,,,,,,,,,
1990,male,,,,,,,,,,,,
1990,female,,,,,,,,,,,,
1991,male,,,,,,,,,,,,
1991,female,,,,,,,,,,,,
1992,male,,,,,,,,,,,,
1992,female,,,,,,,,,,,,
1993,male,,,,,,,,,,,,
1993,female,,,,,,,,,,,,
1994,male,,,,,,,,,,,,
1994,female,,,,,,,,,,,,
1995,male,,,,,,,,,,,,
1995,female,,,,,,,,,,,,
1996,male,,,,,,,,,,,,
1996,female,,,,,,,,,,,,
1997,male,,,,,,,,,,,,
1997,female,,,,,,,,,,,,
1998,male,,,,,,,,,,,,
1998,female,,,,,,,,,,,,
1999,male,,,,,,,,,,,,
1999,female,,,,,,,,,,,,
2000,male,,,,,,,,,,,,
2000,female,,,,,,,,,,,,
2001,male,,,,,,,,,,,,
2001,female,,,,,,,,,,,,
2002,male,,,,,,,,,,,,
2002,female,,,,,,,,,,,,
2003,male,,,,,,,,,,,,
2003,female,,,,,,,,,,,,
2004,male,,,,,,,,,,,,
2004,female,,,,,,,,,,,,
2005,male,9753,4.38410,4.35308,4.41146,3.66667,4.33333,5.33333,1.16667,7.0,4.3333335,4.33333,4.33333
2005,female,10613,4.51413,4.48321,4.54565,3.66667,4.66667,5.33333,1.16667,7.0,4.6666665,4.66667,4.66667
2006,male,,,,,,,,,,,,
2006,female,,,,,,,,,,,,
2007,male,,,,,,,,,,,,
2007,female,,,,,,,,,,,,
2008,male,,,,,,,,,,,,
2008,female,,,,,,,,,,,,
2009,male,8476,4.29334,4.25621,4.32655,3.33333,4.33333,5.00000,1.0,7.0,4.3333335,4.33333,4.33333
2009,female,9238,4.39277,4.35567,4.42170,3.66667,4.33333,5.33333,1.16667,7.0,4.3333335,4.33333,4.33333
2010,male,,,,,,,,,,,,
2010,female,,,,,,,,,,,,
2011,male,,,,,,,,,,,,
2011,female,,,,,,,,,,,,
2012,male,2852,4.55387,4.50582,4.60421,3.66667,4.66667,5.33333,1.16667,7.0,4.6666665,4.66667,4.66667
2012,female,4186,4.72209,4.67617,4.77236,4.00000,4.66667,5.66667,1.50000,7.0,4.6666665,4.33333,4.66667
2013,male,8702,4.47639,4.44305,4.50674,3.66667,4.33333,5.33333,1.16667,7.0,4.3333335,4.00000,4.33333
2013,female,9856,4.62214,4.59032,4.65737,3.66667,4.66667,5.66667,1.0,7.0,4.6666665,4.66667,4.66667
2014,male,,,,,,,,,,,,
2014,female,,,,,,,,,,,,
2015,male,,,,,,,,,,,,
2015,female,,,,,,,,,,,,
2016,male,,,,,,,,,,,,
2016,female,,,,,,,,,,,,
2017,male,13315,4.56639,4.53618,4.59539,3.66667,4.66667,5.33333,1.16667,7.0,4.6666665,4.66667,4.66667
2017,female,14881,4.70755,4.67071,4.73980,4.00000,4.66667,5.66667,1.50000,7.0,4.6666665,4.66667,4.66667
2018,male,,,,,,,,,,,,
2018,female,,,,,,,,,,,,
2019,male,12091,4.44626,4.41473,4.47905,3.66667,4.33333,5.33333,1.16667,7.0,4.3333335,4.00000,4.33333
2019,female,13253,4.60699,4.56956,4.63811,3.66667,4.66667,5.33333,1.16667,7.0,4.6666665,4.66667,4.66667
2020,male,,,,,,,,,,,,
2020,female,,,,,,,,,,,,
2021,male,,,,,,,,,,,,
2021,female,,,,,,,,,,,,
