year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,7749,8.74845462195538,8.394588021160168,9.102321222750593,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1985,Rural regions,2138,8.447678836419986,7.7563281085976605,9.13902956424231,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1986,Urban regions,5188,10.200909658983003,9.849908970673297,10.551910347292708,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1986,Rural regions,1383,9.396976389098016,8.64888722252485,10.145065555671183,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1987,Urban regions,4870,11.115983300494811,10.74987100162814,11.482095599361482,0.0,1.0,12.0,0.0,30.0,1.0,0.0,2.0
1987,Rural regions,1338,10.450909919639658,9.691747024976662,11.210072814302654,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1988,Urban regions,4684,10.699780888161197,10.348911438438359,11.050650337884035,0.0,0.0,12.0,0.0,30.0,0.0,-1.0,0.0
1988,Rural regions,1248,9.738308000637414,9.001620233561123,10.474995767713704,0.0,0.0,9.999983737337825,0.0,24.999959343344564,0.0,0.0,0.0
1989,Urban regions,4703,10.590421242551482,10.248510726640198,10.932331758462766,0.0,1.0,12.0,0.0,30.0,1.0,0.0,2.0
1989,Rural regions,1200,10.316367947161108,9.564971994216362,11.067763900105854,0.0,0.0,10.0,0.0,25.0,0.0,-2.0,0.0
1990,Urban regions,,,,,,,,,,,,
1990,Rural regions,,,,,,,,,,,,
1991,Urban regions,4629,11.629719525572304,11.231786529618008,12.0276525215266,0.0,2.0,13.0,0.0,32.5,2.0,1.0,2.0
1991,Rural regions,1221,9.847072515153581,9.143198104196378,10.550946926110784,0.0,2.0,10.0,0.0,25.0,2.0,1.0,4.0
1992,Urban regions,5489,10.872128812186498,10.54028276976436,11.203974854608635,0.0,2.0,12.0,0.0,30.0,2.0,1.0,2.0
1992,Rural regions,2964,9.293985143138654,8.826389887792313,9.761580398484995,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1993,Urban regions,,,,,,,,,,,,
1993,Rural regions,,,,,,,,,,,,
1994,Urban regions,5193,11.18421200625481,10.800847014800752,11.56757699770887,0.0,2.0,12.0,0.0,30.0,2.0,1.0,2.0
1994,Rural regions,2721,9.91143206056669,9.409966511119762,10.41289761001362,0.0,0.0,10.0,0.0,25.0,0.0,-1.0,0.0
1995,Urban regions,5255,11.018975696248699,10.673044161064967,11.364907231432431,0.0,2.0,12.0,0.0,30.0,2.0,1.0,2.0
1995,Rural regions,2840,10.085798345484536,9.58917908854182,10.58241760242725,0.0,0.0,10.0,0.0,25.0,0.0,-1.0250000000000057,0.0
1996,Urban regions,5187,10.694857456326433,10.356417117639346,11.033297795013521,0.0,2.0,11.0,0.0,27.5,2.0,1.0,2.0
1996,Rural regions,2818,10.259341640168936,9.805142374301743,10.713540906036128,0.0,2.0,12.0,0.0,30.0,2.0,1.0,3.0
1997,Urban regions,4956,10.369429117818338,10.002962136480132,10.735896099156545,0.0,2.0,10.0,0.0,25.0,2.0,2.0,2.0
1997,Rural regions,2710,10.431924306845596,9.876550314516347,10.987298299174846,0.0,0.0,10.0,0.0,25.0,0.0,-2.0,0.0
1998,Urban regions,5350,8.904952419919532,8.612492728564655,9.197412111274408,0.0,2.0,10.0,0.0,25.0,2.0,2.0,3.0
1998,Rural regions,2955,9.340779720402814,8.925905949387422,9.755653491418206,0.0,0.0,10.0,0.0,25.0,0.0,-1.0,0.0
1999,Urban regions,5413,9.978567438914045,9.622937233506464,10.334197644321625,0.0,1.0,10.0,0.0,25.0,1.0,0.0,2.0
1999,Rural regions,2948,10.478928402887952,9.98152919534851,10.976327610427393,0.0,1.0,10.0,0.0,25.0,1.0,0.0,2.0
2000,Urban regions,9222,9.303754640849368,9.052432353004216,9.55507692869452,0.0,1.0,10.0,0.0,25.0,1.0,0.0,1.0
2000,Rural regions,4922,10.077254499120217,9.694888438381057,10.459620559859378,0.0,1.0,10.0,0.0,25.0,1.0,0.0,2.0
2001,Urban regions,8506,10.39597749932187,10.088660416034232,10.703294582609507,0.0,1.0,10.0,0.0,25.0,1.0,0.0,2.0
2001,Rural regions,4474,10.616105794478937,10.214681079170292,11.017530509787582,0.0,1.0,10.0,0.0,25.0,1.0,0.0,2.0
2002,Urban regions,9255,9.45456811923808,9.186850112148235,9.722286126327926,0.0,1.0,10.0,0.0,25.0,1.0,0.0,2.0
2002,Rural regions,4547,9.900423885582534,9.492793489213184,10.308054281951883,0.0,1.0,10.0,0.0,25.0,1.0,0.0,2.0
2003,Urban regions,8787,9.563047764093207,9.286872266045695,9.83922326214072,0.0,1.0,10.0,0.0,25.0,1.0,0.0,1.0
2003,Rural regions,4359,9.19962239625887,8.814131806275393,9.585112986242349,0.0,0.0,10.0,0.0,25.0,0.0,-1.0,0.0
2004,Urban regions,8481,9.181091590260753,8.902130758128434,9.46005242239307,0.0,1.0,8.0,0.0,20.0,1.0,0.0,1.0
2004,Rural regions,4204,8.654485599535635,8.286645240525889,9.02232595854538,0.0,0.0,7.0,0.0,17.5,0.0,0.0,0.0
2005,Urban regions,8062,8.69261205972851,8.439453252708962,8.94577086674806,0.0,1.0,8.0,0.0,20.0,1.0,0.0,1.0
2005,Rural regions,3972,8.44943418887564,8.099699824213852,8.799168553537429,0.0,0.0,7.0,0.0,17.5,0.0,0.0,0.0
2006,Urban regions,8386,8.036339924489635,7.803435388736274,8.269244460242996,0.0,1.0,7.0,0.0,17.5,1.0,1.0,2.0
2006,Rural regions,4288,7.829477757513254,7.4970554035851285,8.16190011144138,0.0,0.0,7.0,0.0,17.5,0.0,0.0,0.0
2007,Urban regions,7804,8.409217843519794,8.141484862544656,8.676950824494932,0.0,1.0,7.0,0.0,17.5,1.0,0.0,2.0
