"year","regtyp","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1985","Laendlicher Raum","Ost","","","","",""
"1985","Laendlicher Raum","West","3.25","2.5","3140","3.19","3.31"
"1985","Staedtischer Raum","Ost","","","","",""
"1985","Staedtischer Raum","West","2.98","2.5","11458","2.95","3.01"
"1986","Laendlicher Raum","Ost","","","","",""
"1986","Laendlicher Raum","West","3.26","2.5","2998","3.2","3.32"
"1986","Staedtischer Raum","Ost","","","","",""
"1986","Staedtischer Raum","West","2.95","2.5","10896","2.92","2.98"
"1987","Laendlicher Raum","Ost","","","","",""
"1987","Laendlicher Raum","West","3.25","2.5","2939","3.18","3.32"
"1987","Staedtischer Raum","Ost","","","","",""
"1987","Staedtischer Raum","West","2.93","2.5","10703","2.9","2.96"
"1988","Laendlicher Raum","Ost","","","","",""
"1988","Laendlicher Raum","West","3.22","2.5","2757","3.15","3.29"
"1988","Staedtischer Raum","Ost","","","","",""
"1988","Staedtischer Raum","West","2.9","2.5","10256","2.87","2.93"
"1989","Laendlicher Raum","Ost","","","","",""
"1989","Laendlicher Raum","West","3.19","2.5","2613","3.12","3.26"
"1989","Staedtischer Raum","Ost","","","","",""
"1989","Staedtischer Raum","West","2.89","2.5","9981","2.86","2.92"
"1990","Laendlicher Raum","Ost","3.07","2.5","3951","3.03","3.11"
"1990","Laendlicher Raum","West","3.11","2.5","2594","3.04","3.18"
"1990","Staedtischer Raum","Ost","2.84","2.5","2020","2.79","2.89"
"1990","Staedtischer Raum","West","2.92","2.5","9839","2.89","2.95"
"1991","Laendlicher Raum","Ost","3.06","2.5","3714","3.02","3.1"
"1991","Laendlicher Raum","West","3.13","2.5","2666","3.06","3.2"
"1991","Staedtischer Raum","Ost","2.9","2.5","1821","2.85","2.95"
"1991","Staedtischer Raum","West","2.9","2.5","9808","2.87","2.93"
"1992","Laendlicher Raum","Ost","3.01","2.5","3460","2.97","3.05"
"1992","Laendlicher Raum","West","3.18","2.5","2681","3.12","3.24"
"1992","Staedtischer Raum","Ost","2.82","2.5","1782","2.77","2.87"
"1992","Staedtischer Raum","West","2.88","2.5","9740","2.85","2.91"
"1993","Laendlicher Raum","Ost","3.01","2.5","3415","2.97","3.05"
"1993","Laendlicher Raum","West","3.07","2.5","2704","3.01","3.13"
"1993","Staedtischer Raum","Ost","2.88","2.5","1752","2.82","2.94"
"1993","Staedtischer Raum","West","2.87","2.5","9657","2.84","2.9"
"1994","Laendlicher Raum","Ost","2.97","2.5","3312","2.93","3.01"
"1994","Laendlicher Raum","West","3.05","2.5","2685","2.99","3.11"
"1994","Staedtischer Raum","Ost","2.86","2.5","1720","2.8","2.92"
"1994","Staedtischer Raum","West","2.86","2.5","9421","2.83","2.89"
"1995","Laendlicher Raum","Ost","2.9","2.5","3283","2.86","2.94"
"1995","Laendlicher Raum","West","3.12","2.5","2921","3.07","3.17"
"1995","Staedtischer Raum","Ost","2.77","2.5","1578","2.71","2.83"
"1995","Staedtischer Raum","West","2.85","2.5","9930","2.82","2.88"
"1996","Laendlicher Raum","Ost","2.86","2.5","3195","2.82","2.9"
"1996","Laendlicher Raum","West","3.11","2.5","2879","3.06","3.16"
"1996","Staedtischer Raum","Ost","2.77","2.5","1602","2.71","2.83"
"1996","Staedtischer Raum","West","2.84","2.5","9663","2.81","2.87"
"1997","Laendlicher Raum","Ost","2.85","2.5","3137","2.81","2.89"
"1997","Laendlicher Raum","West","3.1","2.5","2836","3.05","3.15"
"1997","Staedtischer Raum","Ost","2.7","2.5","1546","2.64","2.76"
"1997","Staedtischer Raum","West","2.83","2.5","9487","2.8","2.86"
"1998","Laendlicher Raum","Ost","2.81","2.5","3349","2.77","2.85"
"1998","Laendlicher Raum","West","3.14","2.5","3270","3.09","3.19"
"1998","Staedtischer Raum","Ost","2.71","2.5","1585","2.65","2.77"
"1998","Staedtischer Raum","West","2.81","2.5","10552","2.78","2.84"
"1999","Laendlicher Raum","Ost","2.74","2.5","3228","2.7","2.78"
"1999","Laendlicher Raum","West","3.1","2.5","3143","3.05","3.15"
"1999","Staedtischer Raum","Ost","2.67","2.5","1543","2.61","2.73"
"1999","Staedtischer Raum","West","2.81","2.5","10074","2.78","2.84"
"2000","Laendlicher Raum","Ost","2.72","2.5","5019","2.69","2.75"
"2000","Laendlicher Raum","West","3.06","2.5","6130","3.02","3.1"
"2000","Staedtischer Raum","Ost","2.66","1.5","2338","2.61","2.71"
"2000","Staedtischer Raum","West","2.8","2.5","18320","2.78","2.82"
"2001","Laendlicher Raum","Ost","2.68","1.5","4564","2.65","2.71"
"2001","Laendlicher Raum","West","3.05","2.5","5412","3.01","3.09"
"2001","Staedtischer Raum","Ost","2.59","1.5","2174","2.54","2.64"
"2001","Staedtischer Raum","West","2.79","2.5","16578","2.77","2.81"
"2002","Laendlicher Raum","Ost","2.69","1.5","4521","2.65","2.73"
"2002","Laendlicher Raum","West","3.05","2.5","5602","3.01","3.09"
"2002","Staedtischer Raum","Ost","2.58","1.5","2183","2.53","2.63"
"2002","Staedtischer Raum","West","2.76","1.5","17810","2.74","2.78"
"2003","Laendlicher Raum","Ost","2.7","1.5","4413","2.66","2.74"
"2003","Laendlicher Raum","West","2.98","2.5","5227","2.94","3.02"
"2003","Staedtischer Raum","Ost","2.55","1.5","2134","2.5","2.6"
"2003","Staedtischer Raum","West","2.76","1.5","17018","2.74","2.78"
"2004","Laendlicher Raum","Ost","2.65","1.5","4261","2.61","2.69"
"2004","Laendlicher Raum","West","2.97","2.5","5105","2.93","3.01"
"2004","Staedtischer Raum","Ost","2.52","1.5","2117","2.47","2.57"
"2004","Staedtischer Raum","West","2.74","1.5","16448","2.72","2.76"
"2005","Laendlicher Raum","Ost","2.65","1.5","4100","2.61","2.69"
"2005","Laendlicher Raum","West","2.96","2.5","4854","2.92","3"
"2005","Staedtischer Raum","Ost","2.53","1.5","2051","2.48","2.58"
"2005","Staedtischer Raum","West","2.73","1.5","15701","2.71","2.75"
"2006","Laendlicher Raum","Ost","2.58","1.5","4391","2.54","2.62"
"2006","Laendlicher Raum","West","2.91","2.5","5462","2.87","2.95"
"2006","Staedtischer Raum","Ost","2.5","1.5","2149","2.45","2.55"
"2006","Staedtischer Raum","West","2.72","1.5","16666","2.7","2.74"
"2007","Laendlicher Raum","Ost","2.57","1.5","4102","2.53","2.61"
"2007","Laendlicher Raum","West","2.86","2.5","5061","2.82","2.9"
"2007","Staedtischer Raum","Ost","2.45","1.5","2022","2.4","2.5"
"2007","Staedtischer Raum","West","2.72","1.5","15433","2.7","2.74"
"2008","Laendlicher Raum","Ost","2.59","1.5","3867","2.54","2.64"
"2008","Laendlicher Raum","West","2.83","2.5","4696","2.79","2.87"
"2008","Staedtischer Raum","Ost","2.39","1.5","1954","2.34","2.44"
"2008","Staedtischer Raum","West","2.7","1.5","14360","2.68","2.72"
"2009","Laendlicher Raum","Ost","2.62","1.5","3722","2.57","2.67"
"2009","Laendlicher Raum","West","2.77","2.5","4460","2.73","2.81"
"2009","Staedtischer Raum","Ost","2.37","1.5","1860","2.32","2.42"
"2009","Staedtischer Raum","West","2.68","1.5","13179","2.66","2.7"
"2010","Laendlicher Raum","Ost","2.52","1.5","5197","2.48","2.56"
"2010","Laendlicher Raum","West","2.8","2.5","7945","2.77","2.83"
"2010","Staedtischer Raum","Ost","2.36","1.5","2733","2.31","2.41"
"2010","Staedtischer Raum","West","2.68","1.5","21593","2.66","2.7"
"2011","Laendlicher Raum","Ost","2.47","1.5","5936","2.43","2.51"
"2011","Laendlicher Raum","West","2.8","2.5","9885","2.77","2.83"
"2011","Staedtischer Raum","Ost","2.4","1.5","3210","2.35","2.45"
"2011","Staedtischer Raum","West","2.68","1.5","24970","2.66","2.7"
"2012","Laendlicher Raum","Ost","2.42","1.5","5795","2.38","2.46"
"2012","Laendlicher Raum","West","2.8","2.5","9660","2.77","2.83"
"2012","Staedtischer Raum","Ost","2.4","1.5","3075","2.35","2.45"
"2012","Staedtischer Raum","West","2.68","1.5","23876","2.66","2.7"
"2013","Laendlicher Raum","Ost","2.44","1.5","5702","2.4","2.48"
"2013","Laendlicher Raum","West","2.75","1.5","10450","2.72","2.78"
"2013","Staedtischer Raum","Ost","2.37","1.5","3134","2.32","2.42"
"2013","Staedtischer Raum","West","2.7","1.5","28379","2.68","2.72"
"2014","Laendlicher Raum","Ost","2.43","1.5","5192","2.39","2.47"
"2014","Laendlicher Raum","West","2.72","1.5","9172","2.69","2.75"
