"year","quintil","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","1 Einkommensschwächstes Quintil","Ostdeutschland","3","2.5","2335","1","2","4","5","7","2.94","3.06","1","8","4","4"
"1995","1 Einkommensschwächstes Quintil","Westdeutschland","3.29","2.5","4770","1","2","4","5","8","3.24","3.34","1","11","4","4"
"1995","2","Ostdeutschland","2.74","2.5","1530","1","2","4","4","5","2.69","2.79","1","8","3","3"
"1995","2","Westdeutschland","2.89","2.5","3420","1","2","4","5","7","2.84","2.94","1","9","3","3"
"1995","3","Ostdeutschland","2.72","2.5","695","2","2","3","4","5","2.65","2.79","1","5","3","3"
"1995","3","Westdeutschland","2.83","2.5","2322","1","2","4","4","6","2.78","2.88","1","7","3","3"
"1995","4","Ostdeutschland","2.64","1.5","250","2","2","3","4","5","2.53","2.75","1","5","3","3"
"1995","4","Westdeutschland","2.57","1.5","1545","1","2","3","4","5","2.51","2.63","1","7","2","3"
"1995","5 Einkommensstärkstes Quintil","Ostdeutschland","2.5","1.5","51","2","2","3","4","4","2.25","2.75","1","4","2","3"
"1995","5 Einkommensstärkstes Quintil","Westdeutschland","2.3","1.5","794","1","2","3","4","5","2.23","2.37","1","6","2","2"
"1996","1 Einkommensschwächstes Quintil","Ostdeutschland","3","2.5","2040","1","2","4","5","7","2.94","3.06","1","8","3","4"
"1996","1 Einkommensschwächstes Quintil","Westdeutschland","3.15","2.5","4334","1","2","4","5","7","3.1","3.2","1","11","4","4"
"1996","2","Ostdeutschland","2.76","2.5","1598","1","2","4","4","5","2.7","2.82","1","6","3","3"
"1996","2","Westdeutschland","3.05","2.5","3338","1","2","4","5","7","3","3.1","1","10","3","3"
"1996","3","Ostdeutschland","2.7","2.5","793","2","2","3","4","5","2.63","2.77","1","7","3","3"
"1996","3","Westdeutschland","2.83","2.5","2363","1","2","4","4","6","2.78","2.88","1","8","3","3"
"1996","4","Ostdeutschland","2.45","1.5","289","1","2","3","4","4","2.35","2.55","1","5","2","3"
"1996","4","Westdeutschland","2.62","1.5","1612","1","2","3","4","6","2.56","2.68","1","8","2","3"
"1996","5 Einkommensstärkstes Quintil","Ostdeutschland","2.35","1.5","77","1","2","3","4","4","2.15","2.55","1","4","2","3"
"1996","5 Einkommensstärkstes Quintil","Westdeutschland","2.36","1.5","895","1","2","3","4","5","2.29","2.43","1","5","2","2"
"1997","1 Einkommensschwächstes Quintil","Ostdeutschland","3.03","2.5","1956","1","2","4","5","6","2.97","3.09","1","7","3","4"
