year,hhtyp,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Single-person household,1st Quintile,332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1984,Single-person household,2nd Quintile,236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1984,Single-person household,3rd Quintile,235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1984,Single-person household,4th Quintile,238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1984,Single-person household,5th Quintile,228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1984,Couple without children,1st Quintile,162,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1984,Couple without children,2nd Quintile,206,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1984,Couple without children,3rd Quintile,262,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1984,Couple without children,4th Quintile,298,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1984,Couple without children,5th Quintile,422,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1984,Single parent,1st Quintile,125,2.596525104509901,2.478303683414022,2.721689798523705,2.0,2.0,3.0,2,4.5,2,1.0,2.0
1984,Single parent,2nd Quintile,74,2.3674713974764128,2.1697099254741,2.501123308669456,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1984,Single parent,3rd Quintile,53,2.3711711236204227,2.164817645445643,2.515740108467159,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1984,Single parent,4th Quintile,44,2.341621218878975,2.0199872020046983,2.5273959075769916,2.0,2.0,2.2001957281254514,2,2.5004893203136285,2,2.0,2.0
1984,Single parent,5th Quintile,30,2.421590866626899,2.0616035946589584,2.693363325479408,2.0,2.0,2.8060527450830786,2,4.015131862707697,2,2.0,2.0
