"plh0037","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","2009","17-34","Ostdeutschland","540","0.483067647307213","0.452594398102081","0.513540896512345"
"Einige Sorgen","2009","17-34","Westdeutschland","1577","0.540067831035192","0.521981481305459","0.558154180764926"
"Einige Sorgen","2009","35-65","Ostdeutschland","1412","0.577422902469721","0.557602482519165","0.597243322420277"
"Einige Sorgen","2009","35-65","Westdeutschland","4199","0.565219859558729","0.553972151787969","0.576467567329489"
"Einige Sorgen","2009","66 +","Ostdeutschland","554","0.488275622598561","0.458922380944431","0.517628864252691"
"Einige Sorgen","2009","66 +","Westdeutschland","1685","0.549886605852717","0.532134169067669","0.567639042637766"
"Grosse Sorgen","2009","17-34","Ostdeutschland","210","0.243135405408401","0.216975803667968","0.269295007148833"
"Grosse Sorgen","2009","17-34","Westdeutschland","790","0.267201492131402","0.251143486564025","0.28325949769878"
"Grosse Sorgen","2009","35-65","Ostdeutschland","551","0.238093712766625","0.221003887839556","0.255183537693694"
"Grosse Sorgen","2009","35-65","Westdeutschland","2231","0.29581484549503","0.285459278470947","0.306170412519112"
"Grosse Sorgen","2009","66 +","Ostdeutschland","353","0.315094834886189","0.287815023806702","0.342374645965677"
"Grosse Sorgen","2009","66 +","Westdeutschland","881","0.299083550807211","0.282745891850601","0.31542120976382"
"Keine Sorgen","2009","17-34","Ostdeutschland","283","0.273796947284386","0.246604940108655","0.300988954460117"
"Keine Sorgen","2009","17-34","Westdeutschland","550","0.192730676833405","0.178416561096484","0.207044792570326"
"Keine Sorgen","2009","35-65","Ostdeutschland","423","0.184483384763654","0.168919861926275","0.200046907601033"
"Keine Sorgen","2009","35-65","Westdeutschland","1032","0.138965294946242","0.131116843539292","0.146813746353191"
"Keine Sorgen","2009","66 +","Ostdeutschland","207","0.19662954251525","0.173290243470269","0.219968841560231"
"Keine Sorgen","2009","66 +","Westdeutschland","451","0.151029843340072","0.138252574463622","0.163807112216522"
"Einige Sorgen","2010","17-34","Ostdeutschland","812","0.479313963476609","0.454338752625001","0.504289174328217"
"Einige Sorgen","2010","17-34","Westdeutschland","2613","0.519335812138698","0.505476048580955","0.533195575696441"
"Einige Sorgen","2010","35-65","Ostdeutschland","1619","0.561505069034182","0.543319612688669","0.579690525379695"
"Einige Sorgen","2010","35-65","Westdeutschland","5600","0.532701545440503","0.523150186546309","0.542252904334697"
"Einige Sorgen","2010","66 +","Ostdeutschland","510","0.460298049094279","0.430222163629037","0.490373934559521"
"Einige Sorgen","2010","66 +","Westdeutschland","1569","0.521893558230878","0.503818849726158","0.539968266735598"
"Grosse Sorgen","2010","17-34","Ostdeutschland","318","0.246366964343213","0.224825146102038","0.267908782584389"
"Grosse Sorgen","2010","17-34","Westdeutschland","1410","0.281239111878115","0.268766974671312","0.293711249084918"
"Grosse Sorgen","2010","35-65","Ostdeutschland","612","0.205236782444014","0.190435083972767","0.220038480915262"
"Grosse Sorgen","2010","35-65","Westdeutschland","3304","0.313679626840809","0.304797180038696","0.322562073642923"
"Grosse Sorgen","2010","66 +","Ostdeutschland","299","0.290220339499492","0.26283314417915","0.317607534819834"
"Grosse Sorgen","2010","66 +","Westdeutschland","892","0.318261128721817","0.30140651265114","0.335115744792494"
"Keine Sorgen","2010","17-34","Ostdeutschland","407","0.274319072180178","0.252013569578936","0.296624574781419"
"Keine Sorgen","2010","17-34","Westdeutschland","969","0.199425075983187","0.188340944287771","0.210509207678602"
"Keine Sorgen","2010","35-65","Ostdeutschland","629","0.233258148521804","0.217758991749783","0.248757305293825"
"Keine Sorgen","2010","35-65","Westdeutschland","1578","0.153618827718687","0.146715933255239","0.160521722182136"
"Keine Sorgen","2010","66 +","Ostdeutschland","246","0.249481611406229","0.223370713890803","0.275592508921655"
"Keine Sorgen","2010","66 +","Westdeutschland","473","0.159845313047305","0.146585188087059","0.173105438007552"
"Einige Sorgen","2011","17-34","Ostdeutschland","521","0.510128197214546","0.478972976586719","0.541283417842372"
"Einige Sorgen","2011","17-34","Westdeutschland","1684","0.534438392751399","0.517257446751156","0.551619338751641"
"Einige Sorgen","2011","35-65","Ostdeutschland","1466","0.567695535316812","0.548679053382267","0.586712017251357"
"Einige Sorgen","2011","35-65","Westdeutschland","4681","0.540698153701803","0.530188993074395","0.55120731432921"
"Einige Sorgen","2011","66 +","Ostdeutschland","635","0.507709756446257","0.479950524939988","0.535468987952526"
"Einige Sorgen","2011","66 +","Westdeutschland","2039","0.551446808473054","0.535541427039911","0.567352189906196"
"Grosse Sorgen","2011","17-34","Ostdeutschland","196","0.24174956472412","0.215066289868065","0.268432839580176"
"Grosse Sorgen","2011","17-34","Westdeutschland","921","0.263839570454098","0.248659776762838","0.279019364145357"
"Grosse Sorgen","2011","35-65","Ostdeutschland","646","0.232293781691463","0.216083375520926","0.248504187862"
"Grosse Sorgen","2011","35-65","Westdeutschland","2869","0.327247680926841","0.317352872694934","0.337142489158749"
"Grosse Sorgen","2011","66 +","Ostdeutschland","340","0.274536992396532","0.249757229777623","0.299316755015442"
"Grosse Sorgen","2011","66 +","Westdeutschland","1117","0.296857299446784","0.282246267118002","0.311468331775565"
"Keine Sorgen","2011","17-34","Ostdeutschland","272","0.248122238061334","0.221203393782572","0.275041082340097"
"Keine Sorgen","2011","17-34","Westdeutschland","633","0.201722036794503","0.18790027476573","0.215543798823277"
"Keine Sorgen","2011","35-65","Ostdeutschland","495","0.200010682991725","0.184655808688177","0.215365557295273"
"Keine Sorgen","2011","35-65","Westdeutschland","1088","0.132054165371356","0.124914730187964","0.139193600554747"
"Keine Sorgen","2011","66 +","Ostdeutschland","271","0.217753251157211","0.194837015626206","0.240669486688215"
"Keine Sorgen","2011","66 +","Westdeutschland","600","0.151695892080163","0.140223658142344","0.163168126017981"
"Einige Sorgen","2012","17-34","Ostdeutschland","473","0.486612637230199","0.454315170758843","0.518910103701555"
"Einige Sorgen","2012","17-34","Westdeutschland","1623","0.508479972465057","0.491107013588278","0.525852931341836"
