"plh0037","year","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","2009","5044","0.284582078037594","0.277996623753667","0.29116753232152"
"Einige Sorgen","2009","10020","0.549997577375276","0.542736687122186","0.557258467628366"
"Keine Sorgen","2009","2970","0.16542034458713","0.159997459323923","0.170843229850338"
"Grosse Sorgen","2010","6872","0.295204179340517","0.289428572859476","0.300979785821558"
"Einige Sorgen","2010","12767","0.523942255201148","0.517618483042919","0.530266027359378"
"Keine Sorgen","2010","4321","0.180853565458335","0.175979975415472","0.185727155501198"
"Grosse Sorgen","2011","6124","0.29334829500466","0.28712862783489","0.299567962174431"
"Einige Sorgen","2011","11079","0.541911409792237","0.535105102696413","0.54871771688806"
"Keine Sorgen","2011","3382","0.164740295203103","0.159672916749605","0.169807673656602"
"Grosse Sorgen","2012","5622","0.276847346401828","0.270718155768273","0.282976537035382"
"Einige Sorgen","2012","11104","0.535458991658237","0.528627066633717","0.542290916682757"
"Keine Sorgen","2012","3746","0.187693661939936","0.182344907262371","0.193042416617501"
"Grosse Sorgen","2013","4845","0.256752747868819","0.250519076651843","0.262986419085796"
"Einige Sorgen","2013","10215","0.535243744287223","0.52812656168586","0.542360926888586"
"Keine Sorgen","2013","3805","0.208003507843958","0.202211666658378","0.213795349029538"
"Grosse Sorgen","2014","7463","0.272938103883146","0.267629967175347","0.278246240590945"
"Einige Sorgen","2014","14353","0.531864241534447","0.525918437023277","0.537810046045618"
"Keine Sorgen","2014","5239","0.195197654582407","0.190474781922574","0.199920527242239"
"Grosse Sorgen","2015","6588","0.264104055475779","0.258637073855247","0.269571037096311"
"Einige Sorgen","2015","13591","0.544556183551538","0.53838042048412","0.550731946618956"
"Keine Sorgen","2015","4801","0.191339760972683","0.186461808860273","0.196217713085092"
"Grosse Sorgen","2016","7312","0.305223739410485","0.299418936118562","0.311028542702407"
"Einige Sorgen","2016","12736","0.51982418437977","0.513526451306564","0.526121917452976"
"Keine Sorgen","2016","4128","0.174952076209745","0.170162964077052","0.179741188342439"
"Grosse Sorgen","2017","9388","0.35241529090941","0.346668299190946","0.358162282627875"
"Einige Sorgen","2017","13333","0.500613407779141","0.494598422286818","0.506628393271463"
"Keine Sorgen","2017","3823","0.146971301311449","0.142711758400742","0.151230844222156"
"Grosse Sorgen","2018","8492","0.334952183884405","0.329179849080133","0.340724518688676"
"Einige Sorgen","2018","13229","0.515466274026059","0.509354098695242","0.521578449356877"
"Keine Sorgen","2018","3961","0.149581542089536","0.145219508432937","0.153943575746135"
"Grosse Sorgen","2019","12574","0.480688976953854","0.474586156028911","0.486791797878798"
"Einige Sorgen","2019","10748","0.422266537813682","0.416233419121112","0.428299656506252"
"Keine Sorgen","2019","2425","0.0970444852324639","0.0934286937095275","0.1006602767554"
