year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,,,,,,,,,,,,
1985,West,,,,,,,,,,,,
1986,West,,,,,,,,,,,,
1987,West,,,,,,,,,,,,
1988,West,,,,,,,,,,,,
1989,West,,,,,,,,,,,,
1990,West,,,,,,,,,,,,
1990,East,,,,,,,,,,,,
1991,West,,,,,,,,,,,,
1991,East,,,,,,,,,,,,
1992,West,,,,,,,,,,,,
1992,East,,,,,,,,,,,,
1993,West,,,,,,,,,,,,
1993,East,,,,,,,,,,,,
1994,West,,,,,,,,,,,,
1994,East,,,,,,,,,,,,
1995,West,,,,,,,,,,,,
1995,East,,,,,,,,,,,,
1996,West,,,,,,,,,,,,
1996,East,,,,,,,,,,,,
1997,West,,,,,,,,,,,,
1997,East,,,,,,,,,,,,
1998,West,3020,396.51134,388.78799,404.23468,256.00000,358.00000,511.00000,41.00000,893.50000,358.00000,357.47500,358.00000
1998,East,1090,340.83029,330.12160,351.53897,205.00000,307.00000,409.00000,41.00000,715.00000,307.00000,307.00000,307.00000
1999,West,,,,,,,,,,,,
1999,East,,,,,,,,,,,,
2000,West,5380,393.45701,387.30592,399.60809,230.00000,358.00000,511.00000,20.00000,932.50000,358.00000,332.00000,358.00000
2000,East,1528,332.52139,323.36953,341.67325,205.00000,307.00000,409.00000,20.00000,715.00000,307.00000,256.00000,307.00000
2001,West,4484,403.54581,396.72990,410.36172,256.00000,358.00000,511.00000,0.00000,893.50000,358.00000,358.00000,358.00000
2001,East,1325,335.48732,325.60492,345.36972,205.00000,307.00000,409.00000,26.00000,715.00000,307.00000,280.37500,307.00000
2002,West,,,,,,,,,,,,
2002,East,,,,,,,,,,,,
2003,West,4647,408.73996,401.84106,415.63886,250.00000,400.00000,500.00000,0.00000,875.00000,400.00000,350.00000,400.00000
2003,East,1258,363.79962,352.85505,374.74419,200.00000,320.00000,500.00000,20.00000,950.00000,320.00000,300.00000,350.00000
2004,West,,,,,,,,,,,,
2004,East,,,,,,,,,,,,
2005,West,4456,411.35847,404.39807,418.31886,250.00000,400.00000,500.00000,25.00000,875.00000,400.00000,400.00000,400.00000
2005,East,1237,360.53610,348.99602,372.07618,200.00000,300.00000,450.00000,40.00000,825.00000,300.00000,300.00000,350.00000
2006,West,,,,,,,,,,,,
2006,East,,,,,,,,,,,,
2007,West,4534,417.56952,410.06791,425.07112,250.00000,400.00000,500.00000,20.00000,875.00000,400.00000,380.00000,400.00000
2007,East,1327,354.17222,343.10743,365.23701,200.00000,300.00000,500.00000,40.00000,950.00000,300.00000,300.00000,350.00000
2008,West,,,,,,,,,,,,
2008,East,,,,,,,,,,,,
2009,West,,,,,,,,,,,,
2009,East,,,,,,,,,,,,
2010,West,,,,,,,,,,,,
2010,East,,,,,,,,,,,,
2011,West,4884,403.54920,396.76216,410.33623,220.00000,400.00000,500.00000,0.00000,920.00000,400.00000,350.00000,400.00000
2011,East,1437,347.63453,337.79611,357.47295,200.00000,300.00000,450.00000,25.00000,825.00000,300.00000,300.00000,325.00000
2012,West,,,,,,,,,,,,
2012,East,,,,,,,,,,,,
2013,West,5402,405.77838,399.19959,412.35717,250.00000,400.00000,500.00000,0.00000,875.00000,400.00000,350.00000,400.00000
2013,East,1280,356.04210,344.88744,367.19676,200.00000,300.00000,480.00000,25.00000,900.00000,300.00000,300.00000,350.00000
2014,West,,,,,,,,,,,,
2014,East,,,,,,,,,,,,
2015,West,,,,,,,,,,,,
2015,East,,,,,,,,,,,,
2016,West,4576,416.62203,409.71822,423.52584,250.00000,400.00000,500.00000,40.00000,875.00000,400.00000,400.00000,400.00000
2016,East,1068,369.62999,357.13050,382.12947,219.52456,300.00000,450.00000,20.00000,795.71316,300.00000,300.00000,350.00000
2017,West,,,,,,,,,,,,
2017,East,,,,,,,,,,,,
2018,West,5894,420.69127,414.63531,426.74722,250.00000,400.00000,500.00000,20.00000,875.00000,400.00000,400.00000,400.00000
2018,East,1212,382.63473,370.25964,395.00982,237.66361,350.00000,500.00000,20.00000,893.50459,350.00000,300.00000,400.00000
2019,West,,,,,,,,,,,,
2019,East,,,,,,,,,,,,
2020,West,5874,426.84424,420.72330,432.96519,250.00000,400.00000,500.00000,10.00000,875.00000,400.00000,400.00000,400.00000
2020,East,1202,394.10467,379.79381,408.41553,200.00000,350.00000,500.00000,40.00000,950.00000,350.00000,300.00000,400.00000
2021,West,,,,,,,,,,,,
2021,East,,,,,,,,,,,,
