year,hhtyp,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Single-person household,,,,,,,,,,,,,
1984,Single-person household,,,,,,,,,,,,,
1984,Single-person household,,,,,,,,,,,,,
1984,Single-person household,,,,,,,,,,,,,
1984,Single-person household,,,,,,,,,,,,,
1984,Couple without children,,,,,,,,,,,,,
1984,Couple without children,,,,,,,,,,,,,
1984,Couple without children,,,,,,,,,,,,,
1984,Couple without children,,,,,,,,,,,,,
1984,Couple without children,,,,,,,,,,,,,
1984,Single parent,,,,,,,,,,,,,
1984,Single parent,,,,,,,,,,,,,
1984,Single parent,,,,,,,,,,,,,
1984,Single parent,,,,,,,,,,,,,
1984,Single parent,,,,,,,,,,,,,
1984,Couple with children,,,,,,,,,,,,,
1984,Couple with children,,,,,,,,,,,,,
1984,Couple with children,,,,,,,,,,,,,
1984,Couple with children,,,,,,,,,,,,,
1984,Couple with children,,,,,,,,,,,,,
1984,Multi-generational household,,,,,,,,,,,,,
1984,Multi-generational household,,,,,,,,,,,,,
1984,Multi-generational household,,,,,,,,,,,,,
1984,Multi-generational household,,,,,,,,,,,,,
1984,Multi-generational household,,,,,,,,,,,,,
1984,Other Combinations,,,,,,,,,,,,,
1984,Other Combinations,,,,,,,,,,,,,
1984,Other Combinations,,,,,,,,,,,,,
1984,Other Combinations,,,,,,,,,,,,,
1984,Other Combinations,,,,,,,,,,,,,
1985,Single-person household,,,,,,,,,,,,,
1985,Single-person household,,,,,,,,,,,,,
1985,Single-person household,,,,,,,,,,,,,
1985,Single-person household,,,,,,,,,,,,,
1985,Single-person household,,,,,,,,,,,,,
1985,Couple without children,,,,,,,,,,,,,
1985,Couple without children,,,,,,,,,,,,,
1985,Couple without children,,,,,,,,,,,,,
1985,Couple without children,,,,,,,,,,,,,
1985,Couple without children,,,,,,,,,,,,,
1985,Single parent,,,,,,,,,,,,,
1985,Single parent,,,,,,,,,,,,,
1985,Single parent,,,,,,,,,,,,,
1985,Single parent,,,,,,,,,,,,,
1985,Single parent,,,,,,,,,,,,,
1985,Couple with children,,,,,,,,,,,,,
1985,Couple with children,,,,,,,,,,,,,
1985,Couple with children,,,,,,,,,,,,,
1985,Couple with children,,,,,,,,,,,,,
1985,Couple with children,,,,,,,,,,,,,
1985,Multi-generational household,,,,,,,,,,,,,
1985,Multi-generational household,,,,,,,,,,,,,
1985,Multi-generational household,,,,,,,,,,,,,
1985,Multi-generational household,,,,,,,,,,,,,
1985,Multi-generational household,,,,,,,,,,,,,
1985,Other Combinations,,,,,,,,,,,,,
1985,Other Combinations,,,,,,,,,,,,,
1985,Other Combinations,,,,,,,,,,,,,
1985,Other Combinations,,,,,,,,,,,,,
1986,Single-person household,,,,,,,,,,,,,
1986,Single-person household,,,,,,,,,,,,,
1986,Single-person household,,,,,,,,,,,,,
1986,Single-person household,,,,,,,,,,,,,
1986,Single-person household,,,,,,,,,,,,,
1986,Couple without children,,,,,,,,,,,,,
1986,Couple without children,,,,,,,,,,,,,
1986,Couple without children,,,,,,,,,,,,,
1986,Couple without children,,,,,,,,,,,,,
1986,Couple without children,,,,,,,,,,,,,
1986,Single parent,,,,,,,,,,,,,
1986,Single parent,,,,,,,,,,,,,
1986,Single parent,,,,,,,,,,,,,
1986,Single parent,,,,,,,,,,,,,
1986,Single parent,,,,,,,,,,,,,
1986,Couple with children,,,,,,,,,,,,,
1986,Couple with children,,,,,,,,,,,,,
1986,Couple with children,,,,,,,,,,,,,
1986,Couple with children,,,,,,,,,,,,,
1986,Couple with children,,,,,,,,,,,,,
1986,Multi-generational household,,,,,,,,,,,,,
1986,Multi-generational household,,,,,,,,,,,,,
1986,Multi-generational household,,,,,,,,,,,,,
1986,Multi-generational household,,,,,,,,,,,,,
1986,Other Combinations,,,,,,,,,,,,,
1986,Other Combinations,,,,,,,,,,,,,
1986,Other Combinations,,,,,,,,,,,,,
1986,Other Combinations,,,,,,,,,,,,,
1987,Single-person household,,,,,,,,,,,,,
1987,Single-person household,,,,,,,,,,,,,
1987,Single-person household,,,,,,,,,,,,,
1987,Single-person household,,,,,,,,,,,,,
1987,Single-person household,,,,,,,,,,,,,
1987,Couple without children,,,,,,,,,,,,,
1987,Couple without children,,,,,,,,,,,,,
1987,Couple without children,,,,,,,,,,,,,
1987,Couple without children,,,,,,,,,,,,,
1987,Couple without children,,,,,,,,,,,,,
1987,Single parent,,,,,,,,,,,,,
1987,Single parent,,,,,,,,,,,,,
1987,Single parent,,,,,,,,,,,,,
1987,Single parent,,,,,,,,,,,,,
1987,Single parent,,,,,,,,,,,,,
1987,Couple with children,,,,,,,,,,,,,
1987,Couple with children,,,,,,,,,,,,,
1987,Couple with children,,,,,,,,,,,,,
1987,Couple with children,,,,,,,,,,,,,
1987,Couple with children,,,,,,,,,,,,,
1987,Multi-generational household,,,,,,,,,,,,,
1987,Multi-generational household,,,,,,,,,,,,,
1987,Multi-generational household,,,,,,,,,,,,,
