"plj0047","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1992","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Hamburg","3","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Niedersachsen","17","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Bremen","1","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Nordrhein-Westfalen","78","0.4647399826435","0.392079843663506","0.537400121623493"
"Grosse Sorgen","1992","(noch) kein Abschluss","Hessen","16","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","8","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Baden-Wuerttemberg","65","0.36844602265689","0.298171002764393","0.438721042549388"
"Grosse Sorgen","1992","(noch) kein Abschluss","Bayern","24","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Saarland","","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Berlin","14","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Brandenburg","","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Sachsen","","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","Thueringen","","","",""
"Grosse Sorgen","1992","Hauptschule","Schleswig-Holstein","3","","",""
"Grosse Sorgen","1992","Hauptschule","Hamburg","8","","",""
"Grosse Sorgen","1992","Hauptschule","Niedersachsen","29","","",""
"Grosse Sorgen","1992","Hauptschule","Bremen","3","","",""
"Grosse Sorgen","1992","Hauptschule","Nordrhein-Westfalen","135","0.473566970528905","0.417439746082669","0.529694194975141"
"Grosse Sorgen","1992","Hauptschule","Hessen","34","0.234124690664652","0.166807041752606","0.301442339576698"
"Grosse Sorgen","1992","Hauptschule","Rheinland-Pfalz,Saarland","23","","",""
"Grosse Sorgen","1992","Hauptschule","Baden-Wuerttemberg","139","0.410079429515271","0.358403388827973","0.46175547020257"
"Grosse Sorgen","1992","Hauptschule","Bayern","55","0.372186904234817","0.302151397478876","0.442222410990758"
"Grosse Sorgen","1992","Hauptschule","Saarland","","","",""
"Grosse Sorgen","1992","Hauptschule","Berlin","23","","",""
"Grosse Sorgen","1992","Hauptschule","Brandenburg","","","",""
"Grosse Sorgen","1992","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1992","Hauptschule","Sachsen","","","",""
"Grosse Sorgen","1992","Hauptschule","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1992","Hauptschule","Thueringen","","","",""
"Grosse Sorgen","1992","Realschule","Schleswig-Holstein","","","",""
"Grosse Sorgen","1992","Realschule","Hamburg","","","",""
"Grosse Sorgen","1992","Realschule","Niedersachsen","8","","",""
"Grosse Sorgen","1992","Realschule","Bremen","2","","",""
"Grosse Sorgen","1992","Realschule","Nordrhein-Westfalen","18","","",""
"Grosse Sorgen","1992","Realschule","Hessen","6","","",""
"Grosse Sorgen","1992","Realschule","Rheinland-Pfalz,Saarland","1","","",""
"Grosse Sorgen","1992","Realschule","Baden-Wuerttemberg","6","","",""
"Grosse Sorgen","1992","Realschule","Bayern","6","","",""
"Grosse Sorgen","1992","Realschule","Saarland","","","",""
"Grosse Sorgen","1992","Realschule","Berlin","3","","",""
"Grosse Sorgen","1992","Realschule","Brandenburg","","","",""
"Grosse Sorgen","1992","Realschule","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1992","Realschule","Sachsen","","","",""
"Grosse Sorgen","1992","Realschule","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1992","Realschule","Thueringen","","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Hamburg","4","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Niedersachsen","6","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Bremen","","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Nordrhein-Westfalen","25","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Hessen","7","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Rheinland-Pfalz,Saarland","3","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Baden-Wuerttemberg","21","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Bayern","8","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Saarland","","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Berlin","7","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Brandenburg","","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Sachsen","","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","Thueringen","","","",""
"Grosse Sorgen","1992","AkademikerIn","Schleswig-Holstein","1","","",""
"Grosse Sorgen","1992","AkademikerIn","Hamburg","1","","",""
"Grosse Sorgen","1992","AkademikerIn","Niedersachsen","","","",""
"Grosse Sorgen","1992","AkademikerIn","Bremen","","","",""
"Grosse Sorgen","1992","AkademikerIn","Nordrhein-Westfalen","4","","",""
"Grosse Sorgen","1992","AkademikerIn","Hessen","1","","",""
"Grosse Sorgen","1992","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1992","AkademikerIn","Baden-Wuerttemberg","3","","",""
"Grosse Sorgen","1992","AkademikerIn","Bayern","6","","",""
"Grosse Sorgen","1992","AkademikerIn","Saarland","","","",""
"Grosse Sorgen","1992","AkademikerIn","Berlin","1","","",""
"Grosse Sorgen","1992","AkademikerIn","Brandenburg","","","",""
"Grosse Sorgen","1992","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1992","AkademikerIn","Sachsen","","","",""
"Grosse Sorgen","1992","AkademikerIn","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1992","AkademikerIn","Thueringen","","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Hamburg","3","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Niedersachsen","10","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Bremen","","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Nordrhein-Westfalen","74","0.375421758608229","0.304877455305144","0.445966061911314"
"Einige Sorgen","1992","(noch) kein Abschluss","Hessen","32","0.34586844889747","0.242917776712435","0.448819121082505"
"Einige Sorgen","1992","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","18","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Baden-Wuerttemberg","72","0.38201437089321","0.311229924144053","0.452798817642366"
"Einige Sorgen","1992","(noch) kein Abschluss","Bayern","34","0.470606316381683","0.351971574892108","0.589241057871257"
"Einige Sorgen","1992","(noch) kein Abschluss","Saarland","","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Berlin","8","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Brandenburg","","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Sachsen","","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","Thueringen","","","",""
"Einige Sorgen","1992","Hauptschule","Schleswig-Holstein","11","","",""
"Einige Sorgen","1992","Hauptschule","Hamburg","7","","",""
"Einige Sorgen","1992","Hauptschule","Niedersachsen","25","","",""
"Einige Sorgen","1992","Hauptschule","Bremen","","","",""
"Einige Sorgen","1992","Hauptschule","Nordrhein-Westfalen","113","0.349974778466983","0.296358733238085","0.403590823695881"
