year,sampreg,ple0013,proportion,n,lower_confidence,upper_confidence
2009,Westdeutschland,Nein,0.7105672105672106,21983,0.7045722126307242,0.716562208503697
2009,Ostdeutschland,Nein,0.24120324120324121,21983,0.2355477947512427,0.24685868765523972
2009,Westdeutschland,Ja,0.03740703740703741,21983,0.03489855771460027,0.039915517099474544
2009,Ostdeutschland,Ja,0.010822510822510822,21983,0.009454738793809961,0.012190282851211683
2011,Westdeutschland,Nein,0.7217374535988044,41903,0.7174465326668543,0.7260283745307544
2011,Ostdeutschland,Nein,0.2249433543846117,41903,0.22094540935283122,0.22894129941639216
2011,Westdeutschland,Ja,0.04184544183580003,41903,0.039928206711472666,0.043762676960127395
2011,Ostdeutschland,Ja,0.011473750180783879,41903,0.010454031651603038,0.01249346870996472
2013,Westdeutschland,Nein,0.7158910208841301,44486,0.7117000916267128,0.7200819501415475
2013,Ostdeutschland,Nein,0.22431888052581364,44486,0.22044256681479363,0.22819519423683365
2013,Westdeutschland,Ja,0.04812890914873317,44486,0.046139901421399225,0.05011791687606711
2013,Ostdeutschland,Ja,0.011661189441323015,44486,0.010663561181629488,0.012658817701016543
2015,Westdeutschland,Nein,0.7407244698270697,38036,0.736320262415885,0.7451286772382545
2015,Ostdeutschland,Nein,0.19821079116578139,38036,0.19420440873269265,0.20221717359887012
2015,Westdeutschland,Ja,0.049522744518551064,38036,0.047342366129135866,0.05170312290796626
2015,Ostdeutschland,Ja,0.011541994488597787,38036,0.010468553449719092,0.012615435527476482
2017,Westdeutschland,Nein,0.7368639120117518,45410,0.7328138267032862,0.7409139973202175
2017,Ostdeutschland,Nein,0.197973558326114,45410,0.19430852221345213,0.20163859443877585
2017,Westdeutschland,Ja,0.05258201815510942,45410,0.0505291088772694,0.05463492743294944
2017,Ostdeutschland,Ja,0.012580511507024746,45410,0.011555378263327464,0.013605644750722028
2019,Westdeutschland,Nein,0.7238872691933916,42417,0.7196326099623118,0.7281419284244715
2019,Ostdeutschland,Nein,0.20194363459669581,42417,0.19812315430255473,0.2057641148908369
2019,Westdeutschland,Ja,0.05757045675413022,42417,0.055353739098972655,0.05978717440928779
2019,Ostdeutschland,Ja,0.013644314868804665,42417,0.012540290297222041,0.014748339440387288
2019,-2,Nein,0.0027210884353741495,42417,0.002225334988071694,0.0032168418826766048
2019,-2,Ja,0.00023323615160349855,42417,8.791347851793961e-05,0.00037855882468905747
2021,Westdeutschland,Nein,0.7365372573575454,27598,0.7313399999057544,0.7417345148093364
2021,Ostdeutschland,Nein,0.18639115007305365,27598,0.18179665550743013,0.19098564463867718
2021,Westdeutschland,Ja,0.06272176998538927,27598,0.059861146605065946,0.06558239336571259
2021,Ostdeutschland,Ja,0.014349822584011688,27598,0.012946679583252583,0.01575296558477079
