year,age_gr,migback,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,No migration background,Very often,0.01247,41,2798,0.00836,0.01659
2013,17-29 y.,No migration background,Often,0.09391,242,2798,0.08310,0.10472
2013,17-29 y.,No migration background,Sometimes,0.35591,948,2798,0.33816,0.37365
2013,17-29 y.,No migration background,Seldom,0.38535,1101,2798,0.36731,0.40338
2013,17-29 y.,No migration background,Never,0.15237,466,2798,0.13905,0.16569
2013,17-29 y.,Direct migration background,Often,0.08478,33,282,0.05221,0.11736
2013,17-29 y.,Direct migration background,Sometimes,0.28082,92,282,0.22828,0.33337
2013,17-29 y.,Direct migration background,Seldom,0.37965,101,282,0.32291,0.43640
2013,17-29 y.,Direct migration background,Never,0.24808,56,282,0.19758,0.29857
2013,17-29 y.,Indirect migration background,Often,0.09074,56,467,0.06466,0.11683
2013,17-29 y.,Indirect migration background,Sometimes,0.26187,128,467,0.22195,0.30179
2013,17-29 y.,Indirect migration background,Seldom,0.35970,181,467,0.31613,0.40328
2013,17-29 y.,Indirect migration background,Never,0.24688,102,467,0.20773,0.28603
2013,30-45 y.,No migration background,Very often,0.01617,99,6254,0.01305,0.01930
2013,30-45 y.,No migration background,Often,0.07684,507,6254,0.07024,0.08344
2013,30-45 y.,No migration background,Sometimes,0.37108,2258,6254,0.35910,0.38305
2013,30-45 y.,No migration background,Seldom,0.39605,2374,6254,0.38392,0.40817
2013,30-45 y.,No migration background,Never,0.13986,1016,6254,0.13126,0.14846
2013,30-45 y.,Direct migration background,Very often,0.02491,46,1250,0.01627,0.03355
2013,30-45 y.,Direct migration background,Often,0.12847,160,1250,0.10991,0.14703
2013,30-45 y.,Direct migration background,Sometimes,0.31624,418,1250,0.29045,0.34203
2013,30-45 y.,Direct migration background,Seldom,0.33420,397,1250,0.30804,0.36036
2013,30-45 y.,Direct migration background,Never,0.19618,229,1250,0.17415,0.21820
2013,30-45 y.,Indirect migration background,Often,0.08182,56,482,0.05733,0.10632
2013,30-45 y.,Indirect migration background,Sometimes,0.32912,163,482,0.28713,0.37112
2013,30-45 y.,Indirect migration background,Seldom,0.35157,176,482,0.30890,0.39424
2013,30-45 y.,Indirect migration background,Never,0.22039,87,482,0.18334,0.25743
2013,46-65 y.,No migration background,Very often,0.01840,122,7942,0.01545,0.02136
2013,46-65 y.,No migration background,Often,0.07324,544,7942,0.06751,0.07897
2013,46-65 y.,No migration background,Sometimes,0.34634,2634,7942,0.33588,0.35681
