year,migback,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,male,,,,,,,,,,,,
1984,No migration background,female,,,,,,,,,,,,
1984,Direct migration background,male,,,,,,,,,,,,
1984,Direct migration background,female,,,,,,,,,,,,
1984,Indirect migration background,male,,,,,,,,,,,,
1984,Indirect migration background,female,,,,,,,,,,,,
1985,No migration background,male,,,,,,,,,,,,
1985,No migration background,female,,,,,,,,,,,,
1985,Direct migration background,male,,,,,,,,,,,,
1985,Direct migration background,female,,,,,,,,,,,,
1985,Indirect migration background,male,,,,,,,,,,,,
1985,Indirect migration background,female,,,,,,,,,,,,
1986,No migration background,male,,,,,,,,,,,,
1986,No migration background,female,,,,,,,,,,,,
1986,Direct migration background,male,,,,,,,,,,,,
1986,Direct migration background,female,,,,,,,,,,,,
1986,Indirect migration background,male,,,,,,,,,,,,
1986,Indirect migration background,female,,,,,,,,,,,,
1987,No migration background,male,,,,,,,,,,,,
1987,No migration background,female,,,,,,,,,,,,
1987,Direct migration background,male,,,,,,,,,,,,
1987,Direct migration background,female,,,,,,,,,,,,
1987,Indirect migration background,male,,,,,,,,,,,,
1987,Indirect migration background,female,,,,,,,,,,,,
1988,No migration background,male,,,,,,,,,,,,
1988,No migration background,female,,,,,,,,,,,,
1988,Direct migration background,male,,,,,,,,,,,,
1988,Direct migration background,female,,,,,,,,,,,,
1988,Indirect migration background,male,,,,,,,,,,,,
1988,Indirect migration background,female,,,,,,,,,,,,
1989,No migration background,male,,,,,,,,,,,,
1989,No migration background,female,,,,,,,,,,,,
1989,Direct migration background,male,,,,,,,,,,,,
1989,Direct migration background,female,,,,,,,,,,,,
1989,Indirect migration background,male,,,,,,,,,,,,
1989,Indirect migration background,female,,,,,,,,,,,,
1990,No migration background,male,,,,,,,,,,,,
1990,No migration background,female,,,,,,,,,,,,
1990,Direct migration background,male,,,,,,,,,,,,
1990,Direct migration background,female,,,,,,,,,,,,
1990,Indirect migration background,male,,,,,,,,,,,,
1990,Indirect migration background,female,,,,,,,,,,,,
1991,No migration background,male,,,,,,,,,,,,
1991,No migration background,female,,,,,,,,,,,,
1991,Direct migration background,male,,,,,,,,,,,,
1991,Direct migration background,female,,,,,,,,,,,,
1991,Indirect migration background,male,,,,,,,,,,,,
1991,Indirect migration background,female,,,,,,,,,,,,
1992,No migration background,male,,,,,,,,,,,,
1992,No migration background,female,,,,,,,,,,,,
1992,Direct migration background,male,,,,,,,,,,,,
1992,Direct migration background,female,,,,,,,,,,,,
1992,Indirect migration background,male,,,,,,,,,,,,
1992,Indirect migration background,female,,,,,,,,,,,,
1993,No migration background,male,,,,,,,,,,,,
1993,No migration background,female,,,,,,,,,,,,
1993,Direct migration background,male,,,,,,,,,,,,
1993,Direct migration background,female,,,,,,,,,,,,
1993,Indirect migration background,male,,,,,,,,,,,,
1993,Indirect migration background,female,,,,,,,,,,,,
1994,No migration background,male,,,,,,,,,,,,
1994,No migration background,female,,,,,,,,,,,,
1994,Direct migration background,male,,,,,,,,,,,,
1994,Direct migration background,female,,,,,,,,,,,,
1994,Indirect migration background,male,,,,,,,,,,,,
1994,Indirect migration background,female,,,,,,,,,,,,
1995,No migration background,male,,,,,,,,,,,,
1995,No migration background,female,,,,,,,,,,,,
1995,Direct migration background,male,,,,,,,,,,,,
1995,Direct migration background,female,,,,,,,,,,,,
1995,Indirect migration background,male,,,,,,,,,,,,
1995,Indirect migration background,female,,,,,,,,,,,,
1996,No migration background,male,,,,,,,,,,,,
1996,No migration background,female,,,,,,,,,,,,
1996,Direct migration background,male,,,,,,,,,,,,
1996,Direct migration background,female,,,,,,,,,,,,
1996,Indirect migration background,male,,,,,,,,,,,,
1996,Indirect migration background,female,,,,,,,,,,,,
1997,No migration background,male,,,,,,,,,,,,
1997,No migration background,female,,,,,,,,,,,,
1997,Direct migration background,male,,,,,,,,,,,,
1997,Direct migration background,female,,,,,,,,,,,,
1997,Indirect migration background,male,,,,,,,,,,,,
1997,Indirect migration background,female,,,,,,,,,,,,
1998,No migration background,male,,,,,,,,,,,,
1998,No migration background,female,,,,,,,,,,,,
1998,Direct migration background,male,,,,,,,,,,,,
1998,Direct migration background,female,,,,,,,,,,,,
1998,Indirect migration background,male,,,,,,,,,,,,
1998,Indirect migration background,female,,,,,,,,,,,,
1999,No migration background,male,,,,,,,,,,,,
1999,No migration background,female,,,,,,,,,,,,
1999,Direct migration background,male,,,,,,,,,,,,
1999,Direct migration background,female,,,,,,,,,,,,
1999,Indirect migration background,male,,,,,,,,,,,,
1999,Indirect migration background,female,,,,,,,,,,,,
2000,No migration background,male,,,,,,,,,,,,
2000,No migration background,female,,,,,,,,,,,,
2000,Direct migration background,male,,,,,,,,,,,,
2000,Direct migration background,female,,,,,,,,,,,,
2000,Indirect migration background,male,,,,,,,,,,,,
2000,Indirect migration background,female,,,,,,,,,,,,
2001,No migration background,male,,,,,,,,,,,,
2001,No migration background,female,,,,,,,,,,,,
2001,Direct migration background,male,,,,,,,,,,,,
2001,Direct migration background,female,,,,,,,,,,,,
2001,Indirect migration background,male,,,,,,,,,,,,
2001,Indirect migration background,female,,,,,,,,,,,,
2002,No migration background,male,9379,177.78610,177.64106,177.93113,173.00000,178.00000,182.00000,159.50000,195.50000,178.00000,178.00000,178.00000
2002,No migration background,female,10025,165.30660,165.18211,165.43109,160.00000,165.00000,170.00000,145.00000,185.00000,165.00000,165.00000,165.00000
2002,Direct migration background,male,1358,174.48237,174.10114,174.86360,170.00000,175.00000,179.09997,156.35004,192.74994,175.00000,174.00000,175.00000
2002,Direct migration background,female,1433,162.87009,162.53874,163.20143,159.00000,163.00000,168.00000,145.50000,181.50000,163.00000,163.00000,164.00000
2002,Indirect migration background,male,362,178.20409,177.45789,178.95029,173.00000,179.68032,183.00000,160.00000,196.00000,179.00000,178.00000,180.00000
2002,Indirect migration background,female,402,166.11276,165.46228,166.76324,160.00000,167.00000,170.00000,150.00000,185.00000,167.00000,165.00000,168.00000
2003,No migration background,male,,,,,,,,,,,,
2003,No migration background,female,,,,,,,,,,,,
2003,Direct migration background,male,,,,,,,,,,,,
2003,Direct migration background,female,,,,,,,,,,,,
2003,Indirect migration background,male,,,,,,,,,,,,
2003,Indirect migration background,female,,,,,,,,,,,,
2004,No migration background,male,8754,177.92390,177.77237,178.07543,173.00000,178.00000,183.00000,158.00000,198.00000,178.00000,178.00000,178.00000
2004,No migration background,female,9453,165.33208,165.20142,165.46273,160.00000,165.00000,170.00000,145.00000,185.00000,165.00000,165.00000,165.00000
2004,Direct migration background,male,1212,174.75205,174.34336,175.16074,170.00000,174.00000,180.00000,155.00000,195.00000,174.00000,174.00000,175.00000
2004,Direct migration background,female,1308,162.69250,162.34002,163.04498,158.22028,163.00000,167.00000,145.05069,180.16958,163.00000,162.00000,164.00000
2004,Indirect migration background,male,376,178.41445,177.65992,179.16898,173.00000,179.00000,184.00000,160.00000,199.00000,179.00000,178.00000,180.00000
2004,Indirect migration background,female,414,166.22524,165.59885,166.85164,162.00000,167.00000,170.00000,150.00000,182.00000,167.00000,165.00000,168.00000
2005,No migration background,male,,,,,,,,,,,,
2005,No migration background,female,,,,,,,,,,,,
2005,Direct migration background,male,,,,,,,,,,,,
2005,Direct migration background,female,,,,,,,,,,,,
2005,Indirect migration background,male,,,,,,,,,,,,
2005,Indirect migration background,female,,,,,,,,,,,,
2006,No migration background,male,9090,178.17983,178.03125,178.32841,173.00000,178.00000,183.00000,158.00000,198.00000,178.00000,178.00000,178.00000
2006,No migration background,female,9887,165.39672,165.26836,165.52507,160.00000,165.00000,170.00000,145.00000,185.00000,165.00000,165.00000,165.00000
2006,Direct migration background,male,1105,175.09039,174.65034,175.53044,170.00000,175.00000,180.00000,155.00000,195.00000,175.00000,174.00000,175.00000
2006,Direct migration background,female,1275,162.77696,162.41845,163.13547,158.00000,163.00000,167.00000,144.50000,180.50000,163.00000,162.97500,164.00000
2006,Indirect migration background,male,403,178.62288,177.85319,179.39257,173.00000,178.00000,185.00000,160.00000,198.00000,178.00000,177.00000,180.00000
2006,Indirect migration background,female,446,165.88111,165.28904,166.47318,161.00000,166.00000,170.00000,150.00000,183.50000,166.00000,165.00000,167.00000
2007,No migration background,male,,,,,,,,,,,,
2007,No migration background,female,,,,,,,,,,,,
2007,Direct migration background,male,,,,,,,,,,,,
2007,Direct migration background,female,,,,,,,,,,,,
2007,Indirect migration background,male,,,,,,,,,,,,
2007,Indirect migration background,female,,,,,,,,,,,,
2008,No migration background,male,8041,178.46865,178.30924,178.62806,174.00000,178.00000,183.00000,160.50000,196.50000,178.00000,178.00000,178.00000
2008,No migration background,female,8744,165.52212,165.38584,165.65840,161.00000,165.00000,170.00000,147.50000,183.50000,165.00000,165.00000,165.00000
2008,Direct migration background,male,882,175.00223,174.51002,175.49444,170.00000,175.00000,180.00000,155.00000,195.00000,175.00000,174.00000,175.00000
2008,Direct migration background,female,1027,162.80156,162.39976,163.20336,158.00000,163.00000,167.00000,144.50000,180.50000,163.00000,162.00000,164.00000
2008,Indirect migration background,male,392,178.38848,177.62512,179.15184,173.00000,178.00000,184.00000,159.00000,199.00000,178.00000,177.97500,180.00000
