"year","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"1984","(Fach-)Abitur","7.38","7.5","861","7.22","7.54"
"1984","(noch) kein Abschluss","7.38","7.5","1276","7.23","7.53"
"1984","AkademikerInnen","7.31","7.5","784","7.14","7.48"
"1984","Hauptschulabschluss","7.49","7.5","7207","7.43","7.55"
"1984","Realschulabschluss","7.56","7.5","1877","7.45","7.67"
"1985","(Fach-)Abitur","7.28","7.5","780","7.12","7.44"
"1985","(noch) kein Abschluss","7.25","7.5","1077","7.1","7.4"
"1985","AkademikerInnen","7.11","7.5","754","6.94","7.28"
"1985","Hauptschulabschluss","7.33","7.5","6382","7.27","7.39"
"1985","Realschulabschluss","7.39","7.5","1811","7.29","7.49"
"1986","(Fach-)Abitur","7.2","7.5","807","7.04","7.36"
"1986","(noch) kein Abschluss","7.2","7.5","1021","7.04","7.36"
"1986","AkademikerInnen","6.92","6.5","746","6.75","7.09"
"1986","Hauptschulabschluss","7.23","7.5","6067","7.17","7.29"
"1986","Realschulabschluss","7.25","7.5","1758","7.14","7.36"
"1987","(Fach-)Abitur","7.16","7.5","771","7","7.32"
"1987","(noch) kein Abschluss","7.24","7.5","988","7.09","7.39"
"1987","AkademikerInnen","6.99","7.5","740","6.81","7.17"
"1987","Hauptschulabschluss","7.34","7.5","5992","7.28","7.4"
"1987","Realschulabschluss","7.16","7.5","1757","7.05","7.27"
"1988","(Fach-)Abitur","6.92","6.5","736","6.75","7.09"
"1988","(noch) kein Abschluss","7.1","6.5","902","6.95","7.25"
"1988","AkademikerInnen","6.84","6.5","700","6.66","7.02"
"1988","Hauptschulabschluss","7.18","7.5","5719","7.12","7.24"
"1988","Realschulabschluss","7","6.5","1693","6.89","7.11"
"1989","(Fach-)Abitur","6.89","6.5","750","6.73","7.05"
"1989","(noch) kein Abschluss","7.1","6.5","877","6.95","7.25"
"1989","AkademikerInnen","6.7","6.5","696","6.52","6.88"
"1989","Hauptschulabschluss","7.12","7.5","5459","7.06","7.18"
"1989","Realschulabschluss","6.99","6.5","1644","6.88","7.1"
"1990","(Fach-)Abitur","","","","",""
"1990","(noch) kein Abschluss","","","","",""
"1990","AkademikerInnen","","","","",""
"1990","Hauptschulabschluss","","","","",""
"1990","Realschulabschluss","","","","",""
"1991","(Fach-)Abitur","6.72","6.5","889","6.56","6.88"
"1991","(noch) kein Abschluss","7.08","7.5","875","6.92","7.24"
"1991","AkademikerInnen","6.23","6.5","1676","6.11","6.35"
"1991","Hauptschulabschluss","7.09","7.5","6719","7.03","7.15"
"1991","Realschulabschluss","6.57","6.5","3133","6.48","6.66"
"1992","(Fach-)Abitur","6.72","6.5","895","6.57","6.87"
"1992","(noch) kein Abschluss","7.17","7.5","859","7.02","7.32"
"1992","AkademikerInnen","6.28","6.5","1651","6.16","6.4"
"1992","Hauptschulabschluss","7.18","7.5","6503","7.12","7.24"
"1992","Realschulabschluss","6.65","6.5","3085","6.57","6.73"
"1993","(Fach-)Abitur","6.81","6.5","906","6.66","6.96"
"1993","(noch) kein Abschluss","7.24","7.5","840","7.08","7.4"
"1993","AkademikerInnen","6.21","6.5","1629","6.09","6.33"
"1993","Hauptschulabschluss","7.02","6.5","6307","6.96","7.08"
"1993","Realschulabschluss","6.59","6.5","3083","6.51","6.67"
"1994","(Fach-)Abitur","6.69","6.5","913","6.54","6.84"
"1994","(noch) kein Abschluss","7.1","6.5","834","6.94","7.26"
"1994","AkademikerInnen","6.26","6.5","1650","6.14","6.38"
"1994","Hauptschulabschluss","7.02","7.5","6058","6.96","7.08"
"1994","Realschulabschluss","6.48","6.5","3032","6.39","6.57"
"1995","(Fach-)Abitur","","","","",""
