year,age_gr,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,male,,,,,,,,,,,,
1984,0-16 y.,female,,,,,,,,,,,,
1984,17-29 y.,male,1177,734.66789,712.71610,756.61968,418.41409,767.00000,946.00000,0,1737.37886,,,
1984,17-29 y.,female,910,542.85998,525.02923,560.69073,298.77491,562.00000,722.72624,12,1358.65323,,,
1984,30-45 y.,male,1835,1276.64347,1247.18834,1306.09861,920.00000,1125.00000,1483.00000,75.50000,2327.50000,,,
1984,30-45 y.,female,1053,616.82870,594.17604,639.48137,306.13575,562.00000,869.00000,0,1713.29637,,,
1984,46-65 y.,male,1406,1250.91552,1219.79671,1282.03434,897.00000,1074.00000,1483.00000,18.00000,2362.00000,,,
1984,46-65 y.,female,684,598.46290,570.05994,626.86587,315.52694,511.00000,799.10860,0,1524.48110,,,
1984,66 and older,male,31,745.65610,489.68662,1001.62558,263.39813,552.75482,929.09374,77,1927.63715,,,
1984,66 and older,female,,,,,,,,,,,,
1985,0-16 y.,male,,,,,,,,,,,,
1985,0-16 y.,female,,,,,,,,,,,,
1985,17-29 y.,male,1064,720.90316,695.62011,746.18622,358.00000,767.00000,946.00000,0,1828.00000,,,
1985,17-29 y.,female,855,548.44626,529.89604,566.99648,271.00000,562.00000,756.02037,0,1483.55092,,,
1985,30-45 y.,male,1599,1269.24721,1241.72042,1296.77400,920.00000,1125.00000,1498.91986,51.62021,2367.29965,,,
1985,30-45 y.,female,978,641.51924,617.40466,665.63382,332.00000,614.00000,895.00000,0,1739.50000,,,
1985,46-65 y.,male,1289,1300.24212,1256.58251,1343.90173,920.00000,1125.00000,1534.00000,0,2455.00000,,,
1985,46-65 y.,female,654,612.44593,581.60813,643.28373,307.00000,537.00000,821.13397,0,1592.33491,,,
1985,66 and older,male,,,,,,,,,,,,
1985,66 and older,female,,,,,,,,,,,,
1986,0-16 y.,male,,,,,,,,,,,,
1986,0-16 y.,female,,,,,,,,,,,,
1986,17-29 y.,male,1064,758.31436,735.79776,780.83096,409.00000,818.00000,997.00000,0,1879.00000,,,
