year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,7115,916.44630,902.68723,930.20538,532.00000,869.00000,1139.43442,0.00000,2050.58606,869.00000,869.00000,869.00000
1985,West,6487,917.09740,901.82595,932.36885,521.69257,869.00000,1144.76828,0.00000,2079.38184,869.00000,859.00000,869.00000
1986,West,6272,955.84944,939.98714,971.71174,562.00000,920.00000,1196.00000,0.00000,2147.00000,920.00000,892.00000,920.00000
1987,West,6264,968.94436,953.90742,983.98130,562.00000,920.00000,1227.00000,0.00000,2224.50000,920.00000,909.87500,920.00000
1988,West,5963,1004.86182,988.87221,1020.85143,609.49711,946.00000,1278.00000,0.00000,2280.75434,946.00000,920.00000,971.00000
1989,West,5857,1051.47558,1034.56072,1068.39044,639.00000,973.00000,1323.02046,0.00000,2349.05114,973.00000,971.00000,1016.02500
1990,West,5747,1106.22558,1088.10314,1124.34803,654.00000,1023.00000,1380.00000,0.00000,2469.00000,1023.00000,1023.00000,1051.00000
1990,East,3428,475.54993,468.97333,482.12653,358.00000,460.00000,575.00000,32.50000,900.50000,460.00000,460.00000,472.00000
1991,West,5868,1148.33923,1129.84817,1166.83029,665.00000,1074.00000,1459.40393,0.00000,2651.00984,1074.00000,1049.97500,1096.07500
1991,East,2828,592.44551,582.25669,602.63433,435.00000,562.00000,691.65575,50.01638,1076.63936,562.00000,557.00000,562.00000
1992,West,5682,1215.57485,1196.80887,1234.34083,752.00000,1135.12895,1534.00000,0.00000,2707.00000,1135.00000,1125.00000,1176.00000
1992,East,2435,756.67177,742.86103,770.48251,562.00000,716.00000,907.48535,43.77197,1425.71338,716.00000,716.00000,734.00000
1993,West,5614,1295.69421,1273.31884,1318.06958,767.00000,1176.00000,1636.00000,0.00000,2939.50000,1176.00000,1176.00000,1227.00000
1993,East,2272,911.36804,890.79206,931.94401,665.00000,869.00000,1107.02334,1.96499,1770.05835,869.00000,837.87500,875.00000
1994,West,5338,1323.54652,1301.27798,1345.81506,818.00000,1227.00000,1636.00000,0.00000,2863.00000,1227.00000,1202.00000,1242.15000
1994,East,2218,987.94715,966.92434,1008.96997,716.00000,971.00000,1202.00000,0.00000,1931.00000,971.00000,928.95000,972.17500
1995,West,5640,1337.55261,1314.26627,1360.83895,794.07362,1227.00000,1687.00000,0.00000,3026.38958,1227.00000,1227.00000,1268.25000
1995,East,2213,1025.85907,995.77330,1055.94485,716.00000,991.00000,1227.00000,0.00000,1993.50000,991.00000,971.00000,1023.00000
1996,West,5493,1376.53500,1353.12096,1399.94904,825.00570,1278.00000,1738.00000,20.00000,3107.49144,1278.00000,1229.95000,1278.00000
1996,East,2137,1051.71673,1029.04267,1074.39080,765.94319,1023.00000,1278.00000,36.00000,2046.08521,1023.00000,997.00000,1023.25000
1997,West,5326,1381.60078,1358.25694,1404.94462,818.00000,1278.00000,1776.29399,19.00000,3213.73497,1278.00000,1227.00000,1278.00000
