year,age_gr,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,No migration background,,,,,,,,,,,,
1984,0-16 y.,Direct migration background,,,,,,,,,,,,
1984,0-16 y.,Indirect migration background,,,,,,,,,,,,
1984,17-29 y.,No migration background,1445,3.86424,3.68407,4.04440,1.00000,3.00000,5.00000,0.00000,11.00000,3.00000,3.00000,3.00000
1984,17-29 y.,Direct migration background,574,3.18393,2.96439,3.40347,1.00000,3.00000,4.00000,0.00000,8.50000,3.00000,2.00000,3.00000
1984,17-29 y.,Indirect migration background,47,1.91149,1.34633,2.47664,0.00000,1.20186,3.00000,0.00000,7.00000,1.00000,0.00000,3.00000
1984,30-45 y.,No migration background,1846,10.05531,9.72427,10.38636,4.00000,9.00000,15.00000,0.00000,31.50000,9.00000,8.00000,10.00000
1984,30-45 y.,Direct migration background,1011,7.93156,7.58301,8.28010,3.00000,7.00000,12.00000,0.00000,25.50000,7.00000,6.00000,8.00000
1984,30-45 y.,Indirect migration background,,,,,,,,,,,,
1984,46-65 y.,No migration background,1421,18.28588,17.70835,18.86340,10.00000,17.00000,27.00000,0.00000,52.50000,17.00000,16.00000,18.00000
1984,46-65 y.,Direct migration background,637,12.89051,12.19059,13.59043,5.00000,12.00000,18.00000,0.00000,37.50000,12.00000,11.00000,13.00000
1984,46-65 y.,Indirect migration background,,,,,,,,,,,,
1984,66 and older,No migration background,45,26.40619,20.41902,32.39336,5.00000,25.00000,41.69096,1.00000,59.00000,25.00000,10.97500,38.00000
1984,66 and older,Direct migration background,,,,,,,,,,,,
1984,66 and older,Indirect migration background,,,,,,,,,,,,
1985,0-16 y.,No migration background,,,,,,,,,,,,
1985,0-16 y.,Direct migration background,,,,,,,,,,,,
1985,0-16 y.,Indirect migration background,,,,,,,,,,,,
1985,17-29 y.,No migration background,1336,3.71120,3.54057,3.88182,1.00000,3.00000,5.00000,0.00000,11.00000,3.00000,3.00000,3.00000
1985,17-29 y.,Direct migration background,479,3.09076,2.83377,3.34776,1.00000,2.00000,5.00000,0.00000,11.00000,2.00000,2.00000,3.00000
1985,17-29 y.,Indirect migration background,48,2.07183,1.53858,2.60508,1.00000,1.00000,3.00000,0.00000,6.00000,1.00000,1.00000,2.00000
