year,pli0095_h,migback,proportion,n,lower_confidence,upper_confidence
1985,At least once per week,No migration background,0.5708469055374593,14443,0.5627746794803269,0.5789191315945917
1985,At least once per week,Direct migration background,0.41368078175895767,14443,0.40564871881343856,0.4217128447044768
1985,At least once per week,Indirect migration background,0.015472312703583062,14443,0.013459427766998109,0.017485197640168017
1985,At least once per month,No migration background,0.6822633297062024,14443,0.6746699161988587,0.6898567432135461
1985,At least once per month,Direct migration background,0.3101196953210011,14443,0.30257609077963815,0.317663299862364
1985,At least once per month,Indirect migration background,0.007616974972796518,14443,0.006199033538144702,0.009034916407448334
1985,Seldom,No migration background,0.7790254237288136,14443,0.7722587640259516,0.7857920834316755
1985,Seldom,Direct migration background,0.2103813559322034,14443,0.2037341415178146,0.21702857034659218
1985,Seldom,Indirect migration background,0.01059322033898305,14443,0.008923557391607356,0.012262883286358744
1985,Never,No migration background,0.7488372093023256,14443,0.7417642896634077,0.7559101289412434
1985,Never,Direct migration background,0.24237726098191215,14443,0.23538850619253537,0.24936601577128892
1985,Never,Indirect migration background,0.008785529715762274,14443,0.007263598031450984,0.010307461400073565
1986,At least once per week,No migration background,0.6223224351747464,13742,0.6142165691417896,0.6304283012077032
1986,At least once per week,Direct migration background,0.3652762119503946,13742,0.3572255019682146,0.3733269219325746
1986,At least once per week,Indirect migration background,0.012401352874859075,13742,0.010550994393572696,0.014251711356145454
1986,At least once per month,No migration background,0.6570824524312896,13742,0.649145826922531,0.6650190779400482
1986,At least once per month,Direct migration background,0.32642706131078225,13742,0.3185870535561708,0.3342670690653937
1986,At least once per month,Indirect migration background,0.01649048625792812,13742,0.014361184989084405,0.018619787526771833
1986,Seldom,No migration background,0.76657824933687,13742,0.7595056345203877,0.7736508641533524
1986,Seldom,Direct migration background,0.22056723117731075,13742,0.21363471446558688,0.22749974788903463
1986,Seldom,Indirect migration background,0.01285451948581922,13742,0.010971088966569557,0.014737950005068882
1986,Never,No migration background,0.7263610315186246,13742,0.7189069122057515,0.7338151508314977
1986,Never,Direct migration background,0.2636103151862464,13742,0.25624373114848836,0.2709768992240044
1986,Never,Indirect migration background,0.01002865329512894,13742,0.008362696553367679,0.011694610036890202
