"pli0095_h","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1985","17-34","(noch) kein Abschluss","52","0.0915177440266135","0.0642957249774113","0.118739763075816"
"Min 1x pro Woche","1985","17-34","Hauptschule","239","","",""
"Min 1x pro Woche","1985","17-34","Realschule","85","0.0817343949482152","0.0644582789029015","0.0990105109935289"
"Min 1x pro Woche","1985","17-34","(Fach-)Abitur","83","0.161543790763668","0.129727330616059","0.193360250911277"
"Min 1x pro Woche","1985","17-34","AkademikerIn","29","","",""
"Min 1x pro Woche","1985","35-65","(noch) kein Abschluss","105","","",""
"Min 1x pro Woche","1985","35-65","Hauptschule","403","0.0984765962344701","0.0888209519519427","0.108132240516997"
"Min 1x pro Woche","1985","35-65","Realschule","61","0.0959216173453284","0.073522787002865","0.118320447687792"
"Min 1x pro Woche","1985","35-65","(Fach-)Abitur","30","0.110689600094206","0.0693246934084829","0.152054506779928"
"Min 1x pro Woche","1985","35-65","AkademikerIn","41","0.0877115383337599","0.0616910993220302","0.11373197734549"
"Min 1x pro Woche","1985","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1985","66 +","Hauptschule","74","0.0925144772574561","0.072560462737893","0.112468491777019"
"Min 1x pro Woche","1985","66 +","Realschule","19","","",""
"Min 1x pro Woche","1985","66 +","(Fach-)Abitur","3","","",""
"Min 1x pro Woche","1985","66 +","AkademikerIn","2","","",""
"Min 1x pro Monat","1985","17-34","(noch) kein Abschluss","109","","",""
"Min 1x pro Monat","1985","17-34","Hauptschule","611","0.325666033584012","0.304622224587745","0.34670984258028"
"Min 1x pro Monat","1985","17-34","Realschule","307","0.310801647913061","0.281615733847928","0.339987561978193"
"Min 1x pro Monat","1985","17-34","(Fach-)Abitur","169","","",""
"Min 1x pro Monat","1985","17-34","AkademikerIn","73","0.323406871982072","0.263599795567995","0.38321394839615"
"Min 1x pro Monat","1985","35-65","(noch) kein Abschluss","180","","",""
"Min 1x pro Monat","1985","35-65","Hauptschule","935","0.243055158137001","0.229155286857913","0.256955029416088"
"Min 1x pro Monat","1985","35-65","Realschule","143","","",""
"Min 1x pro Monat","1985","35-65","(Fach-)Abitur","53","0.201123715807066","0.148276348061496","0.253971083552636"
"Min 1x pro Monat","1985","35-65","AkademikerIn","90","0.20834588284325","0.170988162789484","0.245703602897016"
"Min 1x pro Monat","1985","66 +","(noch) kein Abschluss","2","","",""
"Min 1x pro Monat","1985","66 +","Hauptschule","93","0.116046209246065","0.0939897476500648","0.138102670842065"
"Min 1x pro Monat","1985","66 +","Realschule","26","","",""
"Min 1x pro Monat","1985","66 +","(Fach-)Abitur","6","0.129997585843396","0.028290474849251","0.231704696837541"
"Min 1x pro Monat","1985","66 +","AkademikerIn","6","0.0910107337050077","0.0149969358653353","0.16702453154468"
"Seltener","1985","17-34","(noch) kein Abschluss","200","","",""
"Seltener","1985","17-34","Hauptschule","820","0.462095820125275","0.439707625141945","0.484484015108605"
"Seltener","1985","17-34","Realschule","489","0.518332616497537","0.486823413642779","0.549841819352295"
"Seltener","1985","17-34","(Fach-)Abitur","216","","",""
"Seltener","1985","17-34","AkademikerIn","118","","",""
"Seltener","1985","35-65","(noch) kein Abschluss","209","","",""
"Seltener","1985","35-65","Hauptschule","1720","","",""
"Seltener","1985","35-65","Realschule","350","0.514946759588229","0.476933078996078","0.552960440180379"
"Seltener","1985","35-65","(Fach-)Abitur","96","0.492721101601646","0.426807364762296","0.558634838440996"
"Seltener","1985","35-65","AkademikerIn","257","","",""
"Seltener","1985","66 +","(noch) kein Abschluss","3","","",""
"Seltener","1985","66 +","Hauptschule","227","","",""
"Seltener","1985","66 +","Realschule","47","0.286721178036066","0.217082561500746","0.356359794571387"
"Seltener","1985","66 +","(Fach-)Abitur","12","","",""
"Seltener","1985","66 +","AkademikerIn","18","","",""
"Nie","1985","17-34","(noch) kein Abschluss","70","0.166123819744446","0.130985888044068","0.201261751444824"
"Nie","1985","17-34","Hauptschule","235","","",""
"Nie","1985","17-34","Realschule","85","0.0891313406411871","0.0711632211550438","0.10709946012733"
"Nie","1985","17-34","(Fach-)Abitur","46","0.0929091696291589","0.0678122043866772","0.118006134871641"
"Nie","1985","17-34","AkademikerIn","15","","",""
"Nie","1985","35-65","(noch) kein Abschluss","135","","",""
"Nie","1985","35-65","Hauptschule","600","0.171332182784043","0.159121612418337","0.18354275314975"
"Nie","1985","35-65","Realschule","110","","",""
"Nie","1985","35-65","(Fach-)Abitur","42","0.195465582497083","0.143182712802627","0.247748452191538"
"Nie","1985","35-65","AkademikerIn","66","0.148225015356884","0.115540401591248","0.18090962912252"
"Nie","1985","66 +","(noch) kein Abschluss","12","","",""
"Nie","1985","66 +","Hauptschule","416","0.525930364162707","0.491543642447662","0.560317085877751"
"Nie","1985","66 +","Realschule","70","0.433965544262541","0.35764531918592","0.510285769339162"
"Nie","1985","66 +","(Fach-)Abitur","21","","",""
"Nie","1985","66 +","AkademikerIn","29","","",""
"Min 1x pro Woche","1986","17-34","(noch) kein Abschluss","47","0.0763381504033961","0.0508518156434045","0.101824485163388"
"Min 1x pro Woche","1986","17-34","Hauptschule","185","","",""
"Min 1x pro Woche","1986","17-34","Realschule","63","0.0659749807114045","0.0502144611089697","0.0817355003138394"
"Min 1x pro Woche","1986","17-34","(Fach-)Abitur","48","0.0908746798892237","0.0668313152711094","0.114918044507338"
"Min 1x pro Woche","1986","17-34","AkademikerIn","22","","",""
"Min 1x pro Woche","1986","35-65","(noch) kein Abschluss","75","0.111606214490985","0.0860242705124582","0.137188158469511"
"Min 1x pro Woche","1986","35-65","Hauptschule","283","","",""
"Min 1x pro Woche","1986","35-65","Realschule","33","0.0547290682424112","0.0372837587288354","0.072174377755987"
"Min 1x pro Woche","1986","35-65","(Fach-)Abitur","28","","",""
"Min 1x pro Woche","1986","35-65","AkademikerIn","40","0.0791004620595357","0.0545693490990348","0.103631575020037"
"Min 1x pro Woche","1986","66 +","(noch) kein Abschluss","1","","",""
"Min 1x pro Woche","1986","66 +","Hauptschule","56","0.0750982208363168","0.0561351455220059","0.0940612961506277"
"Min 1x pro Woche","1986","66 +","Realschule","17","","",""
"Min 1x pro Woche","1986","66 +","(Fach-)Abitur","1","","",""
"Min 1x pro Woche","1986","66 +","AkademikerIn","2","","",""
"Min 1x pro Monat","1986","17-34","(noch) kein Abschluss","101","","",""
"Min 1x pro Monat","1986","17-34","Hauptschule","542","0.283457514372875","0.262870841810831","0.304044186934918"
"Min 1x pro Monat","1986","17-34","Realschule","279","","",""
"Min 1x pro Monat","1986","17-34","(Fach-)Abitur","184","","",""
"Min 1x pro Monat","1986","17-34","AkademikerIn","67","0.294840756588879","0.23565488772261","0.354026625455148"
"Min 1x pro Monat","1986","35-65","(noch) kein Abschluss","146","","",""
"Min 1x pro Monat","1986","35-65","Hauptschule","748","0.200555050448991","0.187213044660235","0.213897056237747"
"Min 1x pro Monat","1986","35-65","Realschule","121","","",""
"Min 1x pro Monat","1986","35-65","(Fach-)Abitur","35","0.153154539041981","0.104329571160969","0.201979506922993"
"Min 1x pro Monat","1986","35-65","AkademikerIn","74","0.170873026916392","0.136661780833648","0.205084272999137"
"Min 1x pro Monat","1986","66 +","(noch) kein Abschluss","3","","",""
"Min 1x pro Monat","1986","66 +","Hauptschule","69","0.0910625151177385","0.0703619135644743","0.111763116671003"
"Min 1x pro Monat","1986","66 +","Realschule","18","","",""
"Min 1x pro Monat","1986","66 +","(Fach-)Abitur","6","0.155346271472421","0.0470773945126244","0.263615148432218"
"Min 1x pro Monat","1986","66 +","AkademikerIn","5","0.069869135229094","0.00123741757123302","0.138500852886955"
"Seltener","1986","17-34","(noch) kein Abschluss","183","","",""
"Seltener","1986","17-34","Hauptschule","863","0.501268436743767","0.478428767853238","0.524108105634296"
"Seltener","1986","17-34","Realschule","501","0.535503673488343","0.503839073230839","0.567168273745848"
"Seltener","1986","17-34","(Fach-)Abitur","265","","",""
"Seltener","1986","17-34","AkademikerIn","114","","",""
"Seltener","1986","35-65","(noch) kein Abschluss","221","","",""
"Seltener","1986","35-65","Hauptschule","1784","","",""
"Seltener","1986","35-65","Realschule","388","0.592236793190434","0.554545311459897","0.62992827492097"
"Seltener","1986","35-65","(Fach-)Abitur","100","","",""
"Seltener","1986","35-65","AkademikerIn","260","","",""
"Seltener","1986","66 +","(noch) kein Abschluss","1","","",""
"Seltener","1986","66 +","Hauptschule","226","","",""
