"hlf0188","year","quintil","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2001","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2001","2","Westdeutschland","3206","0.563406772368416","0.550360907034838","0.576452637701994"
"Ja","2001","2","Ostdeutschland","1270","","",""
"Ja","2001","3","Westdeutschland","3364","0.685095073308107","0.671993314200142","0.698196832416071"
"Ja","2001","3","Ostdeutschland","1160","","",""
"Ja","2001","4","Westdeutschland","3142","0.806012306851129","0.793528410286903","0.818496203415356"
"Ja","2001","4","Ostdeutschland","643","0.84821065664519","0.822750660979113","0.873670652311267"
"Ja","2001","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2001","2","Westdeutschland","2346","","",""
"Nein","2001","2","Ostdeutschland","789","0.397476839169508","0.376338897050867","0.41861478128815"
"Nein","2001","3","Westdeutschland","1464","","",""
"Nein","2001","3","Ostdeutschland","308","0.23551113843437","0.213805309786822","0.257216967081918"
"Nein","2001","4","Westdeutschland","712","0.19398769314887","0.181503796584644","0.206471589713097"
"Nein","2001","4","Ostdeutschland","120","","",""
"Nein","2001","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2002","2","Westdeutschland","","","",""
"Ja","2002","2","Ostdeutschland","","","",""
"Ja","2002","3","Westdeutschland","","","",""
"Ja","2002","3","Ostdeutschland","","","",""
"Ja","2002","4","Westdeutschland","","","",""
"Ja","2002","4","Ostdeutschland","","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2002","2","Westdeutschland","","","",""
"Nein","2002","2","Ostdeutschland","","","",""
"Nein","2002","3","Westdeutschland","","","",""
"Nein","2002","3","Ostdeutschland","","","",""
"Nein","2002","4","Westdeutschland","","","",""
"Nein","2002","4","Ostdeutschland","","","",""
"Nein","2002","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2003","2","Westdeutschland","2370","","",""
"Ja","2003","2","Ostdeutschland","907","0.537300787616026","0.5129756982457","0.561625876986351"
"Ja","2003","3","Westdeutschland","3098","0.629364840312294","0.615430488069895","0.643299192554694"
"Ja","2003","3","Ostdeutschland","1012","","",""
"Ja","2003","4","Westdeutschland","3722","0.748397979737659","0.736106776910258","0.76068918256506"
"Ja","2003","4","Ostdeutschland","874","0.817808435209731","0.794348795003532","0.84126807541593"
