year,bula_h,sex,plh0185,proportion,n,lower_confidence,upper_confidence
2007,Nordrhein-Westfalen,maennlich,Sehr selten,0.05112384310268841,25385,0.048414375258937596,0.05383331094643922
2007,Nordrhein-Westfalen,weiblich,Sehr selten,0.03946917388962343,25385,0.03707391666207966,0.04186443111716719
2007,Nordrhein-Westfalen,weiblich,Selten,0.034229469663581605,25385,0.03199278609510965,0.03646615323205356
2007,Bayern,maennlich,Sehr selten,0.03236864012536115,25385,0.030191508522294914,0.034545771728427384
2007,Baden-Württemberg,maennlich,Sehr selten,0.030213995396895354,25385,0.028108232239290643,0.03231975855450006
2007,Nordrhein-Westfalen,maennlich,Selten,0.02903873463591401,25385,0.026973082036027978,0.03110438723580004
2007,Bayern,weiblich,Selten,0.02414181479849175,25385,0.022253624338420982,0.026030005258562517
2007,Bayern,weiblich,Sehr selten,0.02379903040987219,25385,0.021923963642083395,0.025674097177660987
2007,Nordrhein-Westfalen,weiblich,Manchmal,0.02228098526027129,25385,0.02046529520928697,0.02409667531125561
2007,Baden-Württemberg,weiblich,Selten,0.021987170070025954,25385,0.020183220338762076,0.023791119801289833
2007,Bayern,maennlich,Selten,0.021693354879780618,25385,0.019901229667589285,0.02348548009197195
2007,Niedersachsen,maennlich,Sehr selten,0.021497478086283727,25385,0.019713283490431294,0.02328167268213616
2007,Bayern,weiblich,Manchmal,0.019195925762695264,25385,0.01750796188333155,0.020883889642058978
2007,Baden-Württemberg,weiblich,Sehr selten,0.01914695656432104,25385,0.017461104991270328,0.020832808137371754
2007,Baden-Württemberg,maennlich,Selten,0.01782478820821703,25385,0.01619708896621423,0.019452487450219835
2007,Hessen,maennlich,Sehr selten,0.016845404240732578,25385,0.015262265002901244,0.01842854347856391
2007,Niedersachsen,weiblich,Sehr selten,0.016012927868370795,25385,0.014468749168941952,0.01755710656779964
2007,Sachsen,maennlich,Sehr selten,0.015670143479751236,25385,0.014142316049053454,0.017197970910449018
2007,Niedersachsen,weiblich,Selten,0.014837667107389452,25385,0.013350347859515978,0.016324986355262926
2007,Baden-Württemberg,weiblich,Manchmal,0.014201067528524559,25385,0.0127455341958045,0.015656600861244617
2007,Niedersachsen,maennlich,Selten,0.014201067528524559,25385,0.0127455341958045,0.015656600861244617
2007,"Rheinland-Pfalz,Saarland",maennlich,Sehr selten,0.014103129131776113,25385,0.012652551511530299,0.015553706752021928
2007,Sachsen,maennlich,Selten,0.013172714362665884,25385,0.0117701406357628,0.014575288089568967
2007,Sachsen,weiblich,Selten,0.013074775965917438,25385,0.011677356656648001,0.014472195275186875
2007,"Rheinland-Pfalz,Saarland",weiblich,Sehr selten,0.012976837569168993,25385,0.011584592802872681,0.014369082335465305
2007,Nordrhein-Westfalen,maennlich,Manchmal,0.012487145585426766,25385,0.011121083449693732,0.0138532077211598
2007,Hessen,weiblich,Sehr selten,0.011899515204936095,25385,0.010565586317141556,0.013233444092730634
2007,Bayern,maennlich,Manchmal,0.010920131237451643,25385,0.009641641937567195,0.01219862053733609
2007,Hessen,weiblich,Selten,0.010724254443954752,25385,0.009457157851564932,0.011991351036344572
2007,Niedersachsen,weiblich,Manchmal,0.010381470055335193,25385,0.009134572353254461,0.011628367757415926
2007,Hessen,maennlich,Selten,0.010234562460212527,25385,0.008996426692024957,0.011472698228400097
2007,Sachsen,weiblich,Manchmal,0.010234562460212527,25385,0.008996426692024957,0.011472698228400097
2007,Thüringen,maennlich,Sehr selten,0.010136624063464082,25385,0.008904365668406562,0.011368882458521601
2007,Brandenburg,maennlich,Sehr selten,0.009793839674844523,25385,0.008582386047650777,0.011005293302038269
2007,Sachsen,weiblich,Sehr selten,0.009695901278096077,25385,0.008490460529512474,0.01090134202667968
2007,Nordrhein-Westfalen,weiblich,Oft,0.00935311688947652,25385,0.008168971285157072,0.010537262493795968
2007,Sachsen-Anhalt,maennlich,Sehr selten,0.009059301699231184,25385,0.007893730837976473,0.010224872560485895
2007,Hessen,weiblich,Manchmal,0.008128886930120954,25385,0.007024272658674668,0.009233501201567242
2007,Schleswig-Holstein,maennlich,Sehr selten,0.008079917731746732,25385,0.006978608452537935,0.009181227010955528
2007,"Rheinland-Pfalz,Saarland",weiblich,Selten,0.00788404093824984,25385,0.0067960553548315275,0.008972026521668154
2007,Baden-Württemberg,maennlich,Manchmal,0.007639194946378728,25385,0.006568104648588572,0.008710285244168885
2007,"Rheinland-Pfalz,Saarland",maennlich,Selten,0.007394348954507615,25385,0.006340433361319447,0.008448264547695782
2007,Sachsen-Anhalt,weiblich,Selten,0.007100533764262279,25385,0.0060676162901385075,0.00813345123838605
2007,Thüringen,maennlich,Selten,0.007002595367513834,25385,0.0059767756080244495,0.008028415127003218
2007,Schleswig-Holstein,weiblich,Sehr selten,0.007002595367513834,25385,0.0059767756080244495,0.008028415127003218
