"pli0165","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Taeglich","2013","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Taeglich","2013","(noch) kein Abschluss","Hamburg","","","",""
"Taeglich","2013","(noch) kein Abschluss","Niedersachsen","50","0.434686050805939","0.331698248536535","0.537673853075343"
"Taeglich","2013","(noch) kein Abschluss","Bremen","","","",""
"Taeglich","2013","(noch) kein Abschluss","Nordrhein-Westfalen","131","0.546412335093569","0.480627223483485","0.612197446703653"
"Taeglich","2013","(noch) kein Abschluss","Hessen","42","0.463861989148265","0.348672053628864","0.579051924667666"
"Taeglich","2013","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2013","(noch) kein Abschluss","Baden-Wuerttemberg","48","0.421862466490334","0.316874468427111","0.526850464553557"
"Taeglich","2013","(noch) kein Abschluss","Bayern","63","0.452438672293218","0.362633090457026","0.54224425412941"
"Taeglich","2013","(noch) kein Abschluss","Berlin","","","",""
"Taeglich","2013","(noch) kein Abschluss","Brandenburg","","","",""
"Taeglich","2013","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Taeglich","2013","(noch) kein Abschluss","Sachsen","","","",""
"Taeglich","2013","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Taeglich","2013","(noch) kein Abschluss","Thueringen","","","",""
"Taeglich","2013","Hauptschule","Schleswig-Holstein","67","0.17638916833822","0.132215643475261","0.220562693201179"
"Taeglich","2013","Hauptschule","Hamburg","","","",""
"Taeglich","2013","Hauptschule","Niedersachsen","152","0.14904648187346","0.123760234105172","0.174332729641748"
"Taeglich","2013","Hauptschule","Bremen","","","",""
"Taeglich","2013","Hauptschule","Nordrhein-Westfalen","346","0.146949464236495","0.129771986380398","0.164126942092592"
"Taeglich","2013","Hauptschule","Hessen","102","0.146560638904367","0.11424117231712","0.178880105491615"
"Taeglich","2013","Hauptschule","Rheinland-Pfalz,Saarland","131","0.200796529078862","0.168635366272605","0.232957691885119"
"Taeglich","2013","Hauptschule","Baden-Wuerttemberg","178","0.147269156595294","0.124722774097225","0.169815539093362"
"Taeglich","2013","Hauptschule","Bayern","264","0.151180611710724","0.133015900951767","0.169345322469681"
"Taeglich","2013","Hauptschule","Berlin","44","0.201518502348444","0.140125897723603","0.262911106973285"
"Taeglich","2013","Hauptschule","Brandenburg","30","0.0985693772852432","0.0606194386294449","0.136519315941041"
"Taeglich","2013","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","2013","Hauptschule","Sachsen","51","0.158607912133258","0.118582599036459","0.198633225230057"
"Taeglich","2013","Hauptschule","Sachsen-Anhalt","45","0.163999577795181","0.116758836605353","0.211240318985009"
"Taeglich","2013","Hauptschule","Thueringen","34","0.0678542231298324","0.0374013828420846","0.0983070634175802"
"Taeglich","2013","Realschule","Schleswig-Holstein","90","0.291186576667628","0.237096812529137","0.345276340806119"
"Taeglich","2013","Realschule","Hamburg","","","",""
