year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,,,,,,,,,,,,
1985,West,,,,,,,,,,,,
1986,West,,,,,,,,,,,,
1987,West,,,,,,,,,,,,
1988,West,,,,,,,,,,,,
1989,West,,,,,,,,,,,,
1990,West,,,,,,,,,,,,
1990,East,,,,,,,,,,,,
1991,West,,,,,,,,,,,,
1991,East,,,,,,,,,,,,
1992,West,,,,,,,,,,,,
1992,East,,,,,,,,,,,,
1993,West,,,,,,,,,,,,
1993,East,,,,,,,,,,,,
1994,West,,,,,,,,,,,,
1994,East,,,,,,,,,,,,
1995,West,,,,,,,,,,,,
1995,East,,,,,,,,,,,,
1996,West,,,,,,,,,,,,
1996,East,,,,,,,,,,,,
1997,West,,,,,,,,,,,,
1997,East,,,,,,,,,,,,
1998,West,,,,,,,,,,,,
1998,East,,,,,,,,,,,,
1999,West,,,,,,,,,,,,
1999,East,,,,,,,,,,,,
2000,West,,,,,,,,,,,,
2000,East,,,,,,,,,,,,
2001,West,16486,0.12031503094300008,0.11415243955776379,0.12647762232823637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,East,5435,0.16419765214983195,0.15202712146735808,0.17636818283230582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,West,17593,0.14079488851954872,0.1335322852707414,0.14805749176835603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,East,5428,0.13783283136102611,0.12755306552830423,0.148112597193748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,West,16822,0.13611374051546932,0.12904562219104823,0.1431818588398904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,East,5344,0.1553967395266569,0.14456994224566885,0.16622353680764493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,West,16389,0.12934693608033063,0.12241413280144813,0.13627973935921311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
