year,hhtyp,hlf0291,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1984,Single-person household,No,0.32041365068237443,1243,5863,0.320231250272664,0.32059605109208483
1984,Couple without children,Yes,0.011699974928635096,52,5863,0.011657942464623055,0.011742007392647138
1984,Couple without children,No,0.2376703984021119,1294,5863,0.23750401618003306,0.23783678062419075
1984,Single parent,No,0.05428652249191549,313,5863,0.05419795511522037,0.054375089868610615
1984,Couple with children,Yes,0.007343040165748208,56,5863,0.007309667912631438,0.007376412418864978
1984,Couple with children,No,0.33531267025251627,2568,5863,0.33512813401427266,0.33549720649075987
1984,Multi-generational household,No,0.015265322294534015,104,5863,0.015217397463981973,0.015313247125086056
1984,Other Combinations,No,0.018008420782164605,107,5863,0.01795644037491157,0.018060401189417638
1985,Single-person household,No,0.3349699308160636,1113,5272,0.3347876718736692,0.33515218975845795
1985,Couple without children,Yes,0.013725987774985503,51,5272,0.013681057829492587,0.013770917720478419
1985,Couple without children,No,0.23962898304472485,1170,5272,0.2394641486861295,0.2397938174033202
1985,Single parent,No,0.054079091885952654,284,5272,0.053991753049772544,0.054166430722132765
1985,Couple with children,Yes,0.0064334575733406,48,5272,0.006402584064354656,0.006464331082326543
1985,Couple with children,No,0.3194589876707693,2323,5272,0.3192789348208566,0.319639040520682
1985,Multi-generational household,No,0.013474253421336868,90,5272,0.01342973170886642,0.013518775133807316
1985,Other Combinations,No,0.0182293078128266,98,5272,0.018177647692453835,0.018280967933199367
1986,Single-person household,No,0.34023685550690574,1053,5039,0.3400550806795604,0.34041863033425107
1986,Couple without children,Yes,0.01309062640508314,47,5039,0.013047018232438999,0.01313423457772728
1986,Couple without children,No,0.2378438115141135,1152,5039,0.23768046233540857,0.2380071606928184
1986,Single parent,No,0.054535301492686955,274,5039,0.054448182959361935,0.054622420026011975
1986,Couple with children,Yes,0.00720920131845237,50,5039,0.007176743338659024,0.007241659298245716
1986,Couple with children,No,0.31568491835783075,2186,5039,0.31550659673410353,0.31586323998155796
1986,Multi-generational household,No,0.014327443459839679,95,5039,0.014281850296940192,0.014373036622739166
1986,Other Combinations,No,0.01707184194508785,95,5039,0.01702214266292107,0.01712154122725463
1987,Single-person household,No,0.33939620067975973,1039,4975,0.33921521866832677,0.3395771826911927
1987,Couple without children,Yes,0.011659288114958179,41,4975,0.011618258187537733,0.011700318042378624
1987,Couple without children,No,0.24258412157881049,1149,4975,0.2424202854125851,0.24274795774503588
1987,Single parent,No,0.05528844546496798,271,4975,0.055201092391086545,0.05537579853884941
1987,Couple with children,Yes,0.006778941811838332,45,4975,0.006747578977694241,0.006810304645982423
1987,Couple with children,No,0.31321145329807587,2143,4975,0.3130341806516112,0.31338872594454054
1987,Multi-generational household,No,0.014534475473680052,104,4975,0.014488731721165323,0.01458021922619478
1987,Other Combinations,No,0.01654707357790931,92,4975,0.016498315253068763,0.016595831902749856
1988,Single-person household,No,0.34250235474928165,1002,4770,0.3423226089990404,0.3426821004995229
1988,Couple without children,Yes,0.014364247821183536,51,4770,0.01431917866591607,0.014409316976451002
