year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,8581,0.14320,0.13127,0.15512,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Direct migration background,3344,0.14174,0.12686,0.15661,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,Indirect migration background,126,0.01247,-0.00930,0.03423,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,No migration background,7895,0.15570,0.14045,0.17096,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Direct migration background,2883,0.14467,0.11924,0.17010,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Indirect migration background,141,0.12063,0.06409,0.17717,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,No migration background,7500,0.17307,0.14842,0.19772,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Direct migration background,2801,0.24638,0.17199,0.32078,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Indirect migration background,153,0.30174,0.15018,0.45330,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,No migration background,7376,0.18261,0.16128,0.20394,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,Direct migration background,2792,0.16163,0.13664,0.18661,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,Indirect migration background,172,0.16458,0.09185,0.23732,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1988,No migration background,6991,0.18549,0.16233,0.20865,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1988,Direct migration background,2643,0.17618,0.14441,0.20795,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1988,Indirect migration background,219,0.10199,0.04089,0.16309,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1989,No migration background,6718,0.18129,0.15229,0.21030,0.00000,0.00000,0.00000,0.00000,0.00000,,,
