year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,,,,,,,,,,,,
1984,female,,,,,,,,,,,,
1985,male,,,,,,,,,,,,
1985,female,,,,,,,,,,,,
1986,male,,,,,,,,,,,,
1986,female,,,,,,,,,,,,
1987,male,,,,,,,,,,,,
1987,female,,,,,,,,,,,,
1988,male,,,,,,,,,,,,
1988,female,,,,,,,,,,,,
1989,male,,,,,,,,,,,,
1989,female,,,,,,,,,,,,
1990,male,,,,,,,,,,,,
1990,female,,,,,,,,,,,,
1991,male,,,,,,,,,,,,
1991,female,,,,,,,,,,,,
1992,male,,,,,,,,,,,,
1992,female,,,,,,,,,,,,
1993,male,,,,,,,,,,,,
1993,female,,,,,,,,,,,,
1994,male,,,,,,,,,,,,
1994,female,,,,,,,,,,,,
1995,male,,,,,,,,,,,,
1995,female,,,,,,,,,,,,
1996,male,,,,,,,,,,,,
1996,female,,,,,,,,,,,,
1997,male,,,,,,,,,,,,
1997,female,,,,,,,,,,,,
1998,male,,,,,,,,,,,,
1998,female,,,,,,,,,,,,
1999,male,,,,,,,,,,,,
1999,female,,,,,,,,,,,,
2000,male,,,,,,,,,,,,
2000,female,,,,,,,,,,,,
2001,male,,,,,,,,,,,,
2001,female,,,,,,,,,,,,
2002,male,,,,,,,,,,,,
2002,female,,,,,,,,,,,,
2003,male,,,,,,,,,,,,
2003,female,,,,,,,,,,,,
2004,male,,,,,,,,,,,,
2004,female,,,,,,,,,,,,
2005,male,9811,4.72690,4.70437,4.74943,4.00000,4.66667,5.66667,1.50000,7.0,4.6666665,4.66667,4.66667
2005,female,10689,4.87356,4.85177,4.89535,4.00000,5.00000,5.66667,1.50000,7.0,5.0,5.00000,5.00000
2006,male,,,,,,,,,,,,
2006,female,,,,,,,,,,,,
2007,male,,,,,,,,,,,,
2007,female,,,,,,,,,,,,
2008,male,,,,,,,,,,,,
2008,female,,,,,,,,,,,,
2009,male,8499,4.63196,4.60732,4.65659,4.00000,4.66667,5.33333,2.00000,7.0,4.6666665,4.66667,4.66667
2009,female,9265,4.82540,4.80241,4.84839,4.00000,5.00000,5.66667,1.50000,7.0,5.0,4.66667,5.00000
2010,male,,,,,,,,,,,,
2010,female,,,,,,,,,,,,
2011,male,,,,,,,,,,,,
2011,female,,,,,,,,,,,,
2012,male,2878,4.91869,4.87821,4.95916,4.33333,5.00000,5.66667,2.33333,7.0,5.0,5.00000,5.00000
2012,female,4221,5.19597,5.16278,5.22915,4.33333,5.33333,6.00000,1.83333,7.0,5.3333335,5.33333,5.33333
2013,male,8756,4.70520,4.68163,4.72878,4.00000,4.66667,5.33333,2.00000,7.0,4.6666665,4.66667,4.66667
2013,female,9927,4.93620,4.91456,4.95784,4.33333,5.00000,5.66667,2.33333,7.0,5.0,5.00000,5.00000
2014,male,,,,,,,,,,,,
2014,female,,,,,,,,,,,,
2015,male,,,,,,,,,,,,
2015,female,,,,,,,,,,,,
2016,male,,,,,,,,,,,,
2016,female,,,,,,,,,,,,
2017,male,13464,4.76019,4.74083,4.77954,4.00000,4.66667,5.66667,1.50000,7.0,4.6666665,4.66667,5.00000
2017,female,15008,4.96851,4.95052,4.98650,4.33333,5.00000,5.66667,2.33333,7.0,5.0,5.00000,5.00000
2018,male,,,,,,,,,,,,
2018,female,,,,,,,,,,,,
2019,male,12166,4.74164,4.72121,4.76206,4.00000,4.66667,5.66667,1.50000,7.0,4.6666665,4.66667,4.66667
2019,female,13333,4.97929,4.96015,4.99843,4.33333,5.00000,5.66667,2.33333,7.0,5.0,5.00000,5.00000
2020,male,,,,,,,,,,,,
2020,female,,,,,,,,,,,,
2021,male,,,,,,,,,,,,
2021,female,,,,,,,,,,,,
