year,bula_h,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,Very concerned,0.15192,60,384,0.11598,0.18787
1984,Schleswig-Holstein,Somewhat concerned,0.37508,155,384,0.32660,0.42357
1984,Schleswig-Holstein,Not concerned at all,0.47299,169,384,0.42299,0.52299
1984,Hamburg,Very concerned,0.19190,73,306,0.14770,0.23609
1984,Hamburg,Somewhat concerned,0.39908,120,306,0.34412,0.45404
1984,Hamburg,Not concerned at all,0.40902,113,306,0.35385,0.46420
1984,Lower Saxony,Very concerned,0.18139,241,1212,0.15968,0.20309
1984,Lower Saxony,Somewhat concerned,0.44739,550,1212,0.41939,0.47540
1984,Lower Saxony,Not concerned at all,0.37122,421,1212,0.34401,0.39843
1984,Bremen,Very concerned,0.37420,56,132,0.29133,0.45707
1984,Bremen,Somewhat concerned,0.29007,37,132,0.21236,0.36778
1984,Bremen,Not concerned at all,0.33573,39,132,0.25486,0.41660
1984,North Rhine-Westphalia,Very concerned,0.21178,763,3207,0.19764,0.22593
1984,North Rhine-Westphalia,Somewhat concerned,0.41802,1385,3207,0.40095,0.43510
1984,North Rhine-Westphalia,Not concerned at all,0.37019,1059,3207,0.35348,0.38691
1984,Hesse,Very concerned,0.18440,256,1235,0.16276,0.20604
1984,Hesse,Somewhat concerned,0.38866,514,1235,0.36146,0.41585
1984,Hesse,Not concerned at all,0.42695,465,1235,0.39935,0.45454
1984,"Rhineland-Palatinate, Saarland",Very concerned,0.22009,190,843,0.19210,0.24807
1984,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.46396,397,843,0.43027,0.49764
1984,"Rhineland-Palatinate, Saarland",Not concerned at all,0.31595,256,843,0.28455,0.34736
1984,Baden-Wuerttemberg,Very concerned,0.14532,403,2231,0.13069,0.15995
1984,Baden-Wuerttemberg,Somewhat concerned,0.43889,973,2231,0.41829,0.45948
1984,Baden-Wuerttemberg,Not concerned at all,0.41579,855,2231,0.39534,0.43625
1984,Bavaria,Very concerned,0.15576,373,2052,0.14007,0.17146
1984,Bavaria,Somewhat concerned,0.43452,907,2052,0.41307,0.45597
1984,Bavaria,Not concerned at all,0.40972,772,2052,0.38843,0.43100
1984,Berlin,Very concerned,0.18708,97,404,0.14901,0.22516
1984,Berlin,Somewhat concerned,0.36483,164,404,0.31783,0.41183
1984,Berlin,Not concerned at all,0.44808,143,404,0.39953,0.49664
1985,Schleswig-Holstein,Very concerned,0.16844,65,346,0.12894,0.20793
1985,Schleswig-Holstein,Somewhat concerned,0.46744,168,346,0.41479,0.52009
1985,Schleswig-Holstein,Not concerned at all,0.36412,113,346,0.31335,0.41490
1985,Hamburg,Very concerned,0.15309,61,272,0.11022,0.19596
1985,Hamburg,Somewhat concerned,0.43126,114,272,0.37230,0.49023
