"plh0189","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Hamburg","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Niedersachsen","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Bremen","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Hessen","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Bayern","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Saarland","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Berlin","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Sachsen","1","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Thueringen","1","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Schleswig-Holstein","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Hamburg","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Niedersachsen","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Bremen","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Nordrhein-Westfalen","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Hessen","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Baden-Wuerttemberg","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Bayern","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Saarland","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Berlin","12","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Brandenburg","30","0.116867803450913","0.0782606685990783","0.155474938302747"
"Stimmt ganz u.gar","1990","Hauptschule","Mecklenburg-Vorpommern","7","0.0549077168433371","0.0219029744486355","0.0879124592380387"
"Stimmt ganz u.gar","1990","Hauptschule","Sachsen","59","0.113369686839955","0.0862497795528249","0.140489594127085"
"Stimmt ganz u.gar","1990","Hauptschule","Sachsen-Anhalt","35","0.126206503734141","0.0894758600818156","0.162937147386467"
"Stimmt ganz u.gar","1990","Hauptschule","Thueringen","31","0.117291839387332","0.0814152359101077","0.153168442864556"
"Stimmt ganz u.gar","1990","Realschule","Schleswig-Holstein","","","",""
"Stimmt ganz u.gar","1990","Realschule","Hamburg","","","",""
"Stimmt ganz u.gar","1990","Realschule","Niedersachsen","","","",""
"Stimmt ganz u.gar","1990","Realschule","Bremen","","","",""
"Stimmt ganz u.gar","1990","Realschule","Nordrhein-Westfalen","","","",""
"Stimmt ganz u.gar","1990","Realschule","Hessen","","","",""
"Stimmt ganz u.gar","1990","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Stimmt ganz u.gar","1990","Realschule","Baden-Wuerttemberg","","","",""
"Stimmt ganz u.gar","1990","Realschule","Bayern","","","",""
"Stimmt ganz u.gar","1990","Realschule","Saarland","","","",""
"Stimmt ganz u.gar","1990","Realschule","Berlin","12","","",""
"Stimmt ganz u.gar","1990","Realschule","Brandenburg","30","0.134358259263704","0.0920836730110967","0.17663284551631"
