year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,,,,,,,,,,,,
1985,West,,,,,,,,,,,,
1986,West,,,,,,,,,,,,
1987,West,,,,,,,,,,,,
1988,West,,,,,,,,,,,,
1989,West,,,,,,,,,,,,
1990,West,,,,,,,,,,,,
1990,East,,,,,,,,,,,,
1991,West,,,,,,,,,,,,
1991,East,,,,,,,,,,,,
1992,West,,,,,,,,,,,,
1992,East,,,,,,,,,,,,
1993,West,,,,,,,,,,,,
1993,East,,,,,,,,,,,,
1994,West,,,,,,,,,,,,
1994,East,,,,,,,,,,,,
1995,West,,,,,,,,,,,,
1995,East,,,,,,,,,,,,
1996,West,,,,,,,,,,,,
1996,East,,,,,,,,,,,,
1997,West,,,,,,,,,,,,
1997,East,,,,,,,,,,,,
1998,West,,,,,,,,,,,,
1998,East,,,,,,,,,,,,
1999,West,,,,,,,,,,,,
1999,East,,,,,,,,,,,,
2000,West,,,,,,,,,,,,
2000,East,,,,,,,,,,,,
2001,West,,,,,,,,,,,,
2001,East,,,,,,,,,,,,
2002,West,,,,,,,,,,,,
2002,East,,,,,,,,,,,,
2003,West,,,,,,,,,,,,
2003,East,,,,,,,,,,,,
2004,West,,,,,,,,,,,,
2004,East,,,,,,,,,,,,
2005,West,,,,,,,,,,,,
2005,East,,,,,,,,,,,,
2006,West,,,,,,,,,,,,
2006,East,,,,,,,,,,,,
2007,West,,,,,,,,,,,,
2007,East,,,,,,,,,,,,
2008,West,,,,,,,,,,,,
2008,East,,,,,,,,,,,,
2009,West,,,,,,,,,,,,
2009,East,,,,,,,,,,,,
2010,West,,,,,,,,,,,,
2010,East,,,,,,,,,,,,
2011,West,,,,,,,,,,,,
2011,East,,,,,,,,,,,,
2012,West,,,,,,,,,,,,
2012,East,,,,,,,,,,,,
2013,West,,,,,,,,,,,,
2013,East,,,,,,,,,,,,
2014,West,,,,,,,,,,,,
2014,East,,,,,,,,,,,,
2015,West,,,,,,,,,,,,
2015,East,,,,,,,,,,,,
2016,West,426,1.0500086339993573,1.03992883580016,1.0600884321985546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016,East,150,1.0386581661265153,1.023704849801539,1.0536114824514915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017,West,547,1.0353637427389908,1.0277668457846671,1.0429606396933144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017,East,181,1.0714753496651783,1.0481662494102837,1.094784449920073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,West,666,1.0372485846634716,1.0301925057665728,1.0443046635603703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,East,196,1.1001750017006855,1.0753002658122928,1.1250497375890782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019,West,640,1.0474510966700827,1.0392892513214906,1.0556129420186748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019,East,190,1.1248658316809923,1.0933434263978188,1.1563882369641658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020,West,621,1.0475517963647158,1.0393358880891925,1.0557677046402392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020,East,205,1.0762607079194813,1.0524550551640666,1.100066360674896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2021,West,520,1.0422547967175118,1.0337279421956573,1.0507816512393662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2021,East,160,1.1153232207071127,1.0898391070349172,1.1408073343793081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
