year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,No migration background,Urban regions,,,,,,,,,,,,
1985,No migration background,Rural regions,,,,,,,,,,,,
1985,Direct migration background,Urban regions,,,,,,,,,,,,
1985,Direct migration background,Rural regions,,,,,,,,,,,,
1985,Indirect migration background,Urban regions,,,,,,,,,,,,
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,,,,,,,,,,,,
1986,No migration background,Rural regions,,,,,,,,,,,,
1986,Direct migration background,Urban regions,,,,,,,,,,,,
1986,Direct migration background,Rural regions,,,,,,,,,,,,
1986,Indirect migration background,Urban regions,,,,,,,,,,,,
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,,,,,,,,,,,,
1987,No migration background,Rural regions,,,,,,,,,,,,
1987,Direct migration background,Urban regions,,,,,,,,,,,,
1987,Direct migration background,Rural regions,,,,,,,,,,,,
1987,Indirect migration background,Urban regions,,,,,,,,,,,,
1987,Indirect migration background,Rural regions,,,,,,,,,,,,
1988,No migration background,Urban regions,,,,,,,,,,,,
1988,No migration background,Rural regions,,,,,,,,,,,,
1988,Direct migration background,Urban regions,,,,,,,,,,,,
1988,Direct migration background,Rural regions,,,,,,,,,,,,
1988,Indirect migration background,Urban regions,,,,,,,,,,,,
1988,Indirect migration background,Rural regions,,,,,,,,,,,,
1989,No migration background,Urban regions,,,,,,,,,,,,
1989,No migration background,Rural regions,,,,,,,,,,,,
1989,Direct migration background,Urban regions,,,,,,,,,,,,
1989,Direct migration background,Rural regions,,,,,,,,,,,,
1989,Indirect migration background,Urban regions,,,,,,,,,,,,
1989,Indirect migration background,Rural regions,,,,,,,,,,,,
1990,No migration background,Urban regions,,,,,,,,,,,,
1990,No migration background,Rural regions,,,,,,,,,,,,
1990,Direct migration background,Urban regions,,,,,,,,,,,,
1990,Direct migration background,Rural regions,,,,,,,,,,,,
1990,Indirect migration background,Urban regions,,,,,,,,,,,,
1990,Indirect migration background,Rural regions,,,,,,,,,,,,
1991,No migration background,Urban regions,,,,,,,,,,,,
1991,No migration background,Rural regions,,,,,,,,,,,,
1991,Direct migration background,Urban regions,,,,,,,,,,,,
1991,Direct migration background,Rural regions,,,,,,,,,,,,
1991,Indirect migration background,Urban regions,,,,,,,,,,,,
1991,Indirect migration background,Rural regions,,,,,,,,,,,,
1992,No migration background,Urban regions,,,,,,,,,,,,
1992,No migration background,Rural regions,,,,,,,,,,,,
1992,Direct migration background,Urban regions,,,,,,,,,,,,
1992,Direct migration background,Rural regions,,,,,,,,,,,,
1992,Indirect migration background,Urban regions,,,,,,,,,,,,
1992,Indirect migration background,Rural regions,,,,,,,,,,,,
1993,No migration background,Urban regions,,,,,,,,,,,,
1993,No migration background,Rural regions,,,,,,,,,,,,
1993,Direct migration background,Urban regions,,,,,,,,,,,,
1993,Direct migration background,Rural regions,,,,,,,,,,,,
1993,Indirect migration background,Urban regions,,,,,,,,,,,,
1993,Indirect migration background,Rural regions,,,,,,,,,,,,
1994,No migration background,Urban regions,,,,,,,,,,,,
1994,No migration background,Rural regions,,,,,,,,,,,,
1994,Direct migration background,Urban regions,,,,,,,,,,,,
1994,Direct migration background,Rural regions,,,,,,,,,,,,
1994,Indirect migration background,Urban regions,,,,,,,,,,,,
1994,Indirect migration background,Rural regions,,,,,,,,,,,,
1995,No migration background,Urban regions,,,,,,,,,,,,
1995,No migration background,Rural regions,,,,,,,,,,,,
1995,Direct migration background,Urban regions,,,,,,,,,,,,
1995,Direct migration background,Rural regions,,,,,,,,,,,,
1995,Indirect migration background,Urban regions,,,,,,,,,,,,
1995,Indirect migration background,Rural regions,,,,,,,,,,,,
1996,No migration background,Urban regions,,,,,,,,,,,,
1996,No migration background,Rural regions,,,,,,,,,,,,
1996,Direct migration background,Urban regions,,,,,,,,,,,,
1996,Direct migration background,Rural regions,,,,,,,,,,,,
1996,Indirect migration background,Urban regions,,,,,,,,,,,,
1996,Indirect migration background,Rural regions,,,,,,,,,,,,
1997,No migration background,Urban regions,,,,,,,,,,,,
1997,No migration background,Rural regions,,,,,,,,,,,,
1997,Direct migration background,Urban regions,,,,,,,,,,,,
1997,Direct migration background,Rural regions,,,,,,,,,,,,
1997,Indirect migration background,Urban regions,,,,,,,,,,,,
1997,Indirect migration background,Rural regions,,,,,,,,,,,,
1998,No migration background,Urban regions,,,,,,,,,,,,
1998,No migration background,Rural regions,,,,,,,,,,,,
1998,Direct migration background,Urban regions,,,,,,,,,,,,
1998,Direct migration background,Rural regions,,,,,,,,,,,,
1998,Indirect migration background,Urban regions,,,,,,,,,,,,
1998,Indirect migration background,Rural regions,,,,,,,,,,,,
1999,No migration background,Urban regions,,,,,,,,,,,,
1999,No migration background,Rural regions,,,,,,,,,,,,
1999,Direct migration background,Urban regions,,,,,,,,,,,,
1999,Direct migration background,Rural regions,,,,,,,,,,,,
1999,Indirect migration background,Urban regions,,,,,,,,,,,,
1999,Indirect migration background,Rural regions,,,,,,,,,,,,
2000,No migration background,Urban regions,,,,,,,,,,,,
2000,No migration background,Rural regions,,,,,,,,,,,,
2000,Direct migration background,Urban regions,,,,,,,,,,,,
2000,Direct migration background,Rural regions,,,,,,,,,,,,
2000,Indirect migration background,Urban regions,,,,,,,,,,,,
2000,Indirect migration background,Rural regions,,,,,,,,,,,,
2001,No migration background,Urban regions,,,,,,,,,,,,
2001,No migration background,Rural regions,,,,,,,,,,,,
2001,Direct migration background,Urban regions,,,,,,,,,,,,
2001,Direct migration background,Rural regions,,,,,,,,,,,,
2001,Indirect migration background,Urban regions,,,,,,,,,,,,
2001,Indirect migration background,Rural regions,,,,,,,,,,,,
2002,No migration background,Urban regions,3496,17.42991976532867,17.27464007451101,17.58519945614633,10.0,19.0,20.0,1.0,35.0,19.0,19.0,20.025
2002,No migration background,Rural regions,2075,16.039874347232978,15.866323457391347,16.213425237074606,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
2002,Direct migration background,Urban regions,764,17.742726058121697,17.412874734208895,18.0725773820345,10.0,19.0,20.0,1.0,35.0,19.0,18.0,20.0
2002,Direct migration background,Rural regions,124,15.889795038148842,15.161668346583243,16.617921729714443,10.0,19.0,20.0,1.0,35.0,19.0,18.0,23.0
2002,Indirect migration background,Urban regions,295,14.907032835642987,14.46561591329694,15.348449757989034,10.0,15.0,20.0,1.0,35.0,15.0,15.0,18.025
2002,Indirect migration background,Rural regions,36,17.34074624002444,16.209890941317923,18.47160153873096,15.0,19.0,20.0,7.5,27.5,19.0,18.0,23.0
2003,No migration background,Urban regions,,,,,,,,,,,,
2003,No migration background,Rural regions,,,,,,,,,,,,
2003,Direct migration background,Urban regions,,,,,,,,,,,,
2003,Direct migration background,Rural regions,,,,,,,,,,,,
2003,Indirect migration background,Urban regions,,,,,,,,,,,,
2003,Indirect migration background,Rural regions,,,,,,,,,,,,
2004,No migration background,Urban regions,3164,16.57219696283213,16.4073260809907,16.73706784467356,10.0,15.0,20.0,1.0,35.0,15.0,13.974999999999994,15.0
2004,No migration background,Rural regions,1872,15.924756198086019,15.720192236986598,16.12932015918544,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
2004,Direct migration background,Urban regions,626,17.11133349717921,16.753807774879196,17.468859219479224,10.0,19.0,20.0,1.0,35.0,19.0,18.0,23.0
2004,Direct migration background,Rural regions,109,15.094522258892502,14.141683056837735,16.04736146094727,8.008818603497115,15.0,20.0,1.0,37.98677209475433,15.0,11.974999999999994,20.0
2004,Indirect migration background,Urban regions,276,15.386789870262037,14.901330800560359,15.872248939963715,10.0,15.0,20.0,1.0,35.0,15.0,12.0,20.0
2004,Indirect migration background,Rural regions,48,11.922026782228498,11.027223526698878,12.816830037758118,7.181483906639618,10.0,20.0,1.0,30.0,10.0,7.924999999999983,10.0
2005,No migration background,Urban regions,,,,,,,,,,,,
2005,No migration background,Rural regions,,,,,,,,,,,,
2005,Direct migration background,Urban regions,,,,,,,,,,,,
2005,Direct migration background,Rural regions,,,,,,,,,,,,
2005,Indirect migration background,Urban regions,,,,,,,,,,,,
2005,Indirect migration background,Rural regions,,,,,,,,,,,,
2006,No migration background,Urban regions,3093,16.2805598645987,16.11365513574571,16.44746459345169,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
2006,No migration background,Rural regions,1864,15.477903050516982,15.289758243780433,15.666047857253531,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
2006,Direct migration background,Urban regions,574,15.878334144264148,15.55981193226406,16.196856356264238,10.0,15.0,20.0,1.0,35.0,15.0,12.0,15.0
2006,Direct migration background,Rural regions,112,15.754839596975275,14.928605332737321,16.581073861213227,10.0,15.0,20.0,1.0,35.0,15.0,11.974999999999994,18.0
2006,Indirect migration background,Urban regions,291,13.6364143670241,13.220210523754815,14.052618210293385,10.0,12.0,20.0,1.0,35.0,12.0,9.0,14.0
2006,Indirect migration background,Rural regions,41,14.4561862738557,13.533939908312929,15.37843263939847,10.0,14.150509332324681,18.963043315041933,3.0,32.40760828760483,14.0,10.0,18.0
2007,No migration background,Urban regions,,,,,,,,,,,,
2007,No migration background,Rural regions,,,,,,,,,,,,
2007,Direct migration background,Urban regions,,,,,,,,,,,,
2007,Direct migration background,Rural regions,,,,,,,,,,,,
2007,Indirect migration background,Urban regions,,,,,,,,,,,,
2007,Indirect migration background,Rural regions,,,,,,,,,,,,
2008,No migration background,Urban regions,2512,15.540641408630439,15.370180884813667,15.71110193244721,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
2008,No migration background,Rural regions,1607,15.050407723001848,14.845751554697792,15.255063891305905,10.0,15.0,20.0,1.0,35.0,15.0,15.0,16.0
2008,Direct migration background,Urban regions,420,16.106879236982937,15.714355484020144,16.499402989945732,10.0,15.0,20.0,1.0,35.0,15.0,13.0,15.0
2008,Direct migration background,Rural regions,83,15.306778744803674,14.269041003153387,16.344516486453962,10.0,15.0,20.0,1.0,35.0,15.0,13.0,20.0
2008,Indirect migration background,Urban regions,259,13.62807680511173,13.1194945718391,14.13665903838436,7.923048793272331,11.233499933994773,20.0,1.0,38.115426810091506,11.0,7.0,12.0
2008,Indirect migration background,Rural regions,32,13.456818317481675,12.574603356149915,14.339033278813435,10.0,14.307661739840091,17.0,1.0,27.5,15.0,13.0,20.0
2009,No migration background,Urban regions,,,,,,,,,,,,
2009,No migration background,Rural regions,,,,,,,,,,,,
2009,Direct migration background,Urban regions,,,,,,,,,,,,
2009,Direct migration background,Rural regions,,,,,,,,,,,,
2009,Indirect migration background,Urban regions,,,,,,,,,,,,
2009,Indirect migration background,Rural regions,,,,,,,,,,,,
2010,No migration background,Urban regions,2165,15.544369204760597,15.354111624128027,15.734626785393168,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
2010,No migration background,Rural regions,1371,15.15427083120081,14.93837965405379,15.37016200834783,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
2010,Direct migration background,Urban regions,289,15.341841103686937,14.855869359663098,15.827812847710776,10.0,15.0,20.0,1.0,35.0,15.0,13.0,18.0
2010,Direct migration background,Rural regions,67,12.818682839854898,12.053532276175353,13.583833403534442,6.0,10.0,20.0,2.0,30.0,10.0,2.0,10.0
2010,Indirect migration background,Urban regions,204,13.080125151682417,12.610500457897107,13.549749845467726,10.0,12.0,19.27224205597593,1.0,33.18060513993983,12.0,9.0,14.0
2010,Indirect migration background,Rural regions,,,,,,,,,,,,
2011,No migration background,Urban regions,,,,,,,,,,,,
2011,No migration background,Rural regions,,,,,,,,,,,,
2011,Direct migration background,Urban regions,,,,,,,,,,,,
2011,Direct migration background,Rural regions,,,,,,,,,,,,
2011,Indirect migration background,Urban regions,,,,,,,,,,,,
2011,Indirect migration background,Rural regions,,,,,,,,,,,,
2012,No migration background,Urban regions,2554,15.193735603982415,15.028211941900105,15.359259266064724,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
