"hgeqpgar","year","quintil","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","1995","2","Westdeutschland","1965","","",""
"Ja","1995","2","Ostdeutschland","759","0.513097339084289","0.487511358790551","0.538683319378027"
"Ja","1995","3","Westdeutschland","1502","","",""
"Ja","1995","3","Ostdeutschland","330","0.500167371695788","0.462335588608452","0.537999154783125"
"Ja","1995","4","Westdeutschland","1048","","",""
"Ja","1995","4","Ostdeutschland","107","","",""
"Ja","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","1995","2","Westdeutschland","1368","","",""
"Nein","1995","2","Ostdeutschland","707","0.486902660915711","0.461316680621973","0.512488641209449"
"Nein","1995","3","Westdeutschland","746","0.313165485585822","0.293993683415423","0.332337287756222"
"Nein","1995","3","Ostdeutschland","341","0.499832628304212","0.462000845216875","0.537664411391548"
"Nein","1995","4","Westdeutschland","464","0.302863053998206","0.279702209331491","0.32602389866492"
"Nein","1995","4","Ostdeutschland","110","","",""
"Nein","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","1996","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","1996","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","1996","2","Westdeutschland","1967","","",""
"Ja","1996","2","Ostdeutschland","819","0.514033260787313","0.489070844916096","0.53899567665853"
"Ja","1996","3","Westdeutschland","1515","","",""
"Ja","1996","3","Ostdeutschland","374","0.489381598102479","0.453557988738364","0.525205207466595"
"Ja","1996","4","Westdeutschland","1082","","",""
"Ja","1996","4","Ostdeutschland","122","","",""
"Ja","1996","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","1996","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","1996","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","1996","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","1996","2","Westdeutschland","1299","","",""
"Nein","1996","2","Ostdeutschland","721","0.485966739212687","0.46100432334147","0.510929155083904"
"Nein","1996","3","Westdeutschland","783","0.310162127436302","0.291249974153905","0.329074280718699"
"Nein","1996","3","Ostdeutschland","374","0.510618401897521","0.474794792533405","0.546442011261636"
"Nein","1996","4","Westdeutschland","493","0.278496946501943","0.25635901101121","0.300634881992675"
"Nein","1996","4","Ostdeutschland","137","","",""
"Nein","1996","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","1996","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","1997","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","1997","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","1997","2","Westdeutschland","2001","","",""
"Ja","1997","2","Ostdeutschland","795","0.534797125792317","0.509132785108941","0.560461466475693"
"Ja","1997","3","Westdeutschland","1548","","",""
"Ja","1997","3","Ostdeutschland","383","0.481210967628781","0.445735040267783","0.516686894989779"
"Ja","1997","4","Westdeutschland","1094","","",""
"Ja","1997","4","Ostdeutschland","162","","",""
"Ja","1997","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","1997","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","1997","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","1997","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","1997","2","Westdeutschland","1240","","",""
"Nein","1997","2","Ostdeutschland","656","0.465202874207683","0.439538533524307","0.490867214891059"
"Nein","1997","3","Westdeutschland","836","0.320058154966252","0.301332142901885","0.338784167030618"
"Nein","1997","3","Ostdeutschland","379","0.518789032371219","0.483313105010221","0.554264959732216"
"Nein","1997","4","Westdeutschland","494","0.294972932687089","0.272543575849587","0.31740228952459"
"Nein","1997","4","Ostdeutschland","133","","",""
"Nein","1997","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","1997","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","1998","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","1998","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","1998","2","Westdeutschland","2332","","",""
"Ja","1998","2","Ostdeutschland","728","0.506463048116663","0.480394867008949","0.532531229224377"
"Ja","1998","3","Westdeutschland","1789","","",""
"Ja","1998","3","Ostdeutschland","420","0.438494114206607","0.405985712776283","0.471002515636932"
"Ja","1998","4","Westdeutschland","1392","","",""
"Ja","1998","4","Ostdeutschland","196","","",""
"Ja","1998","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","1998","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","1998","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","1998","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","1998","2","Westdeutschland","1410","","",""
"Nein","1998","2","Ostdeutschland","685","0.493536951883337","0.467468770775623","0.519605132991051"
"Nein","1998","3","Westdeutschland","893","0.345031754533092","0.327040627918242","0.363022881147942"
"Nein","1998","3","Ostdeutschland","475","0.561505885793393","0.528997484363068","0.594014287223717"
"Nein","1998","4","Westdeutschland","597","0.293558809078211","0.273545621540413","0.313571996616008"
"Nein","1998","4","Ostdeutschland","192","","",""
"Nein","1998","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","1998","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","1999","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","1999","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","1999","2","Westdeutschland","2255","","",""
"Ja","1999","2","Ostdeutschland","831","0.484392359139717","0.459965738754888","0.508818979524546"
"Ja","1999","3","Westdeutschland","1829","","",""
"Ja","1999","3","Ostdeutschland","467","0.452917485944104","0.421096024216457","0.484738947671752"
"Ja","1999","4","Westdeutschland","1397","","",""
"Ja","1999","4","Ostdeutschland","236","","",""
"Ja","1999","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","1999","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","1999","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","1999","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","1999","2","Westdeutschland","1398","","",""
"Nein","1999","2","Ostdeutschland","777","0.515607640860283","0.491181020475454","0.540034261245112"
"Nein","1999","3","Westdeutschland","852","0.305204735850694","0.287773678052199","0.322635793649188"
"Nein","1999","3","Ostdeutschland","473","0.547082514055896","0.515261052328248","0.578903975783543"
"Nein","1999","4","Westdeutschland","613","0.319351170920277","0.298969214455713","0.33973312738484"
"Nein","1999","4","Ostdeutschland","165","","",""
"Nein","1999","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","1999","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2000","2","Westdeutschland","4178","0.637035990832343","0.625167790342957","0.648904191321729"
"Ja","2000","2","Ostdeutschland","1321","","",""
"Ja","2000","3","Westdeutschland","3774","0.695470448704575","0.682992045760508","0.707948851648642"
"Ja","2000","3","Ostdeutschland","795","0.510638869590086","0.484962177456406","0.536315561723766"
"Ja","2000","4","Westdeutschland","2910","","",""
"Ja","2000","4","Ostdeutschland","420","0.54858272705168","0.511770703949666","0.585394750153693"
"Ja","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2000","2","Westdeutschland","2128","","",""
"Nein","2000","2","Ostdeutschland","998","0.472222625109778","0.451903898045936","0.49254135217362"
"Nein","2000","3","Westdeutschland","1451","","",""
"Nein","2000","3","Ostdeutschland","661","0.489361130409914","0.463684438276234","0.515037822543595"
"Nein","2000","4","Westdeutschland","1074","","",""
"Nein","2000","4","Ostdeutschland","282","","",""
"Nein","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2001","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2001","2","Westdeutschland","3710","0.653522693168331","0.640946926230492","0.666098460106171"
"Ja","2001","2","Ostdeutschland","1200","","",""
"Ja","2001","3","Westdeutschland","3391","0.687693728853903","0.674525609427358","0.700861848280449"
"Ja","2001","3","Ostdeutschland","822","0.504751574705817","0.479096644470843","0.530406504940791"
"Ja","2001","4","Westdeutschland","2782","","",""
"Ja","2001","4","Ostdeutschland","448","0.552685244029691","0.517124268214259","0.588246219845123"
"Ja","2001","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2001","2","Westdeutschland","1790","","",""
