"pld0044","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Sehr oft","2003","(noch) kein Abschluss","Westdeutschland","24","","",""
"Sehr oft","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2003","Hauptschule","Westdeutschland","30","0.00420732974565087","0.00268437364378351","0.00573028584751823"
"Sehr oft","2003","Hauptschule","Ostdeutschland","2","","",""
"Sehr oft","2003","Realschule","Westdeutschland","25","","",""
"Sehr oft","2003","Realschule","Ostdeutschland","3","","",""
"Sehr oft","2003","(Fach-)Abitur","Westdeutschland","24","","",""
"Sehr oft","2003","(Fach-)Abitur","Ostdeutschland","2","","",""
"Sehr oft","2003","AkademikerIn","Westdeutschland","10","","",""
"Sehr oft","2003","AkademikerIn","Ostdeutschland","2","","",""
"Oft","2003","(noch) kein Abschluss","Westdeutschland","92","0.0945680429588042","0.0729373447195071","0.116198741198101"
"Oft","2003","(noch) kein Abschluss","Ostdeutschland","27","","",""
"Oft","2003","Hauptschule","Westdeutschland","147","0.0216652708497777","0.0182397592390027","0.0250907824605527"
"Oft","2003","Hauptschule","Ostdeutschland","11","","",""
"Oft","2003","Realschule","Westdeutschland","99","0.0264901678819977","0.021350382515879","0.0316299532481164"
"Oft","2003","Realschule","Ostdeutschland","32","0.0177405777382203","0.0119450708965579","0.0235360845798826"
"Oft","2003","(Fach-)Abitur","Westdeutschland","94","0.0496827571814992","0.0402397620442972","0.0591257523187011"
"Oft","2003","(Fach-)Abitur","Ostdeutschland","20","","",""
"Oft","2003","AkademikerIn","Westdeutschland","75","0.0267568289664739","0.0210232589719947","0.0324903989609531"
"Oft","2003","AkademikerIn","Ostdeutschland","13","","",""
"Manchmal","2003","(noch) kein Abschluss","Westdeutschland","186","0.251691191162551","0.219610415124362","0.283771967200741"
"Manchmal","2003","(noch) kein Abschluss","Ostdeutschland","50","0.288862508919553","0.223374534657984","0.354350483181121"
"Manchmal","2003","Hauptschule","Westdeutschland","749","0.10582431567525","0.0985865618170484","0.113062069533451"
"Manchmal","2003","Hauptschule","Ostdeutschland","92","0.0633543974580905","0.0507154142709316","0.0759933806452494"
"Manchmal","2003","Realschule","Westdeutschland","517","0.137754067599188","0.126723439306915","0.148784695891462"
"Manchmal","2003","Realschule","Ostdeutschland","213","0.108663369292963","0.0950000284418134","0.122326710144112"
"Manchmal","2003","(Fach-)Abitur","Westdeutschland","436","0.214202077607754","0.196372547637358","0.23203160757815"
"Manchmal","2003","(Fach-)Abitur","Ostdeutschland","74","0.191844243534078","0.151669156204675","0.232019330863481"
"Manchmal","2003","AkademikerIn","Westdeutschland","458","0.160990413963718","0.147932296083282","0.174048531844154"
"Manchmal","2003","AkademikerIn","Ostdeutschland","113","0.0902104901989203","0.0745223121354512","0.105898668262389"
