"ple0044_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"keinen Tag","1985","(noch) kein Abschluss","Westdeutschland","635","0.607225450783485","0.578193249154459","0.636257652412512"
"keinen Tag","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"keinen Tag","1985","Hauptschule","Westdeutschland","3852","0.603369267458225","0.591422340312571","0.61531619460388"
"keinen Tag","1985","Hauptschule","Ostdeutschland","","","",""
"keinen Tag","1985","Realschule","Westdeutschland","1081","0.604063352291054","0.581564318321147","0.626562386260961"
"keinen Tag","1985","Realschule","Ostdeutschland","","","",""
"keinen Tag","1985","(Fach-)Abitur","Westdeutschland","492","0.640345359008692","0.606817123964959","0.673873594052426"
"keinen Tag","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"keinen Tag","1985","AkademikerIn","Westdeutschland","460","0.601936975183484","0.567020849718152","0.636853100648816"
"keinen Tag","1985","AkademikerIn","Ostdeutschland","","","",""
"Ja","1985","(noch) kein Abschluss","Westdeutschland","452","0.392774549216515","0.363742347587488","0.421806750845541"
"Ja","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","1985","Hauptschule","Westdeutschland","2589","0.396630732541775","0.38468380539612","0.408577659687429"
"Ja","1985","Hauptschule","Ostdeutschland","","","",""
"Ja","1985","Realschule","Westdeutschland","734","0.395936647708946","0.373437613739039","0.418435681678853"
"Ja","1985","Realschule","Ostdeutschland","","","",""
"Ja","1985","(Fach-)Abitur","Westdeutschland","295","0.359654640991308","0.326126405947575","0.393182876035041"
"Ja","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","1985","AkademikerIn","Westdeutschland","295","0.398063024816516","0.363146899351184","0.432979150281848"
"Ja","1985","AkademikerIn","Ostdeutschland","","","",""
"keinen Tag","1986","(noch) kein Abschluss","Westdeutschland","242","0.181036767668475","0.157301829271942","0.204771706065008"
"keinen Tag","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"keinen Tag","1986","Hauptschule","Westdeutschland","2043","0.305103032307824","0.293469664222968","0.31673640039268"
"keinen Tag","1986","Hauptschule","Ostdeutschland","","","",""
"keinen Tag","1986","Realschule","Westdeutschland","616","0.333037113892329","0.310930454374835","0.355143773409824"
"keinen Tag","1986","Realschule","Ostdeutschland","","","",""
"keinen Tag","1986","(Fach-)Abitur","Westdeutschland","269","0.326522320033518","0.293863270562695","0.359181369504341"
"keinen Tag","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"keinen Tag","1986","AkademikerIn","Westdeutschland","339","0.437633472633724","0.401719694018295","0.473547251249153"
"keinen Tag","1986","AkademikerIn","Ostdeutschland","","","",""
"Ja","1986","(noch) kein Abschluss","Westdeutschland","769","0.818963232331525","0.795228293934992","0.842698170728058"
"Ja","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","1986","Hauptschule","Westdeutschland","3975","0.694896967692175","0.683263599607319","0.706530335777032"
"Ja","1986","Hauptschule","Ostdeutschland","","","",""
"Ja","1986","Realschule","Westdeutschland","1130","0.666962886107671","0.644856226590176","0.689069545625165"
"Ja","1986","Realschule","Ostdeutschland","","","",""
"Ja","1986","(Fach-)Abitur","Westdeutschland","523","0.673477679966482","0.640818630495659","0.706136729437305"
"Ja","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","1986","AkademikerIn","Westdeutschland","394","0.562366527366276","0.526452748750847","0.598280305981705"
"Ja","1986","AkademikerIn","Ostdeutschland","","","",""
"keinen Tag","1987","(noch) kein Abschluss","Westdeutschland","213","0.1789918492979","0.155136673750826","0.202847024844974"
"keinen Tag","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"keinen Tag","1987","Hauptschule","Westdeutschland","1735","0.263681844295764","0.252430884044591","0.274932804546936"
"keinen Tag","1987","Hauptschule","Ostdeutschland","","","",""
"keinen Tag","1987","Realschule","Westdeutschland","552","0.29705418924592","0.275508768169581","0.318599610322258"
"keinen Tag","1987","Realschule","Ostdeutschland","","","",""
"keinen Tag","1987","(Fach-)Abitur","Westdeutschland","222","0.291332949510164","0.259197572142688","0.323468326877641"
"keinen Tag","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"keinen Tag","1987","AkademikerIn","Westdeutschland","328","0.427356122879785","0.391221866731669","0.463490379027902"
"keinen Tag","1987","AkademikerIn","Ostdeutschland","","","",""
"Ja","1987","(noch) kein Abschluss","Westdeutschland","779","0.8210081507021","0.797152975155026","0.844863326249174"
"Ja","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","1987","Hauptschule","Westdeutschland","4157","0.736318155704237","0.725067195453065","0.747569115955409"
"Ja","1987","Hauptschule","Ostdeutschland","","","",""
"Ja","1987","Realschule","Westdeutschland","1176","0.70294581075408","0.681400389677742","0.724491231830419"
"Ja","1987","Realschule","Ostdeutschland","","","",""
"Ja","1987","(Fach-)Abitur","Westdeutschland","546","0.708667050489836","0.67653167312236","0.740802427857312"
"Ja","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","1987","AkademikerIn","Westdeutschland","392","0.572643877120215","0.536509620972098","0.608778133268331"
"Ja","1987","AkademikerIn","Ostdeutschland","","","",""
"keinen Tag","1988","(noch) kein Abschluss","Westdeutschland","171","0.140656038692581","0.11796744759938","0.163344629785782"
"keinen Tag","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"keinen Tag","1988","Hauptschule","Westdeutschland","1689","0.268389224143711","0.25681948106335","0.279958967224073"
"keinen Tag","1988","Hauptschule","Ostdeutschland","","","",""
"keinen Tag","1988","Realschule","Westdeutschland","557","0.324407100199729","0.301926996707381","0.346887203692077"
"keinen Tag","1988","Realschule","Ostdeutschland","","","",""
"keinen Tag","1988","(Fach-)Abitur","Westdeutschland","210","0.281225541527674","0.248453564534407","0.313997518520941"
"keinen Tag","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"keinen Tag","1988","AkademikerIn","Westdeutschland","330","0.467190134558437","0.429772985014143","0.504607284102731"
"keinen Tag","1988","AkademikerIn","Ostdeutschland","","","",""
"Ja","1988","(noch) kein Abschluss","Westdeutschland","731","0.859343961307419","0.836655370214218","0.88203255240062"
"Ja","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","1988","Hauptschule","Westdeutschland","3946","0.731610775856289","0.720041032775927","0.74318051893665"
"Ja","1988","Hauptschule","Ostdeutschland","","","",""
"Ja","1988","Realschule","Westdeutschland","1109","0.675592899800271","0.653112796307923","0.698073003292619"
"Ja","1988","Realschule","Ostdeutschland","","","",""
"Ja","1988","(Fach-)Abitur","Westdeutschland","513","0.718774458472326","0.686002481479059","0.751546435465593"
"Ja","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","1988","AkademikerIn","Westdeutschland","353","0.532809865441563","0.495392715897269","0.570227014985857"
"Ja","1988","AkademikerIn","Ostdeutschland","","","",""
"keinen Tag","1989","(noch) kein Abschluss","Westdeutschland","150","0.117816950906308","0.0965043281721834","0.139129573640432"
"keinen Tag","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"keinen Tag","1989","Hauptschule","Westdeutschland","1572","0.256255007122994","0.244657166634062","0.267852847611925"
"keinen Tag","1989","Hauptschule","Ostdeutschland","","","",""
"keinen Tag","1989","Realschule","Westdeutschland","519","0.299776625210803","0.277595897043233","0.321957353378373"
"keinen Tag","1989","Realschule","Ostdeutschland","","","",""
"keinen Tag","1989","(Fach-)Abitur","Westdeutschland","219","0.29944261442378","0.266619789742751","0.332265439104809"
"keinen Tag","1989","(Fach-)Abitur","Ostdeutschland","","","",""
