year,regtyp,hlf0094,proportion,n,lower_confidence,upper_confidence
1985,Urban regions,3.0,0.2388481084133258,5272,0.22733838362707232,0.25035783319957927
1985,Urban regions,2.0,0.2224731789949181,5272,0.21124614880674084,0.2337002091830954
1985,Urban regions,1.0,0.16261998870694522,5272,0.15265867473800618,0.17258130267588426
1985,Rural regions,3.0,0.10784867306606437,5272,0.09947540420336065,0.11622194192876809
1985,Rural regions,2.0,0.08695652173913043,5272,0.07935036659157814,0.09456267688668273
1985,Rural regions,1.0,0.07001693958215698,5272,0.06312871256979793,0.07690516659451602
1985,Urban regions,4.0,0.060982495765104464,5272,0.054522863252975035,0.06744212827723389
1985,Rural regions,4.0,0.023150762281197064,5272,0.019091334782698956,0.027210189779695172
1985,Urban regions,5.0,0.01693958215697346,5272,0.013456130223445942,0.020423034090500978
1985,Rural regions,5.0,0.010163749294184076,5272,0.007456195961685941,0.01287130262668221
1986,Urban regions,3.0,0.26810392482034273,5039,0.25587297492207367,0.2803348747186118
1986,Urban regions,2.0,0.22553897180762852,5039,0.21399927297716193,0.23707867063809512
1986,Urban regions,1.0,0.1238253178551686,5039,0.11473071020862437,0.13291992550171286
1986,Rural regions,3.0,0.11387506909894969,5039,0.10510413805435723,0.12264600014354216
1986,Rural regions,2.0,0.08678828081813156,5039,0.07901507489343378,0.09456148674282934
1986,Urban regions,4.0,0.06688778330569375,5039,0.05998976676185119,0.07378579984953632
1986,Rural regions,1.0,0.05638474295190713,5039,0.050015876068099104,0.06275360983571517
1986,Rural regions,4.0,0.030403537866224434,5039,0.02566284887675806,0.03514422685569081
1986,Urban regions,5.0,0.016030956329463792,5039,0.012563154068468429,0.019498758590459155
1986,Rural regions,5.0,0.012161415146489774,5039,0.00913506661781894,0.015187763675160606
1987,Urban regions,3.0,0.2588495575221239,4975,0.24667827261983916,0.27102084242440866
1987,Urban regions,2.0,0.25,4975,0.23796738101667014,0.26203261898332986
1987,Urban regions,1.0,0.11836283185840708,4975,0.10938622618343471,0.12733943753337945
1987,Rural regions,3.0,0.10785398230088496,4975,0.09923421400212125,0.11647375059964866
1987,Rural regions,2.0,0.0918141592920354,4975,0.08378995969254552,0.09983835889152529
1987,Urban regions,4.0,0.06360619469026549,4975,0.05682449581780277,0.0703878935627282
1987,Rural regions,1.0,0.059734513274336286,4975,0.05314888154587418,0.06632014500279838
1987,Rural regions,4.0,0.023230088495575223,4975,0.019044263206460757,0.02741591378468969
1987,Urban regions,5.0,0.01991150442477876,4975,0.016029605601812567,0.023793403247744954
1987,Rural regions,5.0,0.00663716814159292,4975,0.004380826326815694,0.008893509956370147
1988,Urban regions,3.0,0.2709302325581395,4770,0.2583174716979732,0.28354299341830586
1988,Urban regions,2.0,0.25,4770,0.2377115383668998,0.2622884616331002
1988,Urban regions,1.0,0.12732558139534883,4770,0.11786580570691275,0.1367853570837849
1988,Rural regions,3.0,0.11046511627906977,4770,0.10156919459696395,0.11936103796117559
1988,Rural regions,2.0,0.09593023255813954,4770,0.0875727475981099,0.10428771751816918
