year,bula_h,sampreg,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Schleswig-Holstein,West,No,0.98055,923,923,0.97164,0.98946
2017,Hamburg,West,No,0.97517,455,455,0.96086,0.98949
2017,Lower Saxony,West,Yes,0.02738,91,2697,0.02122,0.03354
2017,Lower Saxony,West,No,0.97262,2606,2697,0.96646,0.97878
2017,Bremen,West,No,0.94987,213,213,0.92049,0.97924
2017,North Rhine-Westphalia,West,Yes,0.02607,162,5524,0.02187,0.03027
2017,North Rhine-Westphalia,West,No,0.97393,5362,5524,0.96973,0.97813
2017,Hesse,West,Yes,0.02918,51,1789,0.02138,0.03698
2017,Hesse,West,No,0.97082,1738,1789,0.96302,0.97862
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.02654,40,1524,0.01847,0.03461
2017,"Rhineland-Palatinate, Saarland",West,No,0.97346,1484,1524,0.96539,0.98153
2017,Baden-Wuerttemberg,West,Yes,0.03329,96,3018,0.02689,0.03969
2017,Baden-Wuerttemberg,West,No,0.96671,2922,3018,0.96031,0.97311
2017,Bavaria,West,Yes,0.03518,139,4211,0.02961,0.04074
2017,Bavaria,West,No,0.96482,4072,4211,0.95926,0.97039
2017,Berlin,West,No,0.97062,533,533,0.95627,0.98497
2017,Berlin,East,No,0.96852,412,412,0.95164,0.98540
2017,Brandenburg,East,No,0.97938,1005,1005,0.97059,0.98817
2017,Mecklenburg-Western Pomerania,East,No,0.97869,560,560,0.96672,0.99066
2017,Saxony,East,Yes,0.01890,37,1653,0.01234,0.02547
2017,Saxony,East,No,0.98110,1616,1653,0.97453,0.98766
2017,Saxony-Anhalt,East,No,0.98177,906,906,0.97305,0.99048
2017,Thuringa,East,No,0.97405,952,952,0.96395,0.98416
2019,Schleswig-Holstein,West,Yes,0.03549,32,956,0.02375,0.04722
2019,Schleswig-Holstein,West,No,0.96451,924,956,0.95278,0.97625
2019,Hamburg,West,No,0.95983,510,510,0.94277,0.97689
2019,Lower Saxony,West,Yes,0.03961,89,2494,0.03195,0.04726
2019,Lower Saxony,West,No,0.96039,2405,2494,0.95274,0.96805
2019,Bremen,West,No,0.97371,217,217,0.95238,0.99505
2019,North Rhine-Westphalia,West,Yes,0.03557,214,5406,0.03063,0.04051
2019,North Rhine-Westphalia,West,No,0.96443,5192,5406,0.95949,0.96937
2019,Hesse,West,Yes,0.03480,61,1711,0.02611,0.04348
2019,Hesse,West,No,0.96520,1650,1711,0.95652,0.97389
2019,"Rhineland-Palatinate, Saarland",West,Yes,0.02554,37,1466,0.01746,0.03362
2019,"Rhineland-Palatinate, Saarland",West,No,0.97446,1429,1466,0.96638,0.98254
2019,Baden-Wuerttemberg,West,Yes,0.03056,89,2799,0.02418,0.03694
2019,Baden-Wuerttemberg,West,No,0.96944,2710,2799,0.96306,0.97582
2019,Bavaria,West,Yes,0.03720,130,3951,0.03130,0.04311
2019,Bavaria,West,No,0.96280,3821,3951,0.95689,0.96870
2019,Berlin,Does not apply,No,0.84620,63,63,0.75640,0.93600
2019,Berlin,West,Yes,0.05321,36,573,0.03482,0.07161
2019,Berlin,West,No,0.94679,537,573,0.92839,0.96518
2019,Berlin,East,No,0.94124,353,353,0.91667,0.96581
2019,Brandenburg,East,Yes,0.04124,39,1111,0.02954,0.05294
2019,Brandenburg,East,No,0.95876,1072,1111,0.94706,0.97046
2019,Mecklenburg-Western Pomerania,East,No,0.96527,593,593,0.95052,0.98002
2019,Saxony,East,Yes,0.03832,50,1634,0.02901,0.04763
2019,Saxony,East,No,0.96168,1584,1634,0.95237,0.97099
2019,Saxony-Anhalt,East,Yes,0.04086,34,889,0.02784,0.05388
2019,Saxony-Anhalt,East,No,0.95914,855,889,0.94612,0.97216
2019,Thuringa,East,No,0.97280,893,893,0.96213,0.98348
2021,Schleswig-Holstein,West,Yes,0.04375,31,825,0.02978,0.05771
2021,Schleswig-Holstein,West,No,0.95625,794,825,0.94229,0.97022
2021,Hamburg,West,No,0.90852,430,430,0.88124,0.93580
2021,Lower Saxony,West,Yes,0.05693,97,1881,0.04645,0.06740
2021,Lower Saxony,West,No,0.94307,1784,1881,0.93260,0.95355
2021,Bremen,West,No,0.94485,140,140,0.90689,0.98280
2021,North Rhine-Westphalia,West,Yes,0.04765,176,4112,0.04114,0.05416
2021,North Rhine-Westphalia,West,No,0.95235,3936,4112,0.94584,0.95886
2021,Hesse,West,Yes,0.05893,53,1323,0.04624,0.07163
2021,Hesse,West,No,0.94107,1270,1323,0.92837,0.95376
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.05061,44,996,0.03699,0.06423
2021,"Rhineland-Palatinate, Saarland",West,No,0.94939,952,996,0.93577,0.96301
2021,Baden-Wuerttemberg,West,Yes,0.05502,88,2167,0.04542,0.06463
2021,Baden-Wuerttemberg,West,No,0.94498,2079,2167,0.93537,0.95458
