year,pgisced97,sex,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,No answer / don't know,male,Sometimes,0.27473,49,238,0.21790,0.33156
2013,No answer / don't know,male,Seldom,0.36664,103,238,0.30528,0.42799
2013,No answer / don't know,male,Never,0.30374,86,238,0.24519,0.36229
2013,No answer / don't know,female,Sometimes,0.21682,46,194,0.15869,0.27496
2013,No answer / don't know,female,Seldom,0.34865,83,194,0.28142,0.41588
2013,No answer / don't know,female,Never,0.36576,65,194,0.29780,0.43371
2013,Pre-primary Level,male,Sometimes,0.13600,34,200,0.08837,0.18363
2013,Pre-primary Level,male,Seldom,0.47193,104,200,0.40257,0.54129
2013,Pre-primary Level,male,Never,0.35677,62,200,0.29021,0.42333
2013,Pre-primary Level,female,Sometimes,0.15332,42,221,0.10571,0.20093
2013,Pre-primary Level,female,Seldom,0.53528,121,221,0.46937,0.60118
2013,Pre-primary Level,female,Never,0.20677,58,221,0.15326,0.26029
2013,Primary Level,male,Sometimes,0.36009,41,120,0.27384,0.44634
2013,Primary Level,male,Seldom,0.29578,41,120,0.21378,0.37779
2013,Primary Level,male,Never,0.26789,38,120,0.18832,0.34746
2013,Primary Level,female,Often,0.15094,35,183,0.09893,0.20295
2013,Primary Level,female,Sometimes,0.28006,55,183,0.21482,0.34530
2013,Primary Level,female,Seldom,0.30072,57,183,0.23410,0.36734
2013,Primary Level,female,Never,0.24818,36,183,0.18542,0.31094
2013,Lower Secondary Level,male,Often,0.07476,46,846,0.05703,0.09250
2013,Lower Secondary Level,male,Sometimes,0.21293,184,846,0.18533,0.24053
2013,Lower Secondary Level,male,Seldom,0.38887,338,846,0.35600,0.42174
2013,Lower Secondary Level,male,Never,0.30554,278,846,0.27448,0.33660
2013,Lower Secondary Level,female,Very often,0.01669,38,1704,0.01060,0.02277
2013,Lower Secondary Level,female,Often,0.08444,135,1704,0.07124,0.09765
2013,Lower Secondary Level,female,Sometimes,0.23657,400,1704,0.21638,0.25675
2013,Lower Secondary Level,female,Seldom,0.34546,595,1704,0.32288,0.36805
2013,Lower Secondary Level,female,Never,0.31684,536,1704,0.29474,0.33894
2013,Upper Secondary Level,male,Very often,0.00804,43,5436,0.00567,0.01042
2013,Upper Secondary Level,male,Often,0.05376,266,5436,0.04776,0.05975
2013,Upper Secondary Level,male,Sometimes,0.19390,1003,5436,0.18339,0.20441
2013,Upper Secondary Level,male,Seldom,0.43672,2407,5436,0.42353,0.44990
2013,Upper Secondary Level,male,Never,0.30758,1717,5436,0.29532,0.31985
2013,Upper Secondary Level,female,Very often,0.01347,101,6914,0.01075,0.01619
2013,Upper Secondary Level,female,Often,0.05585,396,6914,0.05044,0.06127
2013,Upper Secondary Level,female,Sometimes,0.22683,1529,6914,0.21696,0.23671
2013,Upper Secondary Level,female,Seldom,0.41707,2935,6914,0.40545,0.42870
2013,Upper Secondary Level,female,Never,0.28677,1953,6914,0.27611,0.29743
2013,Post-secondary Non-tertiary Level,male,Sometimes,0.22821,113,580,0.19402,0.26239
2013,Post-secondary Non-tertiary Level,male,Seldom,0.51216,298,580,0.47144,0.55287
2013,Post-secondary Non-tertiary Level,male,Never,0.22033,169,580,0.18657,0.25410
2013,Post-secondary Non-tertiary Level,female,Often,0.07001,81,1148,0.05524,0.08477
2013,Post-secondary Non-tertiary Level,female,Sometimes,0.23214,250,1148,0.20770,0.25657
2013,Post-secondary Non-tertiary Level,female,Seldom,0.41921,514,1148,0.39066,0.44777
2013,Post-secondary Non-tertiary Level,female,Never,0.26589,303,1148,0.24032,0.29146
2013,First Stage of Tertiary Education,male,Often,0.03668,37,1021,0.02515,0.04822
2013,First Stage of Tertiary Education,male,Sometimes,0.20213,186,1021,0.17749,0.22678
2013,First Stage of Tertiary Education,male,Seldom,0.49506,507,1021,0.46437,0.52574
2013,First Stage of Tertiary Education,male,Never,0.26151,291,1021,0.23454,0.28848
2013,First Stage of Tertiary Education,female,Often,0.06896,38,633,0.04920,0.08871
2013,First Stage of Tertiary Education,female,Sometimes,0.22681,144,633,0.19416,0.25946
2013,First Stage of Tertiary Education,female,Seldom,0.41252,278,633,0.37413,0.45090
2013,First Stage of Tertiary Education,female,Never,0.28019,173,633,0.24518,0.31520
2013,Second Stage of Tertiary Education,male,Often,0.03916,88,2952,0.03216,0.04616
2013,Second Stage of Tertiary Education,male,Sometimes,0.16012,451,2952,0.14689,0.17336
2013,Second Stage of Tertiary Education,male,Seldom,0.51263,1518,2952,0.49460,0.53067
2013,Second Stage of Tertiary Education,male,Never,0.28351,895,2952,0.26725,0.29978
2013,Second Stage of Tertiary Education,female,Often,0.04592,115,2830,0.03820,0.05363
2013,Second Stage of Tertiary Education,female,Sometimes,0.19667,547,2830,0.18202,0.21132
2013,Second Stage of Tertiary Education,female,Seldom,0.49473,1342,2830,0.47630,0.51315
2013,Second Stage of Tertiary Education,female,Never,0.25672,826,2830,0.24062,0.27281
2021,No answer / don't know,male,Often,0.03961,32,404,0.02057,0.05866
2021,No answer / don't know,male,Sometimes,0.18068,97,404,0.14312,0.21825
2021,No answer / don't know,male,Seldom,0.52130,141,404,0.47253,0.57007
2021,No answer / don't know,male,Never,0.24566,134,404,0.20363,0.28769
2021,No answer / don't know,female,Often,0.11600,39,348,0.08231,0.14969
2021,No answer / don't know,female,Sometimes,0.22856,100,348,0.18437,0.27274
2021,No answer / don't know,female,Seldom,0.44540,119,348,0.39311,0.49770
2021,No answer / don't know,female,Never,0.15172,90,348,0.11397,0.18946
2021,Pre-primary Level,male,Seldom,0.56392,45,45,0.41740,0.71045
2021,Pre-primary Level,female,Seldom,0.61899,37,37,0.46035,0.77763
2021,Primary Level,male,Very often,0.06334,40,491,0.04178,0.08491
2021,Primary Level,male,Often,0.06863,54,491,0.04625,0.09102
2021,Primary Level,male,Sometimes,0.31888,143,491,0.27762,0.36015
2021,Primary Level,male,Seldom,0.27189,73,491,0.23250,0.31129
2021,Primary Level,male,Never,0.27725,181,491,0.23761,0.31688
2021,Primary Level,female,Very often,0.04162,33,419,0.02247,0.06076
2021,Primary Level,female,Often,0.07639,52,419,0.05092,0.10185
2021,Primary Level,female,Sometimes,0.31370,126,419,0.26921,0.35818
2021,Primary Level,female,Seldom,0.32524,70,419,0.28033,0.37015
2021,Primary Level,female,Never,0.24305,138,419,0.20193,0.28417
2021,Lower Secondary Level,male,Often,0.08670,73,760,0.06668,0.10672
2021,Lower Secondary Level,male,Sometimes,0.20255,186,760,0.17396,0.23114
2021,Lower Secondary Level,male,Seldom,0.44204,263,760,0.40671,0.47738
2021,Lower Secondary Level,male,Never,0.24918,238,760,0.21841,0.27996
2021,Lower Secondary Level,female,Very often,0.03252,38,948,0.02123,0.04382
