year,age_gr,regtyp,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,Urban regions,Often,0.05058,118,2309,0.04164,0.05952
2013,17-29 y.,Urban regions,Sometimes,0.22136,498,2309,0.20442,0.23830
2013,17-29 y.,Urban regions,Seldom,0.47708,1075,2309,0.45670,0.49745
2013,17-29 y.,Urban regions,Never,0.24614,618,2309,0.22857,0.26372
2013,17-29 y.,Rural regions,Often,0.04560,63,1226,0.03392,0.05728
2013,17-29 y.,Rural regions,Sometimes,0.23216,275,1226,0.20852,0.25581
2013,17-29 y.,Rural regions,Seldom,0.45093,572,1226,0.42307,0.47880
2013,17-29 y.,Rural regions,Never,0.26215,316,1226,0.23752,0.28678
2013,30-45 y.,Urban regions,Very often,0.00777,57,5132,0.00536,0.01017
2013,30-45 y.,Urban regions,Often,0.05137,259,5132,0.04533,0.05741
2013,30-45 y.,Urban regions,Sometimes,0.20585,1025,5132,0.19478,0.21691
2013,30-45 y.,Urban regions,Seldom,0.47168,2322,5132,0.45802,0.48534
2013,30-45 y.,Urban regions,Never,0.26334,1469,5132,0.25129,0.27540
2013,30-45 y.,Rural regions,Often,0.06656,148,2821,0.05736,0.07576
2013,30-45 y.,Rural regions,Sometimes,0.20962,626,2821,0.19460,0.22464
2013,30-45 y.,Rural regions,Seldom,0.47715,1345,2821,0.45871,0.49558
2013,30-45 y.,Rural regions,Never,0.24023,702,2821,0.22446,0.25599
2013,46-65 y.,Urban regions,Very often,0.01301,66,5534,0.01002,0.01599
2013,46-65 y.,Urban regions,Often,0.05829,303,5534,0.05212,0.06446
2013,46-65 y.,Urban regions,Sometimes,0.20939,1076,5534,0.19866,0.22011
2013,46-65 y.,Urban regions,Seldom,0.44052,2471,5534,0.42744,0.45360
2013,46-65 y.,Urban regions,Never,0.27879,1618,5534,0.26698,0.29061
2013,46-65 y.,Rural regions,Very often,0.00923,37,3410,0.00602,0.01244
2013,46-65 y.,Rural regions,Often,0.06364,192,3410,0.05544,0.07183
2013,46-65 y.,Rural regions,Sometimes,0.20774,674,3410,0.19412,0.22136
2013,46-65 y.,Rural regions,Seldom,0.46372,1561,3410,0.44698,0.48046
2013,46-65 y.,Rural regions,Never,0.25567,946,3410,0.24103,0.27032
2013,66 and older,Urban regions,Very often,0.01019,34,3147,0.00668,0.01370
2013,66 and older,Urban regions,Often,0.05390,157,3147,0.04601,0.06180
2013,66 and older,Urban regions,Sometimes,0.19517,559,3147,0.18132,0.20902
2013,66 and older,Urban regions,Seldom,0.37505,1217,3147,0.35813,0.39196
2013,66 and older,Urban regions,Never,0.36568,1180,3147,0.34885,0.38251
