year,migback,quintil_oecd,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,No migration background,1st Quintile,Very often,0.02038,83,3809,0.01589,0.02487
2013,No migration background,1st Quintile,Often,0.10592,362,3809,0.09615,0.11569
2013,No migration background,1st Quintile,Sometimes,0.23322,889,3809,0.21978,0.24665
2013,No migration background,1st Quintile,Seldom,0.38205,1482,3809,0.36661,0.39748
2013,No migration background,1st Quintile,Never,0.25844,993,3809,0.24453,0.27234
2013,No migration background,2nd Quintile,Very often,0.01211,44,4217,0.00881,0.01542
2013,No migration background,2nd Quintile,Often,0.05520,228,4217,0.04831,0.06210
2013,No migration background,2nd Quintile,Sometimes,0.21391,867,4217,0.20153,0.22629
2013,No migration background,2nd Quintile,Seldom,0.43314,1863,4217,0.41819,0.44810
2013,No migration background,2nd Quintile,Never,0.28563,1215,4217,0.27199,0.29926
2013,No migration background,3rd Quintile,Very often,0.01032,37,4186,0.00726,0.01338
2013,No migration background,3rd Quintile,Often,0.05036,190,4186,0.04373,0.05698
2013,No migration background,3rd Quintile,Sometimes,0.21849,835,4186,0.20597,0.23101
2013,No migration background,3rd Quintile,Seldom,0.44149,1918,4186,0.42645,0.45654
2013,No migration background,3rd Quintile,Never,0.27933,1206,4186,0.26574,0.29293
2013,No migration background,4th Quintile,Often,0.03926,147,4296,0.03345,0.04507
2013,No migration background,4th Quintile,Sometimes,0.19885,803,4296,0.18691,0.21079
2013,No migration background,4th Quintile,Seldom,0.46791,2048,4296,0.45299,0.48283
2013,No migration background,4th Quintile,Never,0.28919,1298,4296,0.27563,0.30275
2013,No migration background,5th Quintile,Often,0.03848,152,4938,0.03311,0.04384
2013,No migration background,5th Quintile,Sometimes,0.16929,776,4938,0.15883,0.17975
2013,No migration background,5th Quintile,Seldom,0.49298,2427,4938,0.47903,0.50693
2013,No migration background,5th Quintile,Never,0.29660,1583,4938,0.28385,0.30934
2013,Direct migration background,1st Quintile,Very often,0.03183,31,960,0.02072,0.04294
2013,Direct migration background,1st Quintile,Often,0.10185,94,960,0.08271,0.12100
2013,Direct migration background,1st Quintile,Sometimes,0.30123,278,960,0.27219,0.33027
2013,Direct migration background,1st Quintile,Seldom,0.23897,293,960,0.21198,0.26596
2013,Direct migration background,1st Quintile,Never,0.32612,264,960,0.29645,0.35579
2013,Direct migration background,2nd Quintile,Often,0.05735,40,700,0.04011,0.07458
2013,Direct migration background,2nd Quintile,Sometimes,0.25925,171,700,0.22676,0.29174
2013,Direct migration background,2nd Quintile,Seldom,0.34550,277,700,0.31025,0.38075
2013,Direct migration background,2nd Quintile,Never,0.32281,212,700,0.28815,0.35747
2013,Direct migration background,3rd Quintile,Sometimes,0.27025,114,427,0.22808,0.31242
2013,Direct migration background,3rd Quintile,Seldom,0.31912,180,427,0.27485,0.36338
2013,Direct migration background,3rd Quintile,Never,0.31742,133,427,0.27322,0.36162
2013,Direct migration background,4th Quintile,Sometimes,0.18515,65,310,0.14184,0.22846
