year,age_gr,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Yes,0.01948,58,3417,0.01484,0.02411
1984,17-29 y.,No,0.98052,3359,3417,0.97589,0.98516
1984,30-45 y.,Yes,0.04822,166,3886,0.04148,0.05496
1984,30-45 y.,No,0.95178,3720,3886,0.94504,0.95852
1984,46-65 y.,Yes,0.21615,658,3532,0.20257,0.22973
1984,46-65 y.,No,0.78385,2874,3532,0.77027,0.79743
1984,66 and older,Yes,0.21314,277,1258,0.19050,0.23578
1984,66 and older,No,0.78686,981,1258,0.76422,0.80950
1985,17-29 y.,Yes,0.02140,61,3126,0.01633,0.02648
1985,17-29 y.,No,0.97860,3065,3126,0.97352,0.98367
1985,30-45 y.,Yes,0.04729,138,3448,0.04020,0.05437
1985,30-45 y.,No,0.95271,3310,3448,0.94563,0.95980
1985,46-65 y.,Yes,0.21562,597,3276,0.20153,0.22970
1985,46-65 y.,No,0.78438,2679,3276,0.77030,0.79847
1985,66 and older,Yes,0.20102,233,1087,0.17719,0.22486
1985,66 and older,No,0.79898,854,1087,0.77514,0.82281
1987,17-29 y.,Yes,0.01986,65,2991,0.01486,0.02486
1987,17-29 y.,No,0.98014,2926,2991,0.97514,0.98514
1987,30-45 y.,Yes,0.04714,126,3154,0.03974,0.05454
1987,30-45 y.,No,0.95286,3028,3154,0.94546,0.96026
1987,46-65 y.,Yes,0.19385,537,3181,0.18011,0.20759
1987,46-65 y.,No,0.80615,2644,3181,0.79241,0.81989
1987,66 and older,Yes,0.22660,251,1060,0.20138,0.25181
1987,66 and older,No,0.77340,809,1060,0.74819,0.79862
1988,17-29 y.,Yes,0.02298,71,2864,0.01749,0.02846
1988,17-29 y.,No,0.97702,2793,2864,0.97154,0.98251
1988,30-45 y.,Yes,0.04723,123,2942,0.03956,0.05489
1988,30-45 y.,No,0.95277,2819,2942,0.94511,0.96044
1988,46-65 y.,Yes,0.20179,553,3093,0.18765,0.21594
1988,46-65 y.,No,0.79821,2540,3093,0.78406,0.81235
1988,66 and older,Yes,0.27766,291,1022,0.25019,0.30513
1988,66 and older,No,0.72234,731,1022,0.69487,0.74981
1989,17-29 y.,Yes,0.02188,61,2821,0.01648,0.02728
1989,17-29 y.,No,0.97812,2760,2821,0.97272,0.98352
1989,30-45 y.,Yes,0.04974,119,2834,0.04174,0.05775
1989,30-45 y.,No,0.95026,2715,2834,0.94225,0.95826
