year,migback,pli0094_h,proportion,n,lower_confidence,upper_confidence
1985,kein Migrationshintergrund,Min 1x pro Woche,0.3168743558512133,14443,0.30928646269466303,0.3244622490077636
1985,kein Migrationshintergrund,Min 1x pro Monat,0.23358006183828353,14443,0.2266795922309566,0.24048053144561046
1985,kein Migrationshintergrund,Seltener,0.14719385364939566,14443,0.14141558985957717,0.15297211743921416
1985,direkter Migrationshintergrund,Min 1x pro Woche,0.14719385364939566,14443,0.14141558985957717,0.15297211743921416
1985,direkter Migrationshintergrund,Min 1x pro Monat,0.07111402604703457,14443,0.06692236456784395,0.07530568752622518
1985,direkter Migrationshintergrund,Seltener,0.0363534151597489,14443,0.0333008927066593,0.039405937612838504
1985,kein Migrationshintergrund,Nie,0.02754614447671695,14443,0.02487687587775664,0.030215413075677256
1985,direkter Migrationshintergrund,Nie,0.010212686217558324,14443,0.008572971474442002,0.011852400960674647
1985,indirekter Migrationshintergrund,Min 1x pro Woche,0.006464911458821325,14443,0.005157837201962793,0.007771985715679857
1985,indirekter Migrationshintergrund,Min 1x pro Monat,0.00206127611730535,14443,0.0013215901340813971,0.0028009621005293025
1985,indirekter Migrationshintergrund,Seltener,0.001030638058652675,14443,0.0005073310660335013,0.0015539450512718485
1985,indirekter Migrationshintergrund,Nie,0.0003747774758737,14443,5.9107912516500596e-05,0.0006904470392308994
1986,kein Migrationshintergrund,Min 1x pro Woche,0.2887981330221704,13742,0.28122065415316294,0.29637561189117784
1986,kein Migrationshintergrund,Min 1x pro Monat,0.2513613380007779,13742,0.24410835825277727,0.2586143177487786
1986,kein Migrationshintergrund,Seltener,0.15237261765849863,13742,0.1463638272945787,0.15838140802241857
1986,direkter Migrationshintergrund,Min 1x pro Woche,0.1457604045118631,13742,0.13986055776536105,0.15166025125836513
1986,direkter Migrationshintergrund,Min 1x pro Monat,0.07749902761571373,13742,0.07302846026291451,0.08196959496851294
1986,direkter Migrationshintergrund,Seltener,0.03296382730455076,13742,0.02997864214363728,0.03594901246546424
1986,kein Migrationshintergrund,Nie,0.028588098016336057,13742,0.025801813634311672,0.03137438239836044
1986,direkter Migrationshintergrund,Nie,0.009626604434072346,13742,0.007994051975662048,0.011259156892482644
1986,indirekter Migrationshintergrund,Min 1x pro Woche,0.008168028004667444,13742,0.006663124130612572,0.009672931878722316
1986,indirekter Migrationshintergrund,Min 1x pro Monat,0.0024309607156748347,13742,0.001607597329673986,0.0032543241016756838
