"plh0187","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Sehr selten","2007","(noch) kein Abschluss","kein Migrationshintergrund","88","0.260422516775488","0.214834132742726","0.306010900808251"
"Sehr selten","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr selten","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr selten","2007","Hauptschule","kein Migrationshintergrund","1376","0.216625157347213","0.206250863142012","0.226999451552414"
"Sehr selten","2007","Hauptschule","direkter Migrationshintergrund","209","0.18895465208762","0.164965680098914","0.212943624076325"
"Sehr selten","2007","Hauptschule","indirekter Migrationshintergrund","55","0.193887865623349","0.14355554409776","0.244220187148938"
"Sehr selten","2007","Realschule","kein Migrationshintergrund","1030","0.199407706243036","0.188351587047612","0.210463825438459"
"Sehr selten","2007","Realschule","direkter Migrationshintergrund","38","0.221031060021677","0.159901934688905","0.28216018535445"
"Sehr selten","2007","Realschule","indirekter Migrationshintergrund","35","0.134227001627845","0.0860078639279479","0.182446139327742"
"Sehr selten","2007","(Fach-)Abitur","kein Migrationshintergrund","399","0.207914821920723","0.189392462757052","0.226437181084393"
"Sehr selten","2007","(Fach-)Abitur","direkter Migrationshintergrund","87","0.221851185473822","0.179515223157795","0.264187147789849"
"Sehr selten","2007","(Fach-)Abitur","indirekter Migrationshintergrund","30","0.174972690138656","0.111350721347477","0.238594658929835"
"Sehr selten","2007","AkademikerIn","kein Migrationshintergrund","962","0.240704461573549","0.227374095675837","0.25403482747126"
"Sehr selten","2007","AkademikerIn","direkter Migrationshintergrund","68","0.160430905684562","0.121591437893238","0.199270373475887"
"Sehr selten","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2007","(noch) kein Abschluss","kein Migrationshintergrund","102","0.293126621026983","0.245841823243929","0.340411418810036"
"Selten","2007","(noch) kein Abschluss","direkter Migrationshintergrund","39","0.298227908415687","0.223765637374872","0.372690179456503"
"Selten","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2007","Hauptschule","kein Migrationshintergrund","1917","0.303939778991397","0.292356367531691","0.315523190451104"
"Selten","2007","Hauptschule","direkter Migrationshintergrund","313","0.296579375135578","0.268590316233144","0.324568434038012"
"Selten","2007","Hauptschule","indirekter Migrationshintergrund","64","0.267987773655221","0.211599269262736","0.324376278047707"
"Selten","2007","Realschule","kein Migrationshintergrund","1720","0.32315625021292","0.3102149911258","0.336097509300039"
"Selten","2007","Realschule","direkter Migrationshintergrund","58","0.300398752243776","0.232862678699504","0.367934825788048"
