"plh0032","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1984","(noch) kein Abschluss","Westdeutschland","329","0.271270823853184","0.246721053129158","0.295820594577211"
"Grosse Sorgen","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Grosse Sorgen","1984","Hauptschule","Westdeutschland","2417","0.343648406594532","0.33265776325138","0.354639049937684"
"Grosse Sorgen","1984","Hauptschule","Ostdeutschland","","","",""
"Grosse Sorgen","1984","Realschule","Westdeutschland","581","0.307165144847338","0.286256392514633","0.328073897180043"
"Grosse Sorgen","1984","Realschule","Ostdeutschland","","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Westdeutschland","295","0.3262864660357","0.294914508890739","0.35765842318066"
"Grosse Sorgen","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Grosse Sorgen","1984","AkademikerIn","Westdeutschland","231","0.29442192095822","0.262497368275392","0.326346473641047"
"Grosse Sorgen","1984","AkademikerIn","Ostdeutschland","","","",""
"Einige Sorgen","1984","(noch) kein Abschluss","Westdeutschland","596","0.498750075374124","0.471142296627621","0.526357854120627"
"Einige Sorgen","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Einige Sorgen","1984","Hauptschule","Westdeutschland","3772","0.52789742616293","0.516344536330776","0.539450315995084"
"Einige Sorgen","1984","Hauptschule","Ostdeutschland","","","",""
"Einige Sorgen","1984","Realschule","Westdeutschland","1071","0.568317311037717","0.545867895084311","0.590766726991122"
"Einige Sorgen","1984","Realschule","Ostdeutschland","","","",""
"Einige Sorgen","1984","(Fach-)Abitur","Westdeutschland","452","0.570825585828961","0.537706901620584","0.603944270037337"
"Einige Sorgen","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Einige Sorgen","1984","AkademikerIn","Westdeutschland","447","0.565767603871068","0.531050190660203","0.600485017081934"
"Einige Sorgen","1984","AkademikerIn","Ostdeutschland","","","",""
"Keine Sorgen","1984","(noch) kein Abschluss","Westdeutschland","335","0.229979100772692","0.206743267021103","0.253214934524281"
"Keine Sorgen","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Keine Sorgen","1984","Hauptschule","Westdeutschland","984","0.128454167242538","0.120711031194771","0.136197303290305"
"Keine Sorgen","1984","Hauptschule","Ostdeutschland","","","",""
"Keine Sorgen","1984","Realschule","Westdeutschland","218","0.124517544114945","0.109552903731983","0.139482184497908"
"Keine Sorgen","1984","Realschule","Ostdeutschland","","","",""
"Keine Sorgen","1984","(Fach-)Abitur","Westdeutschland","111","0.102887948135339","0.0825592275889542","0.123216668681725"
"Keine Sorgen","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Keine Sorgen","1984","AkademikerIn","Westdeutschland","105","0.139810475170712","0.115520104587278","0.164100845754146"
"Keine Sorgen","1984","AkademikerIn","Ostdeutschland","","","",""
"Grosse Sorgen","1985","(noch) kein Abschluss","Westdeutschland","234","0.219628725742271","0.194659139836659","0.244598311647883"
"Grosse Sorgen","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Grosse Sorgen","1985","Hauptschule","Westdeutschland","2030","0.327032624717318","0.315497639798074","0.338567609636563"
"Grosse Sorgen","1985","Hauptschule","Ostdeutschland","","","",""
"Grosse Sorgen","1985","Realschule","Westdeutschland","511","0.281635641464204","0.260844925606909","0.302426357321499"
"Grosse Sorgen","1985","Realschule","Ostdeutschland","","","",""
"Grosse Sorgen","1985","(Fach-)Abitur","Westdeutschland","235","0.316481913730512","0.283820963520792","0.349142863940232"
"Grosse Sorgen","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Grosse Sorgen","1985","AkademikerIn","Westdeutschland","203","0.262435859461813","0.230864726832149","0.294006992091476"
"Grosse Sorgen","1985","AkademikerIn","Ostdeutschland","","","",""
"Einige Sorgen","1985","(noch) kein Abschluss","Westdeutschland","546","0.535863914443857","0.50578473007933","0.565943098808384"
"Einige Sorgen","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Einige Sorgen","1985","Hauptschule","Westdeutschland","3410","0.541346197441551","0.529094266780878","0.553598128102224"
