"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","(Fach-)Abitur","5.3","4.5","2284","4","4","6","7","7","5.24","5.36","1","7","5","6"
"2005","(noch) kein Abschluss","4.98","4.5","889","3","4","6","7","7","4.88","5.08","1","7","5","5"
"2005","AkademikerIn","5.5","5.5","4149","4","5","6","7","7","5.46","5.54","1","7","6","6"
"2005","Hauptschule","5.19","4.5","7488","3","4","7","7","7","5.15","5.23","1","7","5","6"
"2005","Realschule","5.25","5.5","5364","3","4","6","7","7","5.21","5.29","1","7","5","6"
"2006","(Fach-)Abitur","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2006","AkademikerIn","","","","","","","","","","","","","",""
"2006","Hauptschule","","","","","","","","","","","","","",""
"2006","Realschule","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2007","AkademikerIn","","","","","","","","","","","","","",""
"2007","Hauptschule","","","","","","","","","","","","","",""
"2007","Realschule","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2008","AkademikerIn","","","","","","","","","","","","","",""
"2008","Hauptschule","","","","","","","","","","","","","",""
"2008","Realschule","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2009","AkademikerIn","","","","","","","","","","","","","",""
"2009","Hauptschule","","","","","","","","","","","","","",""
"2009","Realschule","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","5.25","4.5","1894","4","4","6","7","7","5.19","5.31","1","7","5","6"
"2010","(noch) kein Abschluss","5.13","4.5","407","3","4","6","7","7","4.98","5.28","1","7","5","5"
"2010","AkademikerIn","5.38","5.5","3819","4","5","6","7","7","5.34","5.42","1","7","6","6"
"2010","Hauptschule","5.15","4.5","5551","3","4","6","7","7","5.11","5.19","1","7","5","5"
"2010","Realschule","5.13","4.5","4457","3","4","6","7","7","5.09","5.17","1","7","5","5"
"2011","(Fach-)Abitur","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2011","AkademikerIn","","","","","","","","","","","","","",""
"2011","Hauptschule","","","","","","","","","","","","","",""
"2011","Realschule","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2012","AkademikerIn","","","","","","","","","","","","","",""
"2012","Hauptschule","","","","","","","","","","","","","",""
"2012","Realschule","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2013","AkademikerIn","","","","","","","","","","","","","",""
"2013","Hauptschule","","","","","","","","","","","","","",""
"2013","Realschule","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2014","AkademikerIn","","","","","","","","","","","","","",""
"2014","Hauptschule","","","","","","","","","","","","","",""
"2014","Realschule","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","5.37","5.5","4097","4","5","6","7","7","5.33","5.41","1","7","6","6"
"2015","(noch) kein Abschluss","5.15","4.5","930","3","4","7","7","7","5.04","5.26","1","7","5","6"
"2015","AkademikerIn","5.47","5.5","6369","4","5","6","7","7","5.44","5.5","1","7","6","6"
"2015","Hauptschule","5.21","5.5","7708","3","4","7","7","7","5.17","5.25","1","7","5","6"
"2015","Realschule","5.23","4.5","6543","3","4","6","7","7","5.19","5.27","1","7","5","6"
"2016","(Fach-)Abitur","5.58","5.5","519","3","4","7","7","7","5.48","5.68","1","7","7","7"
"2016","(noch) kein Abschluss","6.1","6.5","1005","4","5","7","7","7","6.03","6.17","1","7","7","7"
"2016","AkademikerIn","5.99","6.5","595","4","5","7","7","7","5.9","6.08","1","7","7","7"
"2016","Hauptschule","5.93","6.5","635","3","5","7","7","7","5.84","6.02","1","7","7","7"
"2016","Realschule","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","6.32","6.5","300","5","6","7","7","7","6.19","6.45","1","7","7","7"
"2017","(noch) kein Abschluss","6.45","6.5","717","5","6","7","7","7","6.37","6.53","1","7","7","7"
"2017","AkademikerIn","6.48","6.5","312","5","7","7","7","7","6.36","6.6","1","7","7","7"
"2017","Hauptschule","6.3","6.5","405","5","6","7","7","7","6.18","6.42","1","7","7","7"
"2017","Realschule","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","5.85","6.5","57","1","5","7","7","7","5.52","6.18","1","7","6","7"
"2018","(noch) kein Abschluss","6.26","6.5","148","4","7","7","7","7","6.02","6.5","1","7","7","7"
"2018","AkademikerIn","6.59","6.5","45","5","7","7","7","7","6.33","6.85","4","7","7","7"
"2018","Hauptschule","6.45","6.5","87","5","7","7","7","7","6.13","6.77","1","7","7","7"
"2018","Realschule","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","5.91","6.5","128","4","5","7","7","7","5.64","6.18","1","7","6","7"
"2019","AkademikerIn","","","","","","","","","","","","","",""
"2019","Hauptschule","5.85","6.5","45","2","6","7","7","7","5.54","6.16","2","7","7","7"
"2019","Realschule","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","5.47","5.5","5045","4","5","6","7","7","5.43","5.51","1","7","6","6"
"2020","(noch) kein Abschluss","5.41","5.5","2242","3","4","7","7","7","5.35","5.47","1","7","6","7"
"2020","AkademikerIn","5.53","5.5","7764","4","5","6","7","7","5.5","5.56","1","7","6","6"
"2020","Hauptschule","5.28","5.5","6709","3","4","7","7","7","5.24","5.32","1","7","6","6"
"2020","Realschule","5.32","5.5","6232","3","5","6","7","7","5.28","5.36","1","7","6","6"
