year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,214.21569,210.95552,217.47586,146.00000,196.00000,261.00000,10.00000,433.50000,196.00000,194.00000,204.00000,3740.00000
1985,219.65465,216.06200,223.24731,152.00000,204.00000,268.00000,1.00000,442.00000,204.00000,199.00000,204.00000,3303.00000
1986,224.58769,220.83512,228.34025,153.00000,204.00000,279.59205,10.00000,469.48011,204.00000,204.00000,208.02500,3098.00000
1987,229.99317,226.09509,233.89125,153.00000,213.00000,281.00000,10.00000,473.00000,213.00000,206.00000,217.02500,3042.00000
1988,238.78043,234.73763,242.82322,163.00000,222.00000,296.00000,0.00000,495.50000,222.00000,214.00000,230.00000,2892.00000
1989,247.50094,243.33218,251.66969,170.37177,230.00000,306.00000,0.00000,509.44234,230.00000,224.00000,232.02500,2833.00000
1990,201.91180,197.62682,206.19677,92.00000,204.00000,281.00000,0.00000,564.50000,204.00000,199.00000,204.00000,4229.00000
1991,205.28731,200.84825,209.72637,97.00000,203.00000,285.00000,0.00000,567.00000,203.00000,195.00000,204.00000,4109.00000
1992,237.47836,233.25083,241.70589,135.00000,214.00000,306.00000,0.00000,562.50000,214.00000,205.00000,222.00000,4100.00000
1993,270.58646,266.19936,274.97356,178.00000,242.82461,332.00000,0.00000,563.00000,243.00000,235.00000,248.00000,4055.00000
1994,300.18050,295.19581,305.16518,196.00000,269.00000,367.00000,3.00000,623.50000,269.00000,264.00000,276.00000,3979.00000
1995,317.86680,312.81225,322.92135,208.38966,282.00000,388.00000,10.00000,657.41551,282.00000,280.00000,291.05000,4127.00000
1996,339.18697,333.99494,344.37901,230.00000,306.00000,409.00000,0.00000,677.50000,306.00000,298.97500,309.00000,4034.00000
1997,356.97737,351.52924,362.42550,249.00000,322.00000,434.00000,17.00000,711.50000,322.00000,315.97500,332.00000,3900.00000
1998,374.39186,369.25451,379.52921,261.00000,344.00000,452.00000,8.00000,738.50000,344.00000,336.00000,352.00000,4296.00000
1999,384.84791,379.47068,390.22513,269.00000,354.00000,464.00000,16.00000,756.50000,354.00000,347.97500,358.00000,4076.00000
2000,390.21744,385.94005,394.49483,275.00000,357.00000,471.00000,10.00000,765.00000,357.00000,355.00000,362.00000,6769.00000
2001,399.97089,395.36379,404.57800,281.00000,365.00000,480.00000,14.00000,778.50000,365.00000,359.00000,372.00000,6084.00000
2002,404.15622,399.49421,408.81823,286.85897,370.00000,485.00000,23.00000,782.21154,370.00000,365.00000,375.00000,6006.00000
2003,413.39512,408.58283,418.20742,294.00000,375.00000,500.00000,15.00000,809.00000,375.00000,370.00000,380.00000,5790.00000
2004,422.51142,417.47646,427.54639,300.00000,390.00000,504.00000,16.00000,810.00000,390.00000,380.00000,394.00000,5620.00000
2005,428.33588,423.01041,433.66134,300.00000,388.00000,510.00000,50.00000,825.00000,388.00000,380.00000,395.00000,5451.00000
2006,428.65751,423.52617,433.78884,300.00000,390.00000,510.00000,30.00000,825.00000,390.00000,385.00000,398.00000,5885.00000
2007,434.31567,428.68645,439.94490,305.00000,395.00000,510.16497,37.00000,817.91242,395.00000,390.00000,400.00000,5455.00000
2008,440.29505,434.41076,446.17933,307.00000,400.00000,520.00000,20.00000,839.50000,400.00000,395.00000,407.02500,5098.00000
2009,447.89190,441.82274,453.96106,315.00000,405.00000,525.00000,11.00000,840.00000,405.00000,400.00000,411.00000,4784.00000
2010,453.54654,448.77395,458.31914,320.10647,413.00000,540.00000,14.00000,869.84030,413.00000,407.00000,420.00000,7078.00000
2011,455.30660,450.91682,459.69637,320.00000,415.00000,545.00000,7.00000,882.50000,415.00000,410.00000,420.00000,8432.00000
2012,463.13922,458.54654,467.73190,320.00000,423.10492,550.00000,30.00000,895.00000,423.00000,417.00000,430.02500,8267.00000
2013,472.83484,468.38293,477.28675,330.00000,430.00000,560.00000,14.00000,905.00000,430.00000,423.97500,440.00000,9731.00000
2014,440.20808,434.94321,445.47295,287.00000,397.00000,539.44988,0.00000,918.12471,397.00000,388.00000,400.00000,8417.00000
2015,474.59624,469.08848,480.10399,310.00000,426.00000,570.00000,0.00000,960.00000,426.00000,417.97500,433.00000,8625.00000
2016,503.38314,497.61107,509.15521,348.00000,455.00000,600.00000,6.00000,978.00000,455.00000,450.00000,463.02500,7610.00000
2017,511.87515,506.36729,517.38300,350.00000,460.00000,610.00000,10.00000,1000.00000,460.00000,455.00000,470.00000,8112.00000
2018,524.26895,518.85735,529.68055,356.88182,474.00000,630.00000,5.00000,1039.67726,474.00000,465.00000,480.07500,8261.00000
2019,537.87023,532.03601,543.70445,365.00000,487.00000,650.00000,38.00000,1077.50000,487.00000,476.00000,496.05000,7813.00000
2020,557.42591,552.34143,562.51039,375.00000,500.00000,665.00000,10.00000,1100.00000,500.00000,494.92500,510.00000,11806.00000
2021,578.56643,571.71235,585.42051,385.00000,510.00000,692.00000,0.00000,1152.50000,510.00000,502.97500,525.05000,7153.00000
2022,627.29970,607.23544,647.36396,402.00000,540.00000,730.00000,3.00000,1222.00000,540.00000,530.00000,550.00000,11623.00000
