"ple0005","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Stark","2002","(noch) kein Abschluss","kein Migrationshintergrund","27","","",""
"Stark","2002","(noch) kein Abschluss","direkter Migrationshintergrund","47","0.166494236538892","0.120860922044766","0.212127551033018"
"Stark","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Stark","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2002","Hauptschule","kein Migrationshintergrund","1579","0.23645127462396","0.226625786451848","0.246276762796072"
"Stark","2002","Hauptschule","direkter Migrationshintergrund","237","0.175906539011671","0.156200345582788","0.195612732440555"
"Stark","2002","Hauptschule","indirekter Migrationshintergrund","14","","",""
"Stark","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2002","Realschule","kein Migrationshintergrund","510","0.109835984977739","0.101602923518626","0.118069046436853"
"Stark","2002","Realschule","direkter Migrationshintergrund","26","","",""
"Stark","2002","Realschule","indirekter Migrationshintergrund","7","","",""
"Stark","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2002","(Fach-)Abitur","kein Migrationshintergrund","116","0.0775652657522439","0.0654675949230508","0.089662936581437"
"Stark","2002","(Fach-)Abitur","direkter Migrationshintergrund","37","0.0916475135188382","0.0645957912179062","0.11869923581977"
"Stark","2002","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Stark","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stark","2002","AkademikerIn","kein Migrationshintergrund","318","0.0961427149068373","0.0870962404639414","0.105189189349733"
"Stark","2002","AkademikerIn","direkter Migrationshintergrund","35","0.116906736318363","0.0850993406202625","0.148714132016463"
"Stark","2002","AkademikerIn","indirekter Migrationshintergrund","4","","",""
"Stark","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2002","(noch) kein Abschluss","kein Migrationshintergrund","80","0.170941590417424","0.139789794071796","0.202093386763052"
"Ein wenig","2002","(noch) kein Abschluss","direkter Migrationshintergrund","87","0.314897882637094","0.25800071684967","0.371795048424517"
"Ein wenig","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Ein wenig","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2002","Hauptschule","kein Migrationshintergrund","2877","0.404000496379885","0.392653554573311","0.415347438186459"
"Ein wenig","2002","Hauptschule","direkter Migrationshintergrund","506","0.373812872409762","0.348771812376518","0.398853932443006"
"Ein wenig","2002","Hauptschule","indirekter Migrationshintergrund","60","0.286904633233607","0.231818689116822","0.341990577350393"
"Ein wenig","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2002","Realschule","kein Migrationshintergrund","1892","0.342257558605509","0.329764796412977","0.354750320798041"
"Ein wenig","2002","Realschule","direkter Migrationshintergrund","74","0.311645922360188","0.251393871841018","0.371897972879358"
"Ein wenig","2002","Realschule","indirekter Migrationshintergrund","48","0.258993584317105","0.199315014697135","0.318672153937075"
"Ein wenig","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2002","(Fach-)Abitur","kein Migrationshintergrund","472","0.267855848546246","0.247827314522481","0.287884382570011"
"Ein wenig","2002","(Fach-)Abitur","direkter Migrationshintergrund","144","0.344862528138794","0.300297252543683","0.389427803733905"
"Ein wenig","2002","(Fach-)Abitur","indirekter Migrationshintergrund","18","","",""
"Ein wenig","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ein wenig","2002","AkademikerIn","kein Migrationshintergrund","1393","0.350785121778313","0.336140233839278","0.365430009717349"
"Ein wenig","2002","AkademikerIn","direkter Migrationshintergrund","134","0.380757722105202","0.332689316485084","0.428826127725319"
"Ein wenig","2002","AkademikerIn","indirekter Migrationshintergrund","14","","",""
"Ein wenig","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
