"ple0004","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stark","2002","(noch) kein Abschluss","Westdeutschland","66","0.101166133906852","0.0793510267032845","0.12298124111042"
"Stark","2002","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Stark","2002","Hauptschule","Westdeutschland","1091","","",""
"Stark","2002","Hauptschule","Ostdeutschland","345","0.243847321817708","0.222124237530797","0.265570406104618"
"Stark","2002","Realschule","Westdeutschland","226","","",""
"Stark","2002","Realschule","Ostdeutschland","119","","",""
"Stark","2002","(Fach-)Abitur","Westdeutschland","96","0.059256445582059","0.0491462512889168","0.0693666398752012"
"Stark","2002","(Fach-)Abitur","Ostdeutschland","10","","",""
"Stark","2002","AkademikerIn","Westdeutschland","145","","",""
"Stark","2002","AkademikerIn","Ostdeutschland","97","0.0965068376863666","0.0805712835218429","0.11244239185089"
"Ein wenig","2002","(noch) kein Abschluss","Westdeutschland","140","","",""
"Ein wenig","2002","(noch) kein Abschluss","Ostdeutschland","18","","",""
"Ein wenig","2002","Hauptschule","Westdeutschland","2469","","",""
"Ein wenig","2002","Hauptschule","Ostdeutschland","674","0.446188349338589","0.421040670702889","0.471336027974289"
"Ein wenig","2002","Realschule","Westdeutschland","955","0.250463627440295","0.236967038234641","0.263960216645949"
"Ein wenig","2002","Realschule","Ostdeutschland","567","0.273564229167634","0.254148046800005","0.292980411535262"
"Ein wenig","2002","(Fach-)Abitur","Westdeutschland","412","0.22668295249149","0.208754438282302","0.244611466700677"
"Ein wenig","2002","(Fach-)Abitur","Ostdeutschland","56","0.18288014986479","0.14261098481779","0.223149314911791"
"Ein wenig","2002","AkademikerIn","Westdeutschland","662","0.226566538178227","0.212127993146697","0.241005083209757"
"Ein wenig","2002","AkademikerIn","Ostdeutschland","447","0.393928159261939","0.367559001425602","0.420297317098275"
"Gar nicht","2002","(noch) kein Abschluss","Westdeutschland","528","0.674255408740368","0.640351412812799","0.708159404667936"
