year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,1.3533959330808143,1.3235554261585334,1.3832364400030952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1269.0
1985,1.4597346205926416,1.414237642275487,1.5052315989097962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1148.0
1986,1.6027178433656555,1.5113238156936026,1.6941118710377083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1167.0
1987,1.5400003537393234,1.4767435899339387,1.6032571175447081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1133.0
1988,1.5829171160578914,1.513023884989296,1.6528103471264868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1099.0
1989,1.5965651695499863,1.5027829767055543,1.6903473623944183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1033.0
1990,,,,,,,,,,,,
1991,1.5833941069743407,1.5210437507552224,1.645744463193459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1068.0
1992,1.4846279988858704,1.436416327158234,1.5328396706135068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1347.0
1993,,,,,,,,,,,,
1994,1.477254655694269,1.429295193411861,1.525214117976677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1383.0
1995,1.507675397747035,1.4672010688518438,1.5481497266422262,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,1447.0
1996,1.6126537576321631,1.5545598923332087,1.6707476229311176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1486.0
1997,1.5865253447959986,1.5276985459477748,1.6453521436442224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1457.0
1998,1.5109472697045223,1.4521758759843697,1.569718663424675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1636.0
1999,1.5180135965524468,1.4823790089273006,1.553648184177593,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1587.0
2000,1.6112807609834816,1.5760168646982204,1.6465446572687428,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,2762.0
2001,1.3812341847335834,1.3640441428996577,1.398424226567509,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,2571.0
2002,1.3694683948324693,1.3484926997047983,1.3904440899601402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2641.0
2003,1.4054881622185174,1.3873776001457492,1.4235987242912855,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,2551.0
2004,1.413344009928418,1.3937782680156061,1.43290975184123,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,2513.0
2005,1.4085208779673766,1.389059323933741,1.4279824320010122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2217.0
2006,1.4051587191189274,1.3825121030530914,1.4278053351847635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2507.0
2007,1.4510919084973002,1.4285426048252883,1.473641212169312,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,2405.0
2008,1.4069263899450397,1.3884455343579256,1.4254072455321538,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,2196.0
2009,1.4680935281472973,1.440322380865629,1.4958646754289657,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,2243.0
2010,1.4365859623971284,1.4161994502997064,1.4569724744945505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3221.0
2011,1.4130141385261348,1.3955060907385337,1.4305221863137358,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,3824.0
2012,1.4433912763359025,1.4253607581048113,1.4614217945669936,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,3659.0
2013,1.4222757146833143,1.4055086037281979,1.4390428256384307,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,3386.0
2014,1.401314214049929,1.385631922851699,1.4169965052481592,1.0,1.0,1.7461880833370769,1.0,2.865470208342692,1.0,1.0,1.0,2943.0
2015,1.4211051178931895,1.3976048610285543,1.4446053747578247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3272.0
2016,1.482755192649086,1.4491253698235478,1.5163850154746243,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,3124.0
2017,1.4340422890963516,1.416912965160245,1.4511716130324581,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,3483.0
2018,1.409279284780656,1.3864712940001447,1.432087275561167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3360.0
2019,1.4258721019440288,1.4066298368893275,1.44511436699873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3391.0
2020,1.446841252032446,1.4277189823400591,1.465963521724833,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,3571.0
2021,1.5780798771416282,1.540528735675283,1.6156310186079734,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,2034.0
