year,bula_h,pgisced97,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,Lower Secondary Level,No,0.84417,44,44,0.73576,0.95258
2009,Schleswig-Holstein,Upper Secondary Level,No,0.90008,247,247,0.86261,0.93756
2009,Schleswig-Holstein,First Stage of Tertiary Education,No,0.91344,40,40,0.82518,1.00169
2009,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.90434,75,75,0.83733,0.97136
2009,Hamburg,Upper Secondary Level,No,0.92967,107,107,0.88099,0.97835
2009,Hamburg,Second Stage of Tertiary Education,No,0.98137,78,78,0.95116,1.01157
2009,Lower Saxony,Lower Secondary Level,No,0.83354,158,158,0.77527,0.89180
2009,Lower Saxony,Upper Secondary Level,Yes,0.11940,103,866,0.09779,0.14101
2009,Lower Saxony,Upper Secondary Level,No,0.88060,763,866,0.85899,0.90221
2009,Lower Saxony,Post-secondary Non-tertiary Level,No,0.95808,93,93,0.91713,0.99903
2009,Lower Saxony,First Stage of Tertiary Education,No,0.84264,93,93,0.76823,0.91705
2009,Lower Saxony,Second Stage of Tertiary Education,No,0.92428,277,277,0.89307,0.95549
2009,Bremen,Upper Secondary Level,No,0.96300,58,58,0.91400,1.01201
2009,North Rhine-Westphalia,Pre-primary Level,No,0.62517,75,75,0.51488,0.73547
2009,North Rhine-Westphalia,Primary Level,No,0.94585,50,50,0.88248,1.00922
2009,North Rhine-Westphalia,Lower Secondary Level,Yes,0.12930,55,411,0.09682,0.16178
2009,North Rhine-Westphalia,Lower Secondary Level,No,0.86055,356,411,0.82702,0.89409
2009,North Rhine-Westphalia,Upper Secondary Level,Yes,0.11808,191,1755,0.10297,0.13318
2009,North Rhine-Westphalia,Upper Secondary Level,No,0.88148,1564,1755,0.86635,0.89660
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.92249,255,255,0.88960,0.95537
2009,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.89136,228,228,0.85087,0.93184
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.06028,50,741,0.04313,0.07743
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.93972,691,741,0.92257,0.95687
2009,Hesse,Lower Secondary Level,No,0.77146,99,99,0.68832,0.85459
2009,Hesse,Upper Secondary Level,Yes,0.09168,58,573,0.06803,0.11533
2009,Hesse,Upper Secondary Level,No,0.90832,515,573,0.88467,0.93197
2009,Hesse,Post-secondary Non-tertiary Level,No,0.90161,80,80,0.83594,0.96729
2009,Hesse,First Stage of Tertiary Education,No,0.91204,66,66,0.84318,0.98090
2009,Hesse,Second Stage of Tertiary Education,No,0.94458,299,299,0.91860,0.97056
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.79720,137,137,0.72963,0.86478
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.09160,48,518,0.06673,0.11647
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.90840,470,518,0.88353,0.93327
2009,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.99118,49,49,0.96472,1.01763
2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.92991,74,74,0.87135,0.98848
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.90421,150,150,0.85696,0.95147
2009,Baden-Wuerttemberg,Pre-primary Level,No,0.62105,39,39,0.46680,0.77530
2009,Baden-Wuerttemberg,Primary Level,No,0.99704,33,33,0.97820,1.01587
2009,Baden-Wuerttemberg,Lower Secondary Level,No,0.82635,246,246,0.77891,0.87378
2009,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.06111,56,1005,0.04630,0.07593
2009,Baden-Wuerttemberg,Upper Secondary Level,No,0.93889,949,1005,0.92407,0.95370
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.98793,115,115,0.96788,1.00798
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.92560,147,147,0.88303,0.96817
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.11142,34,443,0.08209,0.14075
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.88858,409,443,0.85925,0.91791
2009,Bavaria,Pre-primary Level,No,0.55828,48,48,0.41630,0.70025
2009,Bavaria,Lower Secondary Level,No,0.85793,244,244,0.81403,0.90183
2009,Bavaria,Upper Secondary Level,Yes,0.10971,126,1365,0.09312,0.12629
2009,Bavaria,Upper Secondary Level,No,0.89029,1239,1365,0.87371,0.90688
2009,Bavaria,Post-secondary Non-tertiary Level,No,0.94072,126,126,0.89933,0.98212
2009,Bavaria,First Stage of Tertiary Education,No,0.94160,189,189,0.90808,0.97512
2009,Bavaria,Second Stage of Tertiary Education,Yes,0.06074,38,531,0.04040,0.08107
2009,Bavaria,Second Stage of Tertiary Education,No,0.93926,493,531,0.91893,0.95960
2009,Berlin,Lower Secondary Level,No,0.79484,39,39,0.66645,0.92324
2009,Berlin,Upper Secondary Level,Yes,0.15615,38,268,0.11261,0.19969
2009,Berlin,Upper Secondary Level,No,0.84385,230,268,0.80031,0.88739
2009,Berlin,Post-secondary Non-tertiary Level,No,0.86442,35,35,0.74935,0.97950
2009,Berlin,First Stage of Tertiary Education,No,0.66540,39,39,0.51537,0.81542
2009,Berlin,Second Stage of Tertiary Education,No,0.93099,227,227,0.89794,0.96404
2009,Brandenburg,Lower Secondary Level,No,0.88155,45,45,0.78607,0.97703
2009,Brandenburg,Upper Secondary Level,Yes,0.12990,44,383,0.09619,0.16362
2009,Brandenburg,Upper Secondary Level,No,0.87010,339,383,0.83638,0.90381
2009,Brandenburg,First Stage of Tertiary Education,No,0.92753,52,52,0.85637,0.99868
2009,Brandenburg,Second Stage of Tertiary Education,No,0.83280,208,208,0.78197,0.88364
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.89463,215,215,0.85349,0.93577
2009,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.84011,36,36,0.71868,0.96153
2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.79954,118,118,0.72700,0.87208
2009,Saxony,Lower Secondary Level,No,0.84905,63,63,0.75993,0.93816
2009,Saxony,Upper Secondary Level,Yes,0.09709,73,750,0.07588,0.11829
2009,Saxony,Upper Secondary Level,No,0.90291,677,750,0.88171,0.92412
2009,Saxony,Post-secondary Non-tertiary Level,No,0.91389,48,48,0.83369,0.99409
2009,Saxony,First Stage of Tertiary Education,No,0.88003,104,104,0.81728,0.94278
2009,Saxony,Second Stage of Tertiary Education,No,0.91628,316,316,0.88569,0.94687
2009,Saxony-Anhalt,Lower Secondary Level,No,0.71623,38,38,0.57096,0.86149
2009,Saxony-Anhalt,Upper Secondary Level,Yes,0.08123,37,398,0.05436,0.10811
2009,Saxony-Anhalt,Upper Secondary Level,No,0.91877,361,398,0.89189,0.94564
2009,Saxony-Anhalt,First Stage of Tertiary Education,No,0.86740,60,60,0.78086,0.95394
2009,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.90428,177,177,0.86081,0.94774
2009,Thuringa,Lower Secondary Level,No,0.85440,46,46,0.75135,0.95745
2009,Thuringa,Upper Secondary Level,Yes,0.09656,56,491,0.07041,0.12272
2009,Thuringa,Upper Secondary Level,No,0.90344,435,491,0.87728,0.92959
2009,Thuringa,First Stage of Tertiary Education,No,0.84007,48,48,0.73528,0.94486
2009,Thuringa,Second Stage of Tertiary Education,No,0.87663,158,158,0.82519,0.92808
2011,Schleswig-Holstein,Lower Secondary Level,No,0.69041,58,58,0.57038,0.81043
2011,Schleswig-Holstein,Upper Secondary Level,Yes,0.10785,45,358,0.07567,0.14003
2011,Schleswig-Holstein,Upper Secondary Level,No,0.82151,313,358,0.78179,0.86123
2011,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.77820,44,44,0.65402,0.90238
2011,Schleswig-Holstein,First Stage of Tertiary Education,No,0.85753,43,43,0.75182,0.96324
2011,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.77810,95,95,0.69409,0.86210
2011,Hamburg,Upper Secondary Level,No,0.84749,125,125,0.78421,0.91077
2011,Hamburg,Second Stage of Tertiary Education,No,0.90389,88,88,0.84196,0.96583
2011,Lower Saxony,Pre-primary Level,No,0.41015,31,31,0.23414,0.58616
2011,Lower Saxony,Lower Secondary Level,Yes,0.13625,31,230,0.09182,0.18068
2011,Lower Saxony,Lower Secondary Level,No,0.73414,199,230,0.67692,0.79136
2011,Lower Saxony,Upper Secondary Level,Yes,0.09373,101,1029,0.07591,0.11155
2011,Lower Saxony,Upper Secondary Level,No,0.83960,928,1029,0.81716,0.86203
2011,Lower Saxony,Post-secondary Non-tertiary Level,No,0.83590,106,106,0.76506,0.90675
