year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,,,,,,,,,,,,
1985,West,,,,,,,,,,,,
1986,West,,,,,,,,,,,,
1987,West,,,,,,,,,,,,
1988,West,,,,,,,,,,,,
1989,West,,,,,,,,,,,,
1990,West,,,,,,,,,,,,
1990,East,,,,,,,,,,,,
1991,West,,,,,,,,,,,,
1991,East,,,,,,,,,,,,
1992,West,,,,,,,,,,,,
1992,East,,,,,,,,,,,,
1993,West,,,,,,,,,,,,
1993,East,,,,,,,,,,,,
1994,West,,,,,,,,,,,,
1994,East,,,,,,,,,,,,
1995,West,,,,,,,,,,,,
1995,East,,,,,,,,,,,,
1996,West,,,,,,,,,,,,
1996,East,,,,,,,,,,,,
1997,West,,,,,,,,,,,,
1997,East,,,,,,,,,,,,
1998,West,,,,,,,,,,,,
1998,East,,,,,,,,,,,,
1999,West,,,,,,,,,,,,
1999,East,,,,,,,,,,,,
2000,West,,,,,,,,,,,,
2000,East,,,,,,,,,,,,
2001,West,,,,,,,,,,,,
2001,East,,,,,,,,,,,,
2002,West,,,,,,,,,,,,
2002,East,,,,,,,,,,,,
2003,West,,,,,,,,,,,,
2003,East,,,,,,,,,,,,
2004,West,,,,,,,,,,,,
2004,East,,,,,,,,,,,,
2005,West,15476,3.96826,3.94511,3.99140,3.00000,4.00000,4.66667,1.0,7.0,4.0,4.00000,4.00000
2005,East,5004,4.08618,4.04103,4.12181,3.33333,4.00000,5.00000,1.0,7.0,4.0,4.00000,4.00000
2006,West,,,,,,,,,,,,
2006,East,,,,,,,,,,,,
2007,West,,,,,,,,,,,,
2007,East,,,,,,,,,,,,
2008,West,,,,,,,,,,,,
2008,East,,,,,,,,,,,,
2009,West,13311,3.84633,3.81633,3.87386,3.00000,3.66667,4.66667,1.0,7.0,3.6666667,3.33333,3.66667
2009,East,4492,3.94508,3.89196,3.99417,3.00000,4.00000,4.66667,1.0,7.0,4.0,4.00000,4.00000
2010,West,,,,,,,,,,,,
2010,East,,,,,,,,,,,,
2011,West,,,,,,,,,,,,
2011,East,,,,,,,,,,,,
2012,West,5777,3.92624,3.88016,3.96682,3.00000,4.00000,4.66667,1.0,7.0,4.0,4.00000,4.00000
2012,East,1330,3.92992,3.85326,4.00641,3.00000,4.00000,4.66667,1.0,7.0,4.0,4.00000,4.33333
2013,West,14271,3.74381,3.71664,3.77170,3.00000,3.66667,4.66667,1.0,7.0,3.6666667,3.66667,3.66667
2013,East,4413,3.84859,3.80097,3.89776,3.00000,3.66667,4.66667,1.0,7.0,3.6666667,3.33333,3.66667
2014,West,,,,,,,,,,,,
2014,East,,,,,,,,,,,,
2015,West,,,,,,,,,,,,
2015,East,,,,,,,,,,,,
2016,West,,,,,,,,,,,,
2016,East,,,,,,,,,,,,
2017,West,22594,3.80805,3.78493,3.83549,3.00000,3.66667,4.66667,1.0,7.0,3.6666667,3.66667,3.66667
2017,East,5935,3.86487,3.82549,3.90706,3.00000,4.00000,4.66667,1.0,7.0,4.0,4.00000,4.33333
2018,West,,,,,,,,,,,,
2018,East,,,,,,,,,,,,
2019,West,19956,3.58407,3.55422,3.61705,2.66667,3.66667,4.33333,1.0,6.83333,3.6666667,3.66667,3.66667
2019,East,5502,3.67305,3.61660,3.72967,2.66667,3.66667,4.33333,1.0,6.83333,3.6666667,3.66667,3.66667
2020,West,,,,,,,,,,,,
2020,East,,,,,,,,,,,,
2021,West,,,,,,,,,,,,
2021,East,,,,,,,,,,,,
