"pli0083","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Taeglich","1990","(noch) kein Abschluss","maennlich","305","0.82571963666354","0.787477449221294","0.863961824105787"
"Taeglich","1990","(noch) kein Abschluss","weiblich","363","0.701261376090088","0.659434558434367","0.743088193745809"
"Taeglich","1990","Hauptschule","maennlich","2162","0.83131436262822","0.816978089192085","0.845650636064355"
"Taeglich","1990","Hauptschule","weiblich","2272","0.853711582586352","0.840389085748789","0.867034079423915"
"Taeglich","1990","Realschule","maennlich","479","0.761914203376969","0.729171751992626","0.794656654761311"
"Taeglich","1990","Realschule","weiblich","723","0.753027386091816","0.725916435649226","0.780138336534407"
"Taeglich","1990","(Fach-)Abitur","maennlich","297","0.674963360150569","0.63084591019039","0.719080810110747"
"Taeglich","1990","(Fach-)Abitur","weiblich","198","0.58381870583332","0.529035407324573","0.638602004342066"
"Taeglich","1990","AkademikerIn","maennlich","312","0.668079824129353","0.625370701004011","0.710788947254696"
"Taeglich","1990","AkademikerIn","weiblich","149","0.672278056178843","0.611082328922179","0.733473783435507"
"Min 1x pro Woche","1990","(noch) kein Abschluss","maennlich","55","0.131260475661688","0.0972185618111686","0.165302389512207"
"Min 1x pro Woche","1990","(noch) kein Abschluss","weiblich","66","0.21766215444624","0.179952043787926","0.255372265104555"
"Min 1x pro Woche","1990","Hauptschule","maennlich","338","0.116875931540738","0.104576416617393","0.129175446464083"
"Min 1x pro Woche","1990","Hauptschule","weiblich","283","0.0898422604153607","0.0790621369098025","0.100622383920919"
"Min 1x pro Woche","1990","Realschule","maennlich","128","0.17449766916549","0.145320350424109","0.203674987906871"
"Min 1x pro Woche","1990","Realschule","weiblich","189","0.184936816639088","0.160529373534409","0.209344259743766"
"Min 1x pro Woche","1990","(Fach-)Abitur","maennlich","101","0.243027314087745","0.202628204712361","0.283426423463129"
"Min 1x pro Woche","1990","(Fach-)Abitur","weiblich","80","0.292430285310054","0.241875334925136","0.342985235694972"
"Min 1x pro Woche","1990","AkademikerIn","maennlich","99","0.220067333277684","0.182492592208899","0.257642074346468"
"Min 1x pro Woche","1990","AkademikerIn","weiblich","49","0.209428710486358","0.156379063292629","0.262478357680088"
"Min 1x pro Monat","1990","(noch) kein Abschluss","maennlich","7","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","weiblich","6","","",""
"Min 1x pro Monat","1990","Hauptschule","maennlich","32","0.0138449987329272","0.00937164098395714","0.0183183564818972"
"Min 1x pro Monat","1990","Hauptschule","weiblich","35","0.0145623990192978","0.0100463765266219","0.0190784215119736"
"Min 1x pro Monat","1990","Realschule","maennlich","19","","",""
"Min 1x pro Monat","1990","Realschule","weiblich","19","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","maennlich","7","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","weiblich","10","","",""
"Min 1x pro Monat","1990","AkademikerIn","maennlich","12","","",""
"Min 1x pro Monat","1990","AkademikerIn","weiblich","4","","",""
"Seltener","1990","(noch) kein Abschluss","maennlich","2","","",""
"Seltener","1990","(noch) kein Abschluss","weiblich","18","","",""
"Seltener","1990","Hauptschule","maennlich","70","0.0307948497609677","0.0241808910106528","0.0374088085112826"
"Seltener","1990","Hauptschule","weiblich","86","0.0297707794991376","0.0233637408129241","0.036177818185351"
"Seltener","1990","Realschule","maennlich","20","","",""
