"year","age_gr","mean","median","n","lower_confidence","upper_confidence"
"1984","17-34","6.58","6.5","2676","6.48","6.68"
"1984","35-65","7.12","7.5","4157","7.05","7.19"
"1984","66 +","7.21","7.5","953","7.05","7.37"
"1985","17-34","6.6","6.5","2150","6.5","6.7"
"1985","35-65","7.1","6.5","3465","7.03","7.17"
"1985","66 +","7.14","6.5","777","6.98","7.3"
"1986","17-34","6.48","6.5","2212","6.39","6.57"
"1986","35-65","6.93","6.5","3398","6.86","7"
"1986","66 +","7.4","7.5","741","7.25","7.55"
"1987","17-34","6.65","6.5","2182","6.56","6.74"
"1987","35-65","6.98","6.5","3363","6.91","7.05"
"1987","66 +","7.35","7.5","780","7.2","7.5"
"1988","17-34","6.58","6.5","2113","6.49","6.67"
"1988","35-65","6.83","6.5","3207","6.76","6.9"
"1988","66 +","7.04","6.5","762","6.88","7.2"
"1989","17-34","6.41","6.5","2095","6.32","6.5"
"1989","35-65","6.75","6.5","3184","6.68","6.82"
"1989","66 +","7.09","6.5","754","6.94","7.24"
"1990","17-34","6.52","6.5","2253","6.43","6.61"
"1990","35-65","6.67","6.5","3280","6.6","6.74"
"1990","66 +","7","6.5","823","6.85","7.15"
"1991","17-34","","","","",""
"1991","35-65","","","","",""
"1991","66 +","","","","",""
"1992","17-34","","","","",""
"1992","35-65","","","","",""
"1992","66 +","","","","",""
"1993","17-34","6.51","6.5","2984","6.43","6.59"
"1993","35-65","6.47","6.5","4495","6.41","6.53"
"1993","66 +","6.52","6.5","1099","6.38","6.66"
"1994","17-34","6.47","6.5","2998","6.39","6.55"
"1994","35-65","6.46","6.5","4458","6.4","6.52"
"1994","66 +","6.56","6.5","1136","6.43","6.69"
"1995","17-34","6.48","6.5","3183","6.41","6.55"
"1995","35-65","6.47","6.5","4726","6.41","6.53"
"1995","66 +","6.59","6.5","1168","6.46","6.72"
"1996","17-34","6.54","6.5","3119","6.47","6.61"
"1996","35-65","6.45","6.5","4653","6.39","6.51"
"1996","66 +","6.55","6.5","1190","6.42","6.68"
"1997","17-34","6.57","6.5","3043","6.5","6.64"
"1997","35-65","6.4","6.5","4647","6.34","6.46"
"1997","66 +","6.51","6.5","1192","6.38","6.64"
"1998","17-34","6.5","6.5","3208","6.43","6.57"
"1998","35-65","6.59","6.5","5301","6.54","6.64"
