year,migback,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,kein Migrationshintergrund,4.507122983683447,4.458497622458846,4.555748344908049,0.0,3.0,9.0,0.0,22.5,3.0,2.0,4.0,8375.0
1984,direkter Migrationshintergrund,5.285060152599051,5.2093248844024815,5.360795420795621,0.0,8.0,9.0,0.0,22.5,8.0,8.0,9.0,3258.0
1984,indirekter Migrationshintergrund,4.217590397331876,3.832139397144844,4.603041397518909,0.0,5.0,8.0,0.0,12.0,5.0,3.0,10.0,102.0
1985,kein Migrationshintergrund,4.5391800090419405,4.488148577153419,4.590211440930462,0.0,3.0,9.0,0.0,22.0,3.0,2.0,4.0,7744.0
1985,direkter Migrationshintergrund,5.172641383305063,5.090813298257635,5.25446946835249,0.0,8.0,9.0,0.0,18.0,8.0,8.0,10.0,2838.0
1985,indirekter Migrationshintergrund,4.7298827274675315,4.316466795491784,5.143298659443279,0.0,5.0,9.0,0.0,13.0,5.0,2.0,10.0,109.0
1986,kein Migrationshintergrund,4.632162158892354,4.579518886192521,4.684805431592186,0.0,3.0,9.0,0.0,22.5,3.0,2.0,4.0,7376.0
1986,direkter Migrationshintergrund,5.204259270395047,5.1192744706966895,5.289244070093405,0.0,8.0,9.0,0.0,20.0,8.0,8.0,10.0,2727.0
1986,indirekter Migrationshintergrund,5.127946996106906,4.737971242739027,5.517922749474785,0.0,6.0,10.0,0.0,13.0,6.0,4.0,12.0,133.0
1987,kein Migrationshintergrund,4.749087274855145,4.695868567215356,4.802305982494934,0.0,4.0,9.0,0.0,22.5,4.0,3.0,5.0,7233.0
1987,direkter Migrationshintergrund,5.12023544694244,5.035288114129046,5.205182779755833,0.0,7.0,9.0,0.0,20.0,7.0,6.0,9.0,2711.0
1987,indirekter Migrationshintergrund,4.810202163368703,4.45386876396832,5.166535562769086,0.0,6.0,9.0,0.0,13.0,6.0,4.0,12.0,155.0
1988,kein Migrationshintergrund,4.763380102642615,4.708819375179511,4.817940830105719,0.0,4.0,9.0,0.0,22.5,4.0,3.0,4.0,6876.0
1988,direkter Migrationshintergrund,5.015208402334517,4.9284552474122805,5.101961557256754,0.0,6.0,9.0,0.0,20.0,6.0,4.0,7.0,2602.0
1988,indirekter Migrationshintergrund,4.9406938910032405,4.609711676637273,5.271676105369208,0.0,5.301904071466125,9.0,0.0,15.0,5.0,2.0,10.0,166.0
1989,kein Migrationshintergrund,4.871145820944808,4.815811337259624,4.926480304629993,0.0,5.0,9.0,0.0,22.5,5.0,5.0,6.0,6658.0
