"plh0105","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Sehr wichtig","1990","(noch) kein Abschluss","Westdeutschland","40","0.22624540958436","0.163898268053118","0.288592551115601"
"1 Sehr wichtig","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Hauptschule","Westdeutschland","876","0.211692637231499","0.199170071628101","0.224215202834896"
"1 Sehr wichtig","1990","Hauptschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Realschule","Westdeutschland","366","0.226876871116898","0.205856875835728","0.247896866398068"
"1 Sehr wichtig","1990","Realschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","(Fach-)Abitur","Westdeutschland","139","0.2459871647763","0.210380973048332","0.281593356504267"
"1 Sehr wichtig","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","AkademikerIn","Westdeutschland","120","0.177425117356981","0.148168594175632","0.206681640538329"
"1 Sehr wichtig","1990","AkademikerIn","Ostdeutschland","","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Westdeutschland","109","0.629502301545896","0.557538108841326","0.701466494250466"
"2 Wichtig","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"2 Wichtig","1990","Hauptschule","Westdeutschland","2786","0.675156090982267","0.660800135383329","0.689512046581205"
"2 Wichtig","1990","Hauptschule","Ostdeutschland","","","",""
"2 Wichtig","1990","Realschule","Westdeutschland","1013","0.669265177319479","0.645652118693294","0.692878235945665"
"2 Wichtig","1990","Realschule","Ostdeutschland","","","",""
"2 Wichtig","1990","(Fach-)Abitur","Westdeutschland","368","0.65282492487471","0.613465153598946","0.692184696150473"
"2 Wichtig","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"2 Wichtig","1990","AkademikerIn","Westdeutschland","447","0.692534020091211","0.657195648586567","0.727872391595854"
"2 Wichtig","1990","AkademikerIn","Ostdeutschland","","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Westdeutschland","20","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"3 Weniger wichtig","1990","Hauptschule","Westdeutschland","386","0.101375223269206","0.0921229648630403","0.110627481675371"
"3 Weniger wichtig","1990","Hauptschule","Ostdeutschland","","","",""
"3 Weniger wichtig","1990","Realschule","Westdeutschland","140","0.10054525989699","0.0854519799567102","0.115638539837269"
"3 Weniger wichtig","1990","Realschule","Ostdeutschland","","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Westdeutschland","52","0.0960450340329741","0.0716842765612873","0.120405791504661"
"3 Weniger wichtig","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"3 Weniger wichtig","1990","AkademikerIn","Westdeutschland","83","0.121056668981361","0.0960761050380927","0.14603723292463"
"3 Weniger wichtig","1990","AkademikerIn","Ostdeutschland","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Westdeutschland","4","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"4 Ganz unwichtig","1990","Hauptschule","Westdeutschland","40","0.0117760485170287","0.00846915562676127","0.0150829414072962"
"4 Ganz unwichtig","1990","Hauptschule","Ostdeutschland","","","",""
"4 Ganz unwichtig","1990","Realschule","Westdeutschland","6","","",""
"4 Ganz unwichtig","1990","Realschule","Ostdeutschland","","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Westdeutschland","3","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Westdeutschland","5","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Ostdeutschland","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"1 Sehr wichtig","1991","Hauptschule","Westdeutschland","","","",""
"1 Sehr wichtig","1991","Hauptschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1991","Realschule","Westdeutschland","","","",""
"1 Sehr wichtig","1991","Realschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1991","(Fach-)Abitur","Westdeutschland","","","",""
