"e11103","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Vollzeit","1984","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Vollzeit","1984","(noch) kein Abschluss","Hamburg","14","","",""
"Vollzeit","1984","(noch) kein Abschluss","Niedersachsen","25","","",""
"Vollzeit","1984","(noch) kein Abschluss","Bremen","1","","",""
"Vollzeit","1984","(noch) kein Abschluss","Nordrhein-Westfalen","164","0.271937483069599","0.228495019949243","0.315379946189955"
"Vollzeit","1984","(noch) kein Abschluss","Hessen","70","0.283993339328529","0.209825346307143","0.358161332349915"
"Vollzeit","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","38","0.356808611121734","0.247659549750758","0.465957672492709"
"Vollzeit","1984","(noch) kein Abschluss","Baden-Württemberg","174","0.331964160200262","0.281460792583451","0.382467527817073"
"Vollzeit","1984","(noch) kein Abschluss","Bayern","67","0.339391547597027","0.258307575157154","0.420475520036901"
"Vollzeit","1984","(noch) kein Abschluss","Saarland","","","",""
"Vollzeit","1984","(noch) kein Abschluss","Berlin","20","","",""
"Vollzeit","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Vollzeit","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Vollzeit","1984","(noch) kein Abschluss","Sachsen","","","",""
"Vollzeit","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Vollzeit","1984","(noch) kein Abschluss","Thüringen","","","",""
"Vollzeit","1984","Hauptschule","Schleswig-Holstein","101","0.420207701596813","0.355712848629335","0.48470255456429"
"Vollzeit","1984","Hauptschule","Hamburg","71","0.344432383608226","0.271484109132505","0.417380658083947"
"Vollzeit","1984","Hauptschule","Niedersachsen","299","0.347446451853619","0.313323286528216","0.381569617179023"
"Vollzeit","1984","Hauptschule","Bremen","27","","",""
"Vollzeit","1984","Hauptschule","Nordrhein-Westfalen","823","0.374968033556208","0.353043647557864","0.396892419554552"
"Vollzeit","1984","Hauptschule","Hessen","325","0.380230451307706","0.344422101695945","0.416038800919467"
"Vollzeit","1984","Hauptschule","Rheinland-Pfalz,Saarland","248","0.375902382167511","0.336918548466012","0.414886215869009"
"Vollzeit","1984","Hauptschule","Baden-Württemberg","707","0.455527538865908","0.429010579609922","0.482044498121895"
"Vollzeit","1984","Hauptschule","Bayern","608","0.419087656662793","0.392099494170229","0.446075819155358"
"Vollzeit","1984","Hauptschule","Saarland","","","",""
"Vollzeit","1984","Hauptschule","Berlin","113","0.477951850319621","0.410392448177517","0.545511252461724"
"Vollzeit","1984","Hauptschule","Brandenburg","","","",""
"Vollzeit","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Vollzeit","1984","Hauptschule","Sachsen","","","",""
"Vollzeit","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Vollzeit","1984","Hauptschule","Thüringen","","","",""
"Vollzeit","1984","Realschule","Schleswig-Holstein","46","0.485361431369308","0.383235042930519","0.587487819808097"
"Vollzeit","1984","Realschule","Hamburg","30","0.485279998225502","0.353196529861955","0.617363466589048"
"Vollzeit","1984","Realschule","Niedersachsen","97","0.409726108247312","0.345891782709275","0.473560433785349"
"Vollzeit","1984","Realschule","Bremen","9","","",""
"Vollzeit","1984","Realschule","Nordrhein-Westfalen","213","0.450024309548347","0.404659735524885","0.49538888357181"
"Vollzeit","1984","Realschule","Hessen","102","0.520502332109918","0.449089911235161","0.591914752984676"
"Vollzeit","1984","Realschule","Rheinland-Pfalz,Saarland","56","0.51053158305986","0.416687156232174","0.604376009887545"
"Vollzeit","1984","Realschule","Baden-Württemberg","118","0.404434647884904","0.347153405863072","0.461715889906735"
"Vollzeit","1984","Realschule","Bayern","186","0.485656522965823","0.434730652585908","0.536582393345738"
"Vollzeit","1984","Realschule","Saarland","","","",""
"Vollzeit","1984","Realschule","Berlin","43","0.519169279567024","0.406840279831426","0.631498279302622"
"Vollzeit","1984","Realschule","Brandenburg","","","",""
"Vollzeit","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"Vollzeit","1984","Realschule","Sachsen","","","",""
"Vollzeit","1984","Realschule","Sachsen-Anhalt","","","",""
"Vollzeit","1984","Realschule","Thüringen","","","",""
"Vollzeit","1984","(Fach-)Abitur","Schleswig-Holstein","9","","",""
"Vollzeit","1984","(Fach-)Abitur","Hamburg","22","","",""
"Vollzeit","1984","(Fach-)Abitur","Niedersachsen","28","","",""
"Vollzeit","1984","(Fach-)Abitur","Bremen","1","","",""
"Vollzeit","1984","(Fach-)Abitur","Nordrhein-Westfalen","91","0.312076731952379","0.255864797441901","0.368288666462857"
"Vollzeit","1984","(Fach-)Abitur","Hessen","40","0.315853730905275","0.227359971459682","0.404347490350868"
"Vollzeit","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","11","","",""
"Vollzeit","1984","(Fach-)Abitur","Baden-Württemberg","56","0.326060778940967","0.246985477993188","0.405136079888747"
"Vollzeit","1984","(Fach-)Abitur","Bayern","52","0.327706486803358","0.249394087966743","0.406018885639973"
"Vollzeit","1984","(Fach-)Abitur","Saarland","","","",""
"Vollzeit","1984","(Fach-)Abitur","Berlin","15","","",""
"Vollzeit","1984","(Fach-)Abitur","Brandenburg","","","",""
"Vollzeit","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Vollzeit","1984","(Fach-)Abitur","Sachsen","","","",""
"Vollzeit","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Vollzeit","1984","(Fach-)Abitur","Thüringen","","","",""
"Vollzeit","1984","AkademikerIn","Schleswig-Holstein","15","","",""
"Vollzeit","1984","AkademikerIn","Hamburg","8","","",""
"Vollzeit","1984","AkademikerIn","Niedersachsen","48","0.603253409608424","0.494684048075297","0.711822771141552"
"Vollzeit","1984","AkademikerIn","Bremen","","","",""
"Vollzeit","1984","AkademikerIn","Nordrhein-Westfalen","137","0.610051018906352","0.546321035511199","0.673781002301506"
"Vollzeit","1984","AkademikerIn","Hessen","48","0.486413539448447","0.384831663845117","0.587995415051777"
"Vollzeit","1984","AkademikerIn","Rheinland-Pfalz,Saarland","20","","",""
"Vollzeit","1984","AkademikerIn","Baden-Württemberg","88","0.680229217432253","0.598469361904364","0.761989072960142"
"Vollzeit","1984","AkademikerIn","Bayern","83","0.497577125546258","0.419366966295334","0.575787284797182"
"Vollzeit","1984","AkademikerIn","Saarland","","","",""
"Vollzeit","1984","AkademikerIn","Berlin","18","","",""
"Vollzeit","1984","AkademikerIn","Brandenburg","","","",""
"Vollzeit","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Vollzeit","1984","AkademikerIn","Sachsen","","","",""
"Vollzeit","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"Vollzeit","1984","AkademikerIn","Thüringen","","","",""
"Teilzeit","1984","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Teilzeit","1984","(noch) kein Abschluss","Hamburg","","","",""
"Teilzeit","1984","(noch) kein Abschluss","Niedersachsen","8","","",""
"Teilzeit","1984","(noch) kein Abschluss","Bremen","3","","",""
"Teilzeit","1984","(noch) kein Abschluss","Nordrhein-Westfalen","34","0.076685830084729","0.0507065040804838","0.102665156088974"
"Teilzeit","1984","(noch) kein Abschluss","Hessen","19","","",""
"Teilzeit","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","12","","",""
"Teilzeit","1984","(noch) kein Abschluss","Baden-Württemberg","33","0.0980284551265455","0.0661389811720311","0.12991792908106"
"Teilzeit","1984","(noch) kein Abschluss","Bayern","15","","",""
"Teilzeit","1984","(noch) kein Abschluss","Saarland","","","",""
"Teilzeit","1984","(noch) kein Abschluss","Berlin","6","","",""
"Teilzeit","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Teilzeit","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Teilzeit","1984","(noch) kein Abschluss","Sachsen","","","",""
"Teilzeit","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Teilzeit","1984","(noch) kein Abschluss","Thüringen","","","",""
"Teilzeit","1984","Hauptschule","Schleswig-Holstein","30","0.117445557533502","0.0753781371358661","0.159512977931138"
"Teilzeit","1984","Hauptschule","Hamburg","19","","",""
"Teilzeit","1984","Hauptschule","Niedersachsen","124","0.163027727481791","0.136555921881154","0.189499533082429"
"Teilzeit","1984","Hauptschule","Bremen","12","","",""
"Teilzeit","1984","Hauptschule","Nordrhein-Westfalen","258","0.133193314046317","0.117805336601566","0.148581291491068"
"Teilzeit","1984","Hauptschule","Hessen","107","0.158134729828366","0.131220579871046","0.185048879785686"
"Teilzeit","1984","Hauptschule","Rheinland-Pfalz,Saarland","69","0.112156828053671","0.0867586985653104","0.137554957542032"
"Teilzeit","1984","Hauptschule","Baden-Württemberg","203","0.137806129893609","0.119452787066627","0.15615947272059"
"Teilzeit","1984","Hauptschule","Bayern","214","0.161654910249343","0.141518991874413","0.181790828624273"
"Teilzeit","1984","Hauptschule","Saarland","","","",""
"Teilzeit","1984","Hauptschule","Berlin","30","0.109867928512292","0.0675717494245692","0.152164107600015"
"Teilzeit","1984","Hauptschule","Brandenburg","","","",""
"Teilzeit","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Teilzeit","1984","Hauptschule","Sachsen","","","",""
"Teilzeit","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Teilzeit","1984","Hauptschule","Thüringen","","","",""
"Teilzeit","1984","Realschule","Schleswig-Holstein","22","","",""
"Teilzeit","1984","Realschule","Hamburg","7","","",""
"Teilzeit","1984","Realschule","Niedersachsen","37","0.144947516004054","0.0992510681025173","0.190643963905591"
"Teilzeit","1984","Realschule","Bremen","6","","",""
"Teilzeit","1984","Realschule","Nordrhein-Westfalen","88","0.173357470821858","0.138838546247929","0.207876395395786"
"Teilzeit","1984","Realschule","Hessen","30","0.157245955928691","0.105209305736945","0.209282606120437"
"Teilzeit","1984","Realschule","Rheinland-Pfalz,Saarland","14","","",""
"Teilzeit","1984","Realschule","Baden-Württemberg","59","0.183280204308355","0.13812395541857","0.228436453198139"
"Teilzeit","1984","Realschule","Bayern","64","0.167310431406404","0.129278331908656","0.205342530904152"
"Teilzeit","1984","Realschule","Saarland","","","",""
"Teilzeit","1984","Realschule","Berlin","9","","",""
"Teilzeit","1984","Realschule","Brandenburg","","","",""
"Teilzeit","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"Teilzeit","1984","Realschule","Sachsen","","","",""
"Teilzeit","1984","Realschule","Sachsen-Anhalt","","","",""
"Teilzeit","1984","Realschule","Thüringen","","","",""
"Teilzeit","1984","(Fach-)Abitur","Schleswig-Holstein","7","","",""
"Teilzeit","1984","(Fach-)Abitur","Hamburg","11","","",""
"Teilzeit","1984","(Fach-)Abitur","Niedersachsen","12","","",""
"Teilzeit","1984","(Fach-)Abitur","Bremen","1","","",""
"Teilzeit","1984","(Fach-)Abitur","Nordrhein-Westfalen","57","0.202744746167597","0.153969290339965","0.251520201995228"
"Teilzeit","1984","(Fach-)Abitur","Hessen","18","","",""
"Teilzeit","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","8","","",""
"Teilzeit","1984","(Fach-)Abitur","Baden-Württemberg","30","0.255516196549439","0.181943266730628","0.329089126368251"
"Teilzeit","1984","(Fach-)Abitur","Bayern","25","","",""
"Teilzeit","1984","(Fach-)Abitur","Saarland","","","",""
"Teilzeit","1984","(Fach-)Abitur","Berlin","11","","",""
"Teilzeit","1984","(Fach-)Abitur","Brandenburg","","","",""
"Teilzeit","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Teilzeit","1984","(Fach-)Abitur","Sachsen","","","",""
"Teilzeit","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Teilzeit","1984","(Fach-)Abitur","Thüringen","","","",""
"Teilzeit","1984","AkademikerIn","Schleswig-Holstein","2","","",""
"Teilzeit","1984","AkademikerIn","Hamburg","4","","",""
"Teilzeit","1984","AkademikerIn","Niedersachsen","16","","",""
"Teilzeit","1984","AkademikerIn","Bremen","1","","",""
"Teilzeit","1984","AkademikerIn","Nordrhein-Westfalen","49","0.195717979194219","0.143876620693958","0.24755933769448"
"Teilzeit","1984","AkademikerIn","Hessen","21","","",""
"Teilzeit","1984","AkademikerIn","Rheinland-Pfalz,Saarland","9","","",""
"Teilzeit","1984","AkademikerIn","Baden-Württemberg","12","","",""
"Teilzeit","1984","AkademikerIn","Bayern","39","0.24810236725747","0.180541832630786","0.315662901884154"
"Teilzeit","1984","AkademikerIn","Saarland","","","",""
"Teilzeit","1984","AkademikerIn","Berlin","12","","",""
"Teilzeit","1984","AkademikerIn","Brandenburg","","","",""
"Teilzeit","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Teilzeit","1984","AkademikerIn","Sachsen","","","",""
"Teilzeit","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"Teilzeit","1984","AkademikerIn","Thüringen","","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","Schleswig-Holstein","16","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","Hamburg","14","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","Niedersachsen","63","0.875542596426352","0.809509527361246","0.941575665491458"
"nicht erwerbstätig","1984","(noch) kein Abschluss","Bremen","2","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","Nordrhein-Westfalen","205","0.651376686845672","0.604851311412116","0.697902062279228"
"nicht erwerbstätig","1984","(noch) kein Abschluss","Hessen","53","0.521320357692113","0.439156893832197","0.60348382155203"
"nicht erwerbstätig","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","24","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","Baden-Württemberg","127","0.570007384673192","0.516913366120344","0.623101403226041"
"nicht erwerbstätig","1984","(noch) kein Abschluss","Bayern","49","0.569489410153265","0.484698911583135","0.654279908723395"
"nicht erwerbstätig","1984","(noch) kein Abschluss","Saarland","","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","Berlin","22","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","Brandenburg","","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","Sachsen","","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1984","(noch) kein Abschluss","Thüringen","","","",""
"nicht erwerbstätig","1984","Hauptschule","Schleswig-Holstein","94","0.462346740869685","0.39720012304737","0.527493358691999"
"nicht erwerbstätig","1984","Hauptschule","Hamburg","73","0.559713538764218","0.48350478487218","0.635922292656256"
"nicht erwerbstätig","1984","Hauptschule","Niedersachsen","325","0.489525820664589","0.453701993250086","0.525349648079093"
"nicht erwerbstätig","1984","Hauptschule","Bremen","53","0.695595244878497","0.601567029002494","0.789623460754499"
"nicht erwerbstätig","1984","Hauptschule","Nordrhein-Westfalen","792","0.491838652397475","0.469197874501666","0.514479430293285"
"nicht erwerbstätig","1984","Hauptschule","Hessen","274","0.461634818863928","0.424861442929433","0.498408194798423"
"nicht erwerbstätig","1984","Hauptschule","Rheinland-Pfalz,Saarland","276","0.511940789778818","0.471709230251569","0.552172349306068"
"nicht erwerbstätig","1984","Hauptschule","Baden-Württemberg","445","0.406666331240483","0.38051179348807","0.432820868992896"
"nicht erwerbstätig","1984","Hauptschule","Bayern","462","0.419257433087864","0.392267749410797","0.446247116764931"
"nicht erwerbstätig","1984","Hauptschule","Saarland","","","",""
"nicht erwerbstätig","1984","Hauptschule","Berlin","67","0.412180221168087","0.345606303415203","0.478754138920971"
"nicht erwerbstätig","1984","Hauptschule","Brandenburg","","","",""
"nicht erwerbstätig","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1984","Hauptschule","Sachsen","","","",""
"nicht erwerbstätig","1984","Hauptschule","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1984","Hauptschule","Thüringen","","","",""
"nicht erwerbstätig","1984","Realschule","Schleswig-Holstein","24","","",""
"nicht erwerbstätig","1984","Realschule","Hamburg","18","","",""
"nicht erwerbstätig","1984","Realschule","Niedersachsen","94","0.445326375748634","0.380814653825397","0.50983809767187"
"nicht erwerbstätig","1984","Realschule","Bremen","8","","",""
