"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"2008","16-34 Jahre alt","direkter Migrationshintergrund","7.7","8","371","7.49","7.91"
"2008","16-34 Jahre alt","indirekter Migrationshintergrund","7.31","8","569","7.12","7.5"
"2008","16-34 Jahre alt","kein Migrationshintergrund ","7.18","8","3427","7.11","7.25"
"2008","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2008","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2008","35-65 Jahre alt","kein Migrationshintergrund ","6.65","7","9322","6.6","6.7"
"2008","66 und Ã¤lter","direkter Migrationshintergrund","5.99","6","375","5.74","6.24"
"2008","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2008","66 und Ã¤lter","kein Migrationshintergrund ","6.55","7","3963","6.48","6.62"
"2009","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2009","16-34 Jahre alt","indirekter Migrationshintergrund","7.4","8","518","7.21","7.59"
"2009","16-34 Jahre alt","kein Migrationshintergrund ","7.22","8","3184","7.15","7.29"
"2009","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2009","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2009","35-65 Jahre alt","kein Migrationshintergrund ","6.63","7","8672","6.58","6.68"
"2009","66 und Ã¤lter","direkter Migrationshintergrund","6.01","6","340","5.75","6.27"
"2009","66 und Ã¤lter","indirekter Migrationshintergrund","6.03","5","6","3.86","8.2"
"2009","66 und Ã¤lter","kein Migrationshintergrund ","6.41","7","3860","6.34","6.48"
"2010","16-34 Jahre alt","direkter Migrationshintergrund","7.7","8","930","7.56","7.84"
"2010","16-34 Jahre alt","indirekter Migrationshintergrund","7.04","8","759","6.87","7.21"
"2010","16-34 Jahre alt","kein Migrationshintergrund ","7.17","8","4894","7.11","7.23"
"2010","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2010","35-65 Jahre alt","indirekter Migrationshintergrund","6.68","7","382","6.44","6.92"
"2010","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"2010","66 und Ã¤lter","direkter Migrationshintergrund","5.92","6","320","5.65","6.19"
"2010","66 und Ã¤lter","indirekter Migrationshintergrund","6.09","6.69","6","3.55","8.63"
"2010","66 und Ã¤lter","kein Migrationshintergrund ","6.47","7","3740","6.4","6.54"
"2011","16-34 Jahre alt","direkter Migrationshintergrund","7.44","8","804","7.28","7.6"
"2011","16-34 Jahre alt","indirekter Migrationshintergrund","7.17","8","740","7","7.34"
"2011","16-34 Jahre alt","kein Migrationshintergrund ","7.24","8","4787","7.18","7.3"
"2011","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2011","35-65 Jahre alt","indirekter Migrationshintergrund","6.84","7","473","6.63","7.05"
"2011","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"2011","66 und Ã¤lter","direkter Migrationshintergrund","6.09","6","362","5.84","6.34"
"2011","66 und Ã¤lter","indirekter Migrationshintergrund","6.8","5.08","6","4.7","8.9"
"2011","66 und Ã¤lter","kein Migrationshintergrund ","6.44","7","4150","6.37","6.51"
"2012","16-34 Jahre alt","direkter Migrationshintergrund","7.62","8","720","7.46","7.78"
"2012","16-34 Jahre alt","indirekter Migrationshintergrund","7.04","7","710","6.88","7.2"
"2012","16-34 Jahre alt","kein Migrationshintergrund ","7.16","8","4667","7.1","7.22"
"2012","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2012","35-65 Jahre alt","indirekter Migrationshintergrund","6.51","7","511","6.3","6.72"
"2012","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"2012","66 und Ã¤lter","direkter Migrationshintergrund","6.19","7","401","5.95","6.43"
"2012","66 und Ã¤lter","indirekter Migrationshintergrund","7.19","7.11","6","4.03","10.35"
"2012","66 und Ã¤lter","kein Migrationshintergrund ","6.56","7","4550","6.49","6.63"
"2013","16-34 Jahre alt","direkter Migrationshintergrund","7.35","8","622","7.18","7.52"
"2013","16-34 Jahre alt","indirekter Migrationshintergrund","7.21","7.34","674","7.04","7.38"
"2013","16-34 Jahre alt","kein Migrationshintergrund ","7.17","8","4441","7.11","7.23"
