"plh0035","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1999","Schleswig-Holstein","40","0.14589735295615","0.107280727941497","0.184513977970804"
"Grosse Sorgen","1999","Hamburg","22","","",""
"Grosse Sorgen","1999","Niedersachsen","193","","",""
"Grosse Sorgen","1999","Bremen","33","0.465312872534268","0.360500907668899","0.570124837399637"
"Grosse Sorgen","1999","Nordrhein-Westfalen","529","0.19903652239923","0.183925583534229","0.21414746126423"
"Grosse Sorgen","1999","Hessen","176","","",""
"Grosse Sorgen","1999","Rheinland-Pfalz,Saarland","133","","",""
"Grosse Sorgen","1999","Baden-Wuerttemberg","358","0.208903287863293","0.189713645199442","0.228092930527145"
"Grosse Sorgen","1999","Bayern","321","0.202717304564348","0.184082883083274","0.221351726045421"
"Grosse Sorgen","1999","Saarland","","","",""
"Grosse Sorgen","1999","Berlin","86","0.188767120212946","0.154904126035036","0.222630114390856"
"Grosse Sorgen","1999","Brandenburg","138","","",""
"Grosse Sorgen","1999","Mecklenburg-Vorpommern","74","0.210389731882307","0.170447092526694","0.25033237123792"
"Grosse Sorgen","1999","Sachsen","229","","",""
"Grosse Sorgen","1999","Sachsen-Anhalt","160","","",""
"Grosse Sorgen","1999","Thueringen","166","","",""
"Einige Sorgen","1999","Schleswig-Holstein","141","","",""
"Einige Sorgen","1999","Hamburg","65","0.460304964191254","0.37744633732644","0.543163591056067"
"Einige Sorgen","1999","Niedersachsen","570","0.487256371918012","0.458554248474512","0.515958495361512"
"Einige Sorgen","1999","Bremen","27","","",""
"Einige Sorgen","1999","Nordrhein-Westfalen","1243","","",""
"Einige Sorgen","1999","Hessen","408","0.467597592073357","0.434872679112931","0.500322505033782"
"Einige Sorgen","1999","Rheinland-Pfalz,Saarland","377","0.509100116090176","0.473766915101086","0.544433317079266"
"Einige Sorgen","1999","Baden-Wuerttemberg","778","0.476757113219208","0.453180592359353","0.500333634079063"
"Einige Sorgen","1999","Bayern","861","0.489246567801086","0.466076149489872","0.512416986112299"
"Einige Sorgen","1999","Saarland","","","",""
"Einige Sorgen","1999","Berlin","259","","",""
"Einige Sorgen","1999","Brandenburg","332","0.561374473848383","0.521536408217036","0.60121253947973"
"Einige Sorgen","1999","Mecklenburg-Vorpommern","219","","",""
"Einige Sorgen","1999","Sachsen","616","0.53272083169361","0.503897214632958","0.561544448754262"
"Einige Sorgen","1999","Sachsen-Anhalt","359","0.515696975147426","0.478408087483501","0.552985862811351"
"Einige Sorgen","1999","Thueringen","389","0.530698984583149","0.494195380606698","0.5672025885596"
"Keine Sorgen","1999","Schleswig-Holstein","140","","",""
"Keine Sorgen","1999","Hamburg","52","0.333369289909056","0.254999958041917","0.411738621776194"
"Keine Sorgen","1999","Niedersachsen","402","0.338154994866195","0.310989277401301","0.36532071233109"
"Keine Sorgen","1999","Bremen","27","","",""
"Keine Sorgen","1999","Nordrhein-Westfalen","910","0.327277362849371","0.309519335980861","0.345035389717881"
"Keine Sorgen","1999","Hessen","309","0.331299319729823","0.300428474804771","0.362170164654876"
"Keine Sorgen","1999","Rheinland-Pfalz,Saarland","259","","",""
"Keine Sorgen","1999","Baden-Wuerttemberg","588","0.314339598917499","0.292424999230686","0.336254198604311"
"Keine Sorgen","1999","Bayern","606","0.308036127634567","0.286636467718644","0.329435787550489"
"Keine Sorgen","1999","Saarland","","","",""
"Keine Sorgen","1999","Berlin","168","","",""
"Keine Sorgen","1999","Brandenburg","126","","",""
"Keine Sorgen","1999","Mecklenburg-Vorpommern","107","","",""
"Keine Sorgen","1999","Sachsen","306","0.233400379843239","0.208963513790123","0.257837245896355"
"Keine Sorgen","1999","Sachsen-Anhalt","171","","",""
"Keine Sorgen","1999","Thueringen","163","","",""
"Grosse Sorgen","2000","Schleswig-Holstein","82","0.117385084420442","0.0935744139567398","0.141195754884144"
"Grosse Sorgen","2000","Hamburg","40","0.162332170613417","0.120323353603508","0.204340987623327"
"Grosse Sorgen","2000","Niedersachsen","302","0.160856350175568","0.14481872391416","0.176893976436977"
"Grosse Sorgen","2000","Bremen","43","0.244863231493768","0.183231852570937","0.306494610416599"
"Grosse Sorgen","2000","Nordrhein-Westfalen","935","0.189542612961365","0.178783741977553","0.200301483945178"
"Grosse Sorgen","2000","Hessen","298","","",""
"Grosse Sorgen","2000","Rheinland-Pfalz,Saarland","308","0.220990255844593","0.199641508763266","0.24233900292592"
"Grosse Sorgen","2000","Baden-Wuerttemberg","494","0.184091406991394","0.170024719368877","0.198158094613911"
"Grosse Sorgen","2000","Bayern","515","0.163364740540382","0.150847513702238","0.175881967378525"
"Grosse Sorgen","2000","Saarland","","","",""
"Grosse Sorgen","2000","Berlin","143","","",""
"Grosse Sorgen","2000","Brandenburg","228","","",""
"Grosse Sorgen","2000","Mecklenburg-Vorpommern","104","","",""
"Grosse Sorgen","2000","Sachsen","294","","",""
"Grosse Sorgen","2000","Sachsen-Anhalt","226","","",""
"Grosse Sorgen","2000","Thueringen","228","","",""
"Einige Sorgen","2000","Schleswig-Holstein","293","","",""
"Einige Sorgen","2000","Hamburg","151","","",""
"Einige Sorgen","2000","Niedersachsen","980","0.489231579846025","0.467410708562295","0.511052451129755"
"Einige Sorgen","2000","Bremen","77","0.420869603238758","0.350109371236352","0.491629835241165"
"Einige Sorgen","2000","Nordrhein-Westfalen","2367","","",""
"Einige Sorgen","2000","Hessen","774","0.46703713648875","0.443051195376522","0.491023077600978"
"Einige Sorgen","2000","Rheinland-Pfalz,Saarland","669","0.462842142421736","0.437186564688428","0.488497720155043"
"Einige Sorgen","2000","Baden-Wuerttemberg","1355","","",""
"Einige Sorgen","2000","Bayern","1632","","",""
"Einige Sorgen","2000","Saarland","","","",""
"Einige Sorgen","2000","Berlin","414","0.504045394456139","0.469570876695366","0.538519912216913"
"Einige Sorgen","2000","Brandenburg","527","0.521853618949049","0.491016584120873","0.552690653777224"
"Einige Sorgen","2000","Mecklenburg-Vorpommern","300","0.512636634818863","0.471311793651689","0.553961475986036"
"Einige Sorgen","2000","Sachsen","926","0.516738911098931","0.493452065079578","0.540025757118285"
"Einige Sorgen","2000","Sachsen-Anhalt","550","0.527116101290534","0.496960755694791","0.557271446886277"
"Einige Sorgen","2000","Thueringen","540","0.501646042440801","0.471432066988156","0.531860017893445"
"Keine Sorgen","2000","Schleswig-Holstein","327","0.433247713181071","0.39659177705646","0.469903649305682"
"Keine Sorgen","2000","Hamburg","105","","",""
"Keine Sorgen","2000","Niedersachsen","734","0.349912069978407","0.329092663703281","0.370731476253532"
"Keine Sorgen","2000","Bremen","67","0.334267165267473","0.266655110336199","0.401879220198747"
"Keine Sorgen","2000","Nordrhein-Westfalen","1796","","",""
"Keine Sorgen","2000","Hessen","590","0.34481841061476","0.321967229800038","0.367669591429481"
"Keine Sorgen","2000","Rheinland-Pfalz,Saarland","474","0.316167601733672","0.292242824448616","0.340092379018727"
"Keine Sorgen","2000","Baden-Wuerttemberg","1067","","",""
"Keine Sorgen","2000","Bayern","1204","","",""
"Keine Sorgen","2000","Saarland","","","",""
"Keine Sorgen","2000","Berlin","251","","",""
"Keine Sorgen","2000","Brandenburg","253","","",""
"Keine Sorgen","2000","Mecklenburg-Vorpommern","158","","",""
"Keine Sorgen","2000","Sachsen","549","0.296456638555072","0.275174748303073","0.317738528807071"
"Keine Sorgen","2000","Sachsen-Anhalt","277","","",""
"Keine Sorgen","2000","Thueringen","284","","",""
"Grosse Sorgen","2001","Schleswig-Holstein","89","0.156292387365004","0.128070605575572","0.184514169154435"
"Grosse Sorgen","2001","Hamburg","37","0.146470747091875","0.104451497473759","0.188489996709992"
"Grosse Sorgen","2001","Niedersachsen","277","","",""
"Grosse Sorgen","2001","Bremen","40","0.278087760929358","0.207777464022065","0.348398057836651"
"Grosse Sorgen","2001","Nordrhein-Westfalen","784","0.174268708273784","0.163314826169042","0.185222590378527"
"Grosse Sorgen","2001","Hessen","273","","",""
"Grosse Sorgen","2001","Rheinland-Pfalz,Saarland","246","","",""
"Grosse Sorgen","2001","Baden-Wuerttemberg","451","0.179491133017902","0.164671470951011","0.194310795084793"
"Grosse Sorgen","2001","Bayern","477","0.167607034136886","0.154272225477853","0.180941842795919"
"Grosse Sorgen","2001","Saarland","","","",""
"Grosse Sorgen","2001","Berlin","165","","",""
"Grosse Sorgen","2001","Brandenburg","193","","",""
"Grosse Sorgen","2001","Mecklenburg-Vorpommern","102","","",""
"Grosse Sorgen","2001","Sachsen","278","","",""
"Grosse Sorgen","2001","Sachsen-Anhalt","210","","",""
"Grosse Sorgen","2001","Thueringen","197","","",""
"Einige Sorgen","2001","Schleswig-Holstein","233","","",""
"Einige Sorgen","2001","Hamburg","134","","",""
"Einige Sorgen","2001","Niedersachsen","902","0.507467152432374","0.484623752285363","0.530310552579386"
"Einige Sorgen","2001","Bremen","60","0.385736382455441","0.309351310864449","0.462121454046432"
"Einige Sorgen","2001","Nordrhein-Westfalen","2218","","",""
"Einige Sorgen","2001","Hessen","757","0.520575886688258","0.495098211064126","0.546053562312389"
"Einige Sorgen","2001","Rheinland-Pfalz,Saarland","650","0.49722558595505","0.470494797125469","0.523956374784631"
"Einige Sorgen","2001","Baden-Wuerttemberg","1198","","",""
"Einige Sorgen","2001","Bayern","1433","","",""
"Einige Sorgen","2001","Saarland","","","",""
"Einige Sorgen","2001","Berlin","372","0.480279169891267","0.445351569034892","0.515206770747642"
"Einige Sorgen","2001","Brandenburg","544","0.572692741383674","0.541268804684804","0.604116678082544"
"Einige Sorgen","2001","Mecklenburg-Vorpommern","254","","",""
"Einige Sorgen","2001","Sachsen","869","0.525647636463906","0.50142882139148","0.549866451536332"
"Einige Sorgen","2001","Sachsen-Anhalt","553","0.549392230295007","0.518445550500401","0.580338910089613"
"Einige Sorgen","2001","Thueringen","529","0.525573540748212","0.494002594791135","0.557144486705288"
"Keine Sorgen","2001","Schleswig-Holstein","314","0.448964414167284","0.410308556271927","0.487620272062641"
"Keine Sorgen","2001","Hamburg","101","","",""
"Keine Sorgen","2001","Niedersachsen","661","0.337537624691853","0.315931300748369","0.359143948635338"
"Keine Sorgen","2001","Bremen","56","0.336175856615202","0.262045588003933","0.41030612522647"
"Keine Sorgen","2001","Nordrhein-Westfalen","1605","","",""
"Keine Sorgen","2001","Hessen","447","0.279694516051299","0.256803863173584","0.302585168929014"
"Keine Sorgen","2001","Rheinland-Pfalz,Saarland","448","0.317051750263524","0.292174210312426","0.341929290214622"
"Keine Sorgen","2001","Baden-Wuerttemberg","927","0.347902770279693","0.329509443665938","0.366296096893448"
"Keine Sorgen","2001","Bayern","1104","","",""
"Keine Sorgen","2001","Saarland","","","",""
"Keine Sorgen","2001","Berlin","249","","",""
"Keine Sorgen","2001","Brandenburg","215","","",""
"Keine Sorgen","2001","Mecklenburg-Vorpommern","155","","",""
"Keine Sorgen","2001","Sachsen","486","0.280922571366995","0.259123592792922","0.302721549941068"
"Keine Sorgen","2001","Sachsen-Anhalt","230","","",""
"Keine Sorgen","2001","Thueringen","235","","",""
"Grosse Sorgen","2002","Schleswig-Holstein","75","0.131021557303035","0.106236839745296","0.155806274860773"
"Grosse Sorgen","2002","Hamburg","39","0.14995385000683","0.111078380371779","0.188829319641881"
"Grosse Sorgen","2002","Niedersachsen","290","","",""
"Grosse Sorgen","2002","Bremen","32","0.195572057246929","0.136122720753754","0.255021393740105"
"Grosse Sorgen","2002","Nordrhein-Westfalen","748","0.175413829878309","0.164694814756369","0.186132845000249"
"Grosse Sorgen","2002","Hessen","299","","",""
"Grosse Sorgen","2002","Rheinland-Pfalz,Saarland","221","","",""
"Grosse Sorgen","2002","Baden-Wuerttemberg","437","0.176437680106986","0.162270236254488","0.190605123959483"
"Grosse Sorgen","2002","Bayern","480","0.175720500433619","0.162625991823932","0.188815009043307"
"Grosse Sorgen","2002","Saarland","","","",""
"Grosse Sorgen","2002","Berlin","137","","",""
"Grosse Sorgen","2002","Brandenburg","204","","",""
"Grosse Sorgen","2002","Mecklenburg-Vorpommern","97","0.234384691864246","0.197727488028445","0.271041895700046"
"Grosse Sorgen","2002","Sachsen","271","","",""
"Grosse Sorgen","2002","Sachsen-Anhalt","208","","",""
"Grosse Sorgen","2002","Thueringen","166","","",""
"Einige Sorgen","2002","Schleswig-Holstein","289","","",""
"Einige Sorgen","2002","Hamburg","149","","",""
"Einige Sorgen","2002","Niedersachsen","962","0.494683208774785","0.47262196478315","0.516744452766419"
"Einige Sorgen","2002","Bremen","66","0.440929998041268","0.366513718426677","0.515346277655858"
"Einige Sorgen","2002","Nordrhein-Westfalen","2318","","",""
"Einige Sorgen","2002","Hessen","760","0.471164245066712","0.446953867252693","0.495374622880732"
"Einige Sorgen","2002","Rheinland-Pfalz,Saarland","645","0.487864099139873","0.461376226283404","0.514351971996341"
"Einige Sorgen","2002","Baden-Wuerttemberg","1285","","",""
"Einige Sorgen","2002","Bayern","1590","","",""
"Einige Sorgen","2002","Saarland","","","",""
"Einige Sorgen","2002","Berlin","425","0.540562766384696","0.506515336688198","0.574610196081194"
"Einige Sorgen","2002","Brandenburg","529","0.543419632560489","0.511778217644577","0.5750610474764"
"Einige Sorgen","2002","Mecklenburg-Vorpommern","259","","",""
"Einige Sorgen","2002","Sachsen","847","0.51409312138057","0.489903805434766","0.538282437326374"
"Einige Sorgen","2002","Sachsen-Anhalt","503","0.515913238905452","0.484447629916054","0.54737884789485"
"Einige Sorgen","2002","Thueringen","512","0.485080827938127","0.453499008864392","0.516662647011862"
"Keine Sorgen","2002","Schleswig-Holstein","348","0.430392931435141","0.394024183969903","0.46676167890038"
"Keine Sorgen","2002","Hamburg","136","","",""
"Keine Sorgen","2002","Niedersachsen","721","0.335219040747736","0.314389093321986","0.356048988173486"
"Keine Sorgen","2002","Bremen","73","0.363497944711803","0.291403646138971","0.435592243284635"
"Keine Sorgen","2002","Nordrhein-Westfalen","1770","","",""
"Keine Sorgen","2002","Hessen","574","0.315295184416237","0.292759779874803","0.33783058895767"
"Keine Sorgen","2002","Rheinland-Pfalz,Saarland","502","0.341320870690875","0.316194867180465","0.366446874201284"
"Keine Sorgen","2002","Baden-Wuerttemberg","1059","","",""
"Keine Sorgen","2002","Bayern","1175","","",""
"Keine Sorgen","2002","Saarland","","","",""
"Keine Sorgen","2002","Berlin","261","","",""
"Keine Sorgen","2002","Brandenburg","219","","",""
"Keine Sorgen","2002","Mecklenburg-Vorpommern","157","","",""
"Keine Sorgen","2002","Sachsen","522","0.297915832525278","0.275781442984236","0.320050222066321"
"Keine Sorgen","2002","Sachsen-Anhalt","258","","",""
"Keine Sorgen","2002","Thueringen","284","","",""
"Grosse Sorgen","2003","Schleswig-Holstein","62","0.106055292273985","0.0826353644276022","0.129475220120369"
"Grosse Sorgen","2003","Hamburg","32","0.148087300741468","0.107278103561657","0.188896497921278"
