year,bula_h,pgisced97,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,Lower Secondary Level,No,0.98332,50,50,0.94745,1.01918
2009,Schleswig-Holstein,Upper Secondary Level,No,0.96220,265,265,0.93919,0.98520
2009,Schleswig-Holstein,First Stage of Tertiary Education,No,0.98627,42,42,0.95065,1.02189
2009,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.94710,79,79,0.89742,0.99677
2009,Hamburg,Upper Secondary Level,No,0.93055,107,107,0.88215,0.97894
2009,Hamburg,Second Stage of Tertiary Education,No,0.97198,77,77,0.93488,1.00908
2009,Lower Saxony,Lower Secondary Level,No,0.94367,181,181,0.90999,0.97736
2009,Lower Saxony,Upper Secondary Level,Yes,0.04759,43,866,0.03340,0.06178
2009,Lower Saxony,Upper Secondary Level,No,0.95241,823,866,0.93822,0.96660
2009,Lower Saxony,Post-secondary Non-tertiary Level,No,0.98779,97,97,0.96582,1.00976
2009,Lower Saxony,First Stage of Tertiary Education,No,0.97830,101,101,0.94974,1.00686
2009,Lower Saxony,Second Stage of Tertiary Education,No,0.95653,290,290,0.93301,0.98004
2009,Bremen,Upper Secondary Level,No,0.87713,54,54,0.78875,0.96552
2009,North Rhine-Westphalia,Pre-primary Level,No,0.62517,75,75,0.51488,0.73547
2009,North Rhine-Westphalia,Primary Level,No,0.97999,52,52,0.94155,1.01842
2009,North Rhine-Westphalia,Lower Secondary Level,No,0.95693,397,397,0.93694,0.97693
2009,North Rhine-Westphalia,Upper Secondary Level,Yes,0.04024,72,1755,0.03105,0.04944
2009,North Rhine-Westphalia,Upper Secondary Level,No,0.95931,1683,1755,0.95006,0.96856
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.96080,261,261,0.93721,0.98439
2009,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.93130,243,243,0.89943,0.96317
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.96565,717,717,0.95231,0.97899
2009,Hesse,Lower Secondary Level,No,0.97178,116,116,0.94151,1.00205
2009,Hesse,Upper Secondary Level,No,0.96102,548,548,0.94480,0.97724
2009,Hesse,First Stage of Tertiary Education,No,0.95388,69,69,0.90402,1.00373
2009,Hesse,Second Stage of Tertiary Education,No,0.97761,307,307,0.96104,0.99419
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.90675,154,154,0.86068,0.95283
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.95887,501,501,0.94146,0.97627
2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.97235,74,74,0.93474,1.00997
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.95470,155,155,0.92186,0.98755
2009,Baden-Wuerttemberg,Pre-primary Level,No,0.62105,39,39,0.46680,0.77530
2009,Baden-Wuerttemberg,Primary Level,No,0.98603,33,33,0.94535,1.02670
2009,Baden-Wuerttemberg,Lower Secondary Level,No,0.93461,267,267,0.90491,0.96432
2009,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.03904,42,1005,0.02706,0.05103
2009,Baden-Wuerttemberg,Upper Secondary Level,No,0.96096,963,1005,0.94897,0.97294
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.96331,112,112,0.92833,0.99828
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.96744,151,151,0.93904,0.99585
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.97036,425,425,0.95422,0.98651
2009,Bavaria,Pre-primary Level,No,0.56413,49,49,0.42385,0.70442
2009,Bavaria,Lower Secondary Level,No,0.94596,267,267,0.91879,0.97313
2009,Bavaria,Upper Secondary Level,Yes,0.04420,51,1365,0.03329,0.05511
2009,Bavaria,Upper Secondary Level,No,0.95580,1314,1365,0.94489,0.96671
2009,Bavaria,Post-secondary Non-tertiary Level,No,0.98820,127,127,0.96935,1.00706
2009,Bavaria,First Stage of Tertiary Education,No,0.95121,190,190,0.92050,0.98193
2009,Bavaria,Second Stage of Tertiary Education,No,0.96248,507,507,0.94593,0.97904
2009,Berlin,Lower Secondary Level,No,0.91606,41,41,0.83012,1.00199
2009,Berlin,Upper Secondary Level,No,0.96692,257,257,0.94501,0.98883
2009,Berlin,First Stage of Tertiary Education,No,0.86438,46,46,0.76435,0.96442
2009,Berlin,Second Stage of Tertiary Education,No,0.93145,232,232,0.89887,0.96404
2009,Brandenburg,Lower Secondary Level,No,0.98984,51,51,0.96205,1.01764
2009,Brandenburg,Upper Secondary Level,No,0.96129,369,369,0.94158,0.98100
2009,Brandenburg,First Stage of Tertiary Education,No,0.94577,58,58,0.88698,1.00456
2009,Brandenburg,Second Stage of Tertiary Education,No,0.97729,232,232,0.95808,0.99650
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.94831,231,231,0.91970,0.97693
2009,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.95625,39,39,0.89122,1.02128
2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.95148,128,128,0.91411,0.98885
2009,Saxony,Lower Secondary Level,No,0.92668,70,70,0.86518,0.98819
2009,Saxony,Upper Secondary Level,No,0.96608,728,728,0.95293,0.97924
2009,Saxony,Post-secondary Non-tertiary Level,No,0.98088,49,49,0.94213,1.01962
2009,Saxony,First Stage of Tertiary Education,No,0.98988,117,117,0.97166,1.00809
2009,Saxony,Second Stage of Tertiary Education,No,0.93932,324,324,0.91328,0.96535
2009,Saxony-Anhalt,Upper Secondary Level,No,0.93669,377,377,0.91207,0.96130
2009,Saxony-Anhalt,First Stage of Tertiary Education,No,0.97768,68,68,0.94230,1.01305
2009,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.97524,193,193,0.95326,0.99722
2009,Thuringa,Lower Secondary Level,No,0.96347,52,52,0.91198,1.01496
2009,Thuringa,Upper Secondary Level,No,0.97406,478,478,0.95980,0.98833
2009,Thuringa,First Stage of Tertiary Education,No,0.95160,49,49,0.89088,1.01231
2009,Thuringa,Second Stage of Tertiary Education,No,0.95765,169,169,0.92719,0.98810
2011,Schleswig-Holstein,Lower Secondary Level,No,0.76493,65,65,0.66105,0.86882
2011,Schleswig-Holstein,Upper Secondary Level,No,0.86643,335,335,0.82994,0.90291
