year,age_gr,pgisced97,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Pre-primary Level,Yes,0.09327,40,313,0.06100,0.12554
2009,17-29 y.,Pre-primary Level,No,0.53674,273,313,0.48141,0.59207
2009,17-29 y.,Lower Secondary Level,Yes,0.10014,57,476,0.07314,0.12714
2009,17-29 y.,Lower Secondary Level,No,0.81660,419,476,0.78179,0.85140
2009,17-29 y.,Upper Secondary Level,Yes,0.11006,137,1262,0.09278,0.12733
2009,17-29 y.,Upper Secondary Level,No,0.88930,1125,1262,0.87198,0.90662
2009,17-29 y.,Post-secondary Non-tertiary Level,No,0.88712,168,168,0.83912,0.93511
2009,17-29 y.,First Stage of Tertiary Education,No,0.96256,35,35,0.89874,1.02637
2009,17-29 y.,Second Stage of Tertiary Education,No,0.90434,219,219,0.86530,0.94339
2009,30-45 y.,Primary Level,No,0.77624,42,42,0.64866,0.90381
2009,30-45 y.,Lower Secondary Level,Yes,0.18182,42,270,0.13573,0.22791
2009,30-45 y.,Lower Secondary Level,No,0.81818,228,270,0.77209,0.86427
2009,30-45 y.,Upper Secondary Level,Yes,0.16169,366,2331,0.14674,0.17663
2009,30-45 y.,Upper Secondary Level,No,0.83831,1965,2331,0.82337,0.85326
2009,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.18690,66,437,0.15031,0.22349
2009,30-45 y.,Post-secondary Non-tertiary Level,No,0.81310,371,437,0.77651,0.84969
2009,30-45 y.,First Stage of Tertiary Education,Yes,0.16183,66,434,0.12714,0.19652
2009,30-45 y.,First Stage of Tertiary Education,No,0.83817,368,434,0.80348,0.87286
2009,30-45 y.,Second Stage of Tertiary Education,Yes,0.15057,152,1149,0.12988,0.17126
2009,30-45 y.,Second Stage of Tertiary Education,No,0.84943,997,1149,0.82874,0.87012
2009,46-65 y.,Primary Level,No,0.80342,41,41,0.68027,0.92658
2009,46-65 y.,Lower Secondary Level,Yes,0.23655,93,389,0.19427,0.27884
2009,46-65 y.,Lower Secondary Level,No,0.76345,296,389,0.72116,0.80573
2009,46-65 y.,Upper Secondary Level,Yes,0.22273,709,3295,0.20852,0.23694
