"plh0036","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","1984","(noch) kein Abschluss","kein Migrationshintergrund","132","0.591504590605967","0.526988460445566","0.656020720766369"
"Grosse Sorgen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","285","0.280045387289421","0.252380773867103","0.307710000711739"
"Grosse Sorgen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","7","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","Hauptschule","kein Migrationshintergrund","2617","0.47504849008463","0.461715653233214","0.488381326936046"
"Grosse Sorgen","1984","Hauptschule","direkter Migrationshintergrund","628","0.407516781770972","0.384117519575665","0.430916043966279"
"Grosse Sorgen","1984","Hauptschule","indirekter Migrationshintergrund","35","0.505123175492663","0.388826815438947","0.62141953554638"
"Grosse Sorgen","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","Realschule","kein Migrationshintergrund","1043","0.59759969944482","0.574316233503305","0.620883165386335"
"Grosse Sorgen","1984","Realschule","direkter Migrationshintergrund","69","0.502637454197784","0.418605860727658","0.586669047667911"
"Grosse Sorgen","1984","Realschule","indirekter Migrationshintergrund","19","","",""
"Grosse Sorgen","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","kein Migrationshintergrund","440","0.74323802591555","0.70780803988808","0.778668011943019"
"Grosse Sorgen","1984","(Fach-)Abitur","direkter Migrationshintergrund","132","0.534374442678174","0.474765256097949","0.5939836292584"
"Grosse Sorgen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","AkademikerIn","kein Migrationshintergrund","456","0.67842360809481","0.642789271458298","0.714057944731321"
"Grosse Sorgen","1984","AkademikerIn","direkter Migrationshintergrund","63","0.521981158138596","0.431853723759717","0.612108592517476"
"Grosse Sorgen","1984","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","(noch) kein Abschluss","kein Migrationshintergrund","71","0.318207822306562","0.257074627528292","0.379341017084831"
"Einige Sorgen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","434","0.424246286692187","0.393796431372762","0.454696142011612"
"Einige Sorgen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","5","","",""
"Einige Sorgen","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","Hauptschule","kein Migrationshintergrund","2328","0.434291991823594","0.421058298285501","0.447525685361686"
"Einige Sorgen","1984","Hauptschule","direkter Migrationshintergrund","753","0.441393723667455","0.417747740817534","0.465039706517377"
"Einige Sorgen","1984","Hauptschule","indirekter Migrationshintergrund","29","","",""
"Einige Sorgen","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","Realschule","kein Migrationshintergrund","600","0.360699656106435","0.337899457556725","0.383499854656144"
"Einige Sorgen","1984","Realschule","direkter Migrationshintergrund","58","0.437263083686835","0.353894437972364","0.520631729401305"
"Einige Sorgen","1984","Realschule","indirekter Migrationshintergrund","6","","",""
"Einige Sorgen","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","(Fach-)Abitur","kein Migrationshintergrund","130","0.228444138542014","0.194394275877163","0.262494001206864"
"Einige Sorgen","1984","(Fach-)Abitur","direkter Migrationshintergrund","103","0.383862720383863","0.325746325933204","0.441979114834523"
"Einige Sorgen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Einige Sorgen","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","AkademikerIn","kein Migrationshintergrund","185","0.290184146768175","0.255559463296211","0.324808830240138"
"Einige Sorgen","1984","AkademikerIn","direkter Migrationshintergrund","41","0.366507893001148","0.279567948743989","0.453447837258307"
"Einige Sorgen","1984","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","(noch) kein Abschluss","kein Migrationshintergrund","20","","",""
"Keine Sorgen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","293","0.295708326018392","0.267591526238518","0.323825125798266"
"Keine Sorgen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Keine Sorgen","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","Hauptschule","kein Migrationshintergrund","444","0.0906595180917763","0.0829936036999293","0.0983254324836232"
"Keine Sorgen","1984","Hauptschule","direkter Migrationshintergrund","313","0.151089494561573","0.134034975521037","0.168144013602109"
"Keine Sorgen","1984","Hauptschule","indirekter Migrationshintergrund","7","","",""
"Keine Sorgen","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","Realschule","kein Migrationshintergrund","61","0.0417006444487454","0.0322091351577904","0.0511921537397003"
"Keine Sorgen","1984","Realschule","direkter Migrationshintergrund","9","","",""
"Keine Sorgen","1984","Realschule","indirekter Migrationshintergrund","2","","",""
"Keine Sorgen","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","(Fach-)Abitur","kein Migrationshintergrund","14","","",""
"Keine Sorgen","1984","(Fach-)Abitur","direkter Migrationshintergrund","34","0.0817628369379624","0.0490191665582574","0.114506507317667"
"Keine Sorgen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","AkademikerIn","kein Migrationshintergrund","19","","",""
"Keine Sorgen","1984","AkademikerIn","direkter Migrationshintergrund","14","","",""
"Keine Sorgen","1984","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","(noch) kein Abschluss","kein Migrationshintergrund","121","0.542668045447118","0.477135882556708","0.608200208337527"
"Grosse Sorgen","1985","(noch) kein Abschluss","direkter Migrationshintergrund","223","0.295535740279831","0.264229025360849","0.326842455198814"
"Grosse Sorgen","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Grosse Sorgen","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","Hauptschule","kein Migrationshintergrund","2040","0.417374722688887","0.403414186151402","0.431335259226372"
"Grosse Sorgen","1985","Hauptschule","direkter Migrationshintergrund","510","0.369045622456747","0.344461413346202","0.393629831567291"
"Grosse Sorgen","1985","Hauptschule","indirekter Migrationshintergrund","37","0.456903301617516","0.347745739689314","0.566060863545717"
"Grosse Sorgen","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","Realschule","kein Migrationshintergrund","897","0.54167862172152","0.517504877682475","0.565852365760565"
"Grosse Sorgen","1985","Realschule","direkter Migrationshintergrund","72","0.531954815447841","0.447470331653283","0.6164392992424"
"Grosse Sorgen","1985","Realschule","indirekter Migrationshintergrund","16","","",""
"Grosse Sorgen","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","(Fach-)Abitur","kein Migrationshintergrund","370","0.666208589444136","0.626726465815924","0.705690713072347"
"Grosse Sorgen","1985","(Fach-)Abitur","direkter Migrationshintergrund","114","0.593814209747518","0.529784500828276","0.65784391866676"
"Grosse Sorgen","1985","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","AkademikerIn","kein Migrationshintergrund","388","0.596896825552104","0.558834484586236","0.634959166517971"
"Grosse Sorgen","1985","AkademikerIn","direkter Migrationshintergrund","60","0.531348370345812","0.436796321409139","0.625900419282486"
"Grosse Sorgen","1985","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","(noch) kein Abschluss","kein Migrationshintergrund","86","0.380194584460175","0.316338505084001","0.444050663836349"
"Einige Sorgen","1985","(noch) kein Abschluss","direkter Migrationshintergrund","381","0.444790566241361","0.410694112345375","0.478887020137347"
"Einige Sorgen","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Einige Sorgen","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","Hauptschule","kein Migrationshintergrund","2330","0.487087878039783","0.472937451898059","0.501238304181508"
"Einige Sorgen","1985","Hauptschule","direkter Migrationshintergrund","731","0.5157262337948","0.490265417888661","0.54118704970094"
"Einige Sorgen","1985","Hauptschule","indirekter Migrationshintergrund","33","0.48951212554","0.379970914005896","0.599053337074105"
"Einige Sorgen","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","Realschule","kein Migrationshintergrund","670","0.415239416674115","0.391332347108125","0.439146486240104"
"Einige Sorgen","1985","Realschule","direkter Migrationshintergrund","54","0.410308462295045","0.32702411689213","0.49359280769796"
"Einige Sorgen","1985","Realschule","indirekter Migrationshintergrund","13","","",""
"Einige Sorgen","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","(Fach-)Abitur","kein Migrationshintergrund","169","0.311809240607907","0.273024872421664","0.350593608794151"
"Einige Sorgen","1985","(Fach-)Abitur","direkter Migrationshintergrund","85","0.345727985738011","0.283721044054922","0.4077349274211"
"Einige Sorgen","1985","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Einige Sorgen","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
