"plh0036","year","bildungsniveau","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","1984","(noch) kein Abschluss","Schleswig-Holstein","11","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Hamburg","11","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Niedersachsen","40","0.571724111535347","0.47221992471532","0.671228298355373"
"Grosse Sorgen","1984","(noch) kein Abschluss","Bremen","2","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Nordrhein-Westfalen","147","0.468735820096491","0.419272979790819","0.518198660402163"
"Grosse Sorgen","1984","(noch) kein Abschluss","Hessen","31","0.338179792013211","0.258960374339051","0.41739920968737"
"Grosse Sorgen","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","24","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Baden-Wuerttemberg","90","0.388969249801394","0.336449425792094","0.441489073810694"
"Grosse Sorgen","1984","(noch) kein Abschluss","Bayern","47","0.489246565999619","0.400543686893718","0.57794944510552"
"Grosse Sorgen","1984","(noch) kein Abschluss","Saarland","","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Berlin","21","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Sachsen","","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Thueringen","","","",""
"Grosse Sorgen","1984","Hauptschule","Schleswig-Holstein","88","0.390909440088963","0.326865996905189","0.454952883272738"
"Grosse Sorgen","1984","Hauptschule","Hamburg","89","0.549011005126084","0.47238713546663","0.625634874785537"
"Grosse Sorgen","1984","Hauptschule","Niedersachsen","326","0.444834522012855","0.408908023680269","0.480761020345441"
"Grosse Sorgen","1984","Hauptschule","Bremen","53","0.571438443096563","0.470316475859326","0.672560410333801"
"Grosse Sorgen","1984","Hauptschule","Nordrhein-Westfalen","935","0.526512292585838","0.503704680986286","0.549319904185389"
"Grosse Sorgen","1984","Hauptschule","Hessen","315","0.475902307593916","0.438931910855625","0.512872704332207"
"Grosse Sorgen","1984","Hauptschule","Rheinland-Pfalz,Saarland","256","0.442629287391139","0.402584453533603","0.482674121248674"
"Grosse Sorgen","1984","Hauptschule","Baden-Wuerttemberg","600","0.464282274314342","0.437599505529832","0.490965043098853"
"Grosse Sorgen","1984","Hauptschule","Bayern","517","0.411304812915771","0.384145568337329","0.438464057494213"
"Grosse Sorgen","1984","Hauptschule","Saarland","","","",""
"Grosse Sorgen","1984","Hauptschule","Berlin","101","0.502833701341598","0.434556217143162","0.571111185540035"
"Grosse Sorgen","1984","Hauptschule","Brandenburg","","","",""
"Grosse Sorgen","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1984","Hauptschule","Sachsen","","","",""
"Grosse Sorgen","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1984","Hauptschule","Thueringen","","","",""
"Grosse Sorgen","1984","Realschule","Schleswig-Holstein","57","0.613908245365818","0.514424718351957","0.713391772379679"
"Grosse Sorgen","1984","Realschule","Hamburg","37","0.647603124178623","0.521351423026866","0.77385482533038"
"Grosse Sorgen","1984","Realschule","Niedersachsen","139","0.600089316708859","0.536221315905015","0.663957317512703"
"Grosse Sorgen","1984","Realschule","Bremen","20","","",""
"Grosse Sorgen","1984","Realschule","Nordrhein-Westfalen","277","0.606026861714858","0.56112941580987","0.650924307619846"
"Grosse Sorgen","1984","Realschule","Hessen","109","0.562643091647892","0.491353502838104","0.633932680457679"
"Grosse Sorgen","1984","Realschule","Rheinland-Pfalz,Saarland","56","0.518219661377057","0.424416749231769","0.612022573522345"
"Grosse Sorgen","1984","Realschule","Baden-Wuerttemberg","169","0.589338060020407","0.531817990421693","0.646858129619121"
"Grosse Sorgen","1984","Realschule","Bayern","218","0.588168669875073","0.537608557093746","0.6387287826564"
"Grosse Sorgen","1984","Realschule","Saarland","","","",""
"Grosse Sorgen","1984","Realschule","Berlin","49","0.597801606865397","0.487561405081224","0.708041808649569"
"Grosse Sorgen","1984","Realschule","Brandenburg","","","",""
"Grosse Sorgen","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1984","Realschule","Sachsen","","","",""
"Grosse Sorgen","1984","Realschule","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1984","Realschule","Thueringen","","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Schleswig-Holstein","22","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Hamburg","28","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Niedersachsen","45","0.619604455317095","0.512548822695518","0.726660087938672"
"Grosse Sorgen","1984","(Fach-)Abitur","Bremen","8","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Nordrhein-Westfalen","170","0.713886198352929","0.658951680914545","0.768820715791314"
"Grosse Sorgen","1984","(Fach-)Abitur","Hessen","70","0.738774173284078","0.653935594011534","0.823612752556623"
"Grosse Sorgen","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","22","","",""
