"hgeqpmglass","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2015","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Schleswig-Holstein","2","207","0.917701534073955","0.882184984151063","0.953218083996848"
"Ja","2015","Schleswig-Holstein","3","252","0.979185769311199","0.962464016324814","0.995907522297585"
"Ja","2015","Schleswig-Holstein","4","299","0.982892408204241","0.96841068766005","0.997374128748431"
"Ja","2015","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Hamburg","2","98","0.966484554470267","0.931726982068224","1.00124212687231"
"Ja","2015","Hamburg","3","134","0.860894825505434","0.803365751675369","0.918423899335499"
"Ja","2015","Hamburg","4","140","0.89095449750949","0.841402868288759","0.940506126730222"
"Ja","2015","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Niedersachsen","2","672","0.90403012575581","0.882793535574347","0.925266715937272"
"Ja","2015","Niedersachsen","3","632","0.94480124927056","0.927418191214123","0.962184307326997"
"Ja","2015","Niedersachsen","4","894","0.945677552602918","0.931126267863917","0.960228837341919"
"Ja","2015","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Bremen","2","61","0.966470231957988","0.923040651024505","1.00989981289147"
"Ja","2015","Bremen","3","51","0.914852103067985","0.841090702478372","0.988613503657599"
"Ja","2015","Bremen","4","45","0.995771248573585","0.977602043745548","1.01394045340162"
"Ja","2015","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Nordrhein-Westfalen","2","1423","0.871076875811546","0.854732983929223","0.887420767693869"
"Ja","2015","Nordrhein-Westfalen","3","1456","0.955496395691534","0.945173794879746","0.965818996503321"
"Ja","2015","Nordrhein-Westfalen","4","1710","0.932366643538788","0.92089580858435","0.943837478493227"
"Ja","2015","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Hessen","2","448","0.909237531031945","0.884057577953132","0.934417484110757"
"Ja","2015","Hessen","3","537","0.889295249495026","0.863891056819167","0.914699442170885"
"Ja","2015","Hessen","4","612","0.943609403660675","0.925765903431123","0.961452903890227"
"Ja","2015","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Rheinland-Pfalz,Saarland","2","456","0.908825919293409","0.883769433524423","0.933882405062395"
"Ja","2015","Rheinland-Pfalz,Saarland","3","406","0.908607625214911","0.881743040827783","0.93547220960204"
"Ja","2015","Rheinland-Pfalz,Saarland","4","469","0.935313282061337","0.914192240143857","0.956434323978817"
"Ja","2015","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Baden-Wuerttemberg","2","533","0.809947945267688","0.780173065756574","0.839722824778802"
"Ja","2015","Baden-Wuerttemberg","3","853","0.874765345468412","0.853903971910962","0.895626719025863"
"Ja","2015","Baden-Wuerttemberg","4","1233","0.907474910983968","0.892108593192889","0.922841228775047"
"Ja","2015","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Bayern","2","952","0.836883163720396","0.814898742722148","0.858867584718643"
"Ja","2015","Bayern","3","1235","0.896519920565026","0.880391339694942","0.91264850143511"
"Ja","2015","Bayern","4","1548","0.900054783982866","0.885851626995103","0.914257940970628"
