year,bula_h,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,West,,,,,,,,,,,,
1984,Hamburg,West,,,,,,,,,,,,
1984,Lower Saxony,West,,,,,,,,,,,,
1984,Bremen,West,,,,,,,,,,,,
1984,North Rhine-Westphalia,West,,,,,,,,,,,,
1984,Hesse,West,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",West,,,,,,,,,,,,
1984,Baden-Wuerttemberg,West,,,,,,,,,,,,
1984,Bavaria,West,,,,,,,,,,,,
1984,Berlin,West,,,,,,,,,,,,
1985,Schleswig-Holstein,West,,,,,,,,,,,,
1985,Hamburg,West,,,,,,,,,,,,
1985,Lower Saxony,West,,,,,,,,,,,,
1985,Bremen,West,,,,,,,,,,,,
1985,North Rhine-Westphalia,West,,,,,,,,,,,,
1985,Hesse,West,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",West,,,,,,,,,,,,
1985,Baden-Wuerttemberg,West,,,,,,,,,,,,
1985,Bavaria,West,,,,,,,,,,,,
1985,Berlin,West,,,,,,,,,,,,
1986,Schleswig-Holstein,West,78,70.92912,63.14372,78.71451,51.00000,61.00000,76.00000,13.50000,113.50000,,,
1986,Hamburg,West,123,67.51629,62.08305,72.94952,46.84755,66.00000,79.59251,12.00000,128.70996,,,
1986,Lower Saxony,West,278,68.58929,64.14248,73.03610,40.00000,61.00000,86.67130,0.00000,156.67826,,,
1986,Bremen,West,47,58.16848,52.69499,63.64198,45.56789,56.00000,70.16011,15.00000,107.04845,,,
1986,North Rhine-Westphalia,West,950,65.95276,63.54667,68.35886,43.00000,58.00000,79.00000,0.00000,133.00000,,,
1986,Hesse,West,347,71.64068,66.56859,76.71278,51.00000,61.00000,88.97786,0.00000,145.94464,,,
1986,"Rhineland-Palatinate, Saarland",West,171,68.12141,62.28755,73.95527,40.00000,59.90990,77.02861,0.00000,132.57153,,,
1986,Baden-Wuerttemberg,West,548,66.77966,63.70187,69.85745,40.00000,61.00000,76.00000,0.00000,130.00000,,,
1986,Bavaria,West,461,66.82062,63.26531,70.37593,46.00000,61.00000,76.00000,1.00000,121.00000,,,
1986,Berlin,West,181,67.23626,61.60862,72.86390,44.05030,56.00000,81.00000,0.00000,136.42456,,,
1987,Schleswig-Holstein,West,76,76.73117,67.45891,86.00343,51.00000,66.67834,92.00000,25.00000,153.50000,,,
1987,Hamburg,West,105,59.25202,53.95422,64.54983,43.31103,51.00000,73.31415,10.00000,118.31883,,,
1987,Lower Saxony,West,283,64.90664,59.68373,70.12954,40.00000,53.11562,76.00000,0.00000,130.00000,,,
1987,Bremen,West,45,51.66017,45.43500,57.88534,40.00000,49.00000,61.00000,15.00000,92.50000,,,
1987,North Rhine-Westphalia,West,936,60.07230,57.97208,62.17253,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1987,Hesse,West,334,69.45489,65.17811,73.73166,46.00000,61.00000,88.18761,0.00000,151.46901,,,
1987,"Rhineland-Palatinate, Saarland",West,166,67.06253,58.94311,75.18194,40.00000,52.71947,76.00000,0.00000,130.00000,,,
1987,Baden-Wuerttemberg,West,543,64.87680,62.21541,67.53819,46.00000,61.00000,76.00000,1.00000,121.00000,,,
1987,Bavaria,West,465,64.89020,61.21463,68.56577,46.00000,56.00000,76.00000,1.00000,121.00000,,,
1987,Berlin,West,181,64.37314,59.02480,69.72148,40.43791,55.24616,76.00000,0.00000,129.34313,,,
1988,Schleswig-Holstein,West,78,71.59682,63.81208,79.38157,49.46971,61.00000,92.74373,18.00000,157.65477,,,
1988,Hamburg,West,95,53.36877,46.99920,59.73835,35.43019,47.62756,66.00000,0.00000,111.85471,,,
1988,Lower Saxony,West,275,61.53160,57.79861,65.26459,40.00000,56.00000,76.00000,0.00000,130.00000,,,
1988,Bremen,West,45,53.34919,44.99156,61.70682,38.00713,51.00000,62.75752,0.88154,99.88312,,,
1988,North Rhine-Westphalia,West,875,59.56552,57.45229,61.67875,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1988,Hesse,West,314,63.33278,58.53830,68.12726,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1988,"Rhineland-Palatinate, Saarland",West,168,62.84768,54.55511,71.14025,38.00000,51.00000,76.00000,0.00000,133.00000,,,
1988,Baden-Wuerttemberg,West,522,63.62194,60.20277,67.04111,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1988,Bavaria,West,455,61.83267,58.69588,64.96947,40.00000,56.00000,76.00000,0.00000,130.00000,,,
1988,Berlin,West,174,67.28684,58.49399,76.07969,40.00000,55.47729,76.00000,0.00000,130.00000,,,
1989,Schleswig-Holstein,West,78,67.50932,57.22288,77.79576,40.00000,51.00000,81.05882,24.00000,142.64704,,,
1989,Hamburg,West,94,52.03274,44.60254,59.46294,32.76923,46.00000,64.65107,16.00000,112.47383,,,
1989,Lower Saxony,West,276,61.16127,56.54542,65.77713,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1989,Bremen,West,49,45.34618,38.74184,51.95052,33.89270,40.00000,51.00000,12.00000,76.66095,,,
1989,North Rhine-Westphalia,West,843,58.19262,55.72502,60.66021,40.00000,51.00000,71.00000,0.00000,117.50000,,,
1989,Hesse,West,320,59.52780,55.86859,63.18702,38.00000,51.00000,76.00000,0.00000,133.00000,,,
1989,"Rhineland-Palatinate, Saarland",West,148,56.45080,51.10875,61.79285,35.00000,51.00000,75.88171,0.00000,137.20428,,,
1989,Baden-Wuerttemberg,West,489,59.83210,55.96949,63.69470,35.00000,51.00000,76.00000,0.00000,137.50000,,,
1989,Bavaria,West,446,63.41281,59.67651,67.14912,40.00000,56.00000,76.00000,0.00000,130.00000,,,
1989,Berlin,West,175,68.56761,59.95840,77.17681,42.16608,54.00000,76.00000,15.00000,126.75087,,,
1990,Schleswig-Holstein,West,78,73.81236,64.55254,83.07219,40.00000,61.00000,102.00000,10.00000,195.00000,,,
1990,Hamburg,West,92,52.45887,46.02680,58.89094,35.00000,46.21911,55.93793,3.59311,87.34482,,,
1990,Lower Saxony,West,268,58.51053,54.76491,62.25616,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1990,Bremen,West,45,46.56495,39.02175,54.10815,30.00000,38.00000,51.95713,12.00000,84.89283,,,
1990,North Rhine-Westphalia,West,812,58.58368,55.95737,61.20999,38.00000,51.00000,76.00000,0.00000,133.00000,,,
1990,Hesse,West,310,63.84204,59.61886,68.06522,40.00000,53.00000,79.49002,0.00000,138.72505,,,
1990,"Rhineland-Palatinate, Saarland",West,152,60.07667,52.56071,67.59262,35.00000,51.00000,76.00000,0.00000,137.50000,,,
1990,Baden-Wuerttemberg,West,480,58.87671,56.05587,61.69754,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1990,Bavaria,West,445,58.72100,55.54113,61.90086,35.19212,51.00000,76.00000,0.00000,137.21183,,,
1990,Berlin,West,164,61.95049,56.67440,67.22657,40.00000,53.00000,76.00000,10.00000,130.00000,,,
1990,Berlin,East,160,19.39438,17.35614,21.43262,11.35140,15.00000,23.00000,3.00000,40.47290,,,
1990,Brandenburg,East,223,18.69769,17.00918,20.38621,10.00000,15.00000,23.00000,2.00000,42.50000,,,
1990,Mecklenburg-Western Pomerania,East,165,20.57054,18.14784,22.99324,12.00000,16.28891,25.00000,4.00000,44.50000,,,
1990,Saxony,East,499,17.07275,15.74173,18.40378,10.00000,14.00000,20.00000,3.00000,35.00000,,,
1990,Saxony-Anhalt,East,257,18.92886,17.42219,20.43553,11.00000,16.00000,25.00000,2.00000,46.00000,,,
1990,Thuringa,East,212,16.79894,15.03663,18.56126,10.00000,15.00000,19.00000,5.00000,32.50000,,,
1991,Schleswig-Holstein,West,83,72.81293,63.30841,82.31745,40.00000,61.00000,111.91405,10.00000,204.00000,,,
1991,Hamburg,West,87,55.71062,48.58113,62.84011,35.00000,51.00000,61.00000,15.00000,100.00000,,,
1991,Lower Saxony,West,263,63.02412,58.84678,67.20145,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1991,Bremen,West,42,53.65105,43.91886,63.38324,32.94390,45.01799,61.00000,10.00000,103.08415,,,
1991,North Rhine-Westphalia,West,824,58.27352,56.27071,60.27632,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1991,Hesse,West,304,63.63304,59.94862,67.31745,43.00000,53.00648,76.00000,10.00000,125.50000,,,
1991,"Rhineland-Palatinate, Saarland",West,159,58.02671,53.56457,62.48886,39.00000,51.00000,76.00000,0.00000,131.50000,,,
1991,Baden-Wuerttemberg,West,482,65.22785,62.41692,68.03878,42.00000,61.00000,76.00000,0.00000,127.00000,,,
1991,Bavaria,West,449,60.92588,58.13200,63.71977,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1991,Berlin,West,164,61.63549,56.81876,66.45221,45.41813,51.00000,76.00000,10.00000,121.87280,,,
1991,Berlin,East,135,33.68263,28.83817,38.52709,14.00000,20.00000,51.00000,2.00000,106.50000,,,
1991,Brandenburg,East,204,28.78979,24.90731,32.67226,10.00000,20.00000,35.05078,2.00000,72.62696,,,
1991,Mecklenburg-Western Pomerania,East,161,40.36703,34.75982,45.97424,15.00000,25.00000,56.00000,0.00000,117.50000,,,
1991,Saxony,East,453,29.75844,27.38274,32.13414,12.00000,20.00000,40.00000,0.00000,82.00000,,,
1991,Saxony-Anhalt,East,246,34.20202,30.16940,38.23464,12.00000,20.00000,51.00000,5.00000,109.50000,,,
1991,Thuringa,East,195,28.08651,24.31607,31.85695,10.00000,18.00000,40.00000,3.00000,85.00000,,,
1992,Schleswig-Holstein,West,75,74.41845,63.90457,84.93233,40.00000,61.00000,108.79585,10.00000,204.00000,,,
1992,Hamburg,West,76,58.54788,52.18288,64.91288,36.68437,55.18851,71.00000,25.00000,122.47345,,,
1992,Lower Saxony,West,263,63.75983,59.76664,67.75302,40.00000,56.07624,76.00000,5.00000,130.00000,,,
1992,Bremen,West,41,57.30750,46.35045,68.26455,35.00000,51.00000,74.27044,12.00000,133.17611,,,
1992,North Rhine-Westphalia,West,802,61.82606,59.68175,63.97037,40.00000,51.00000,76.00000,5.00000,130.00000,,,
1992,Hesse,West,287,69.16731,64.93848,73.39614,46.00000,58.00000,92.00000,7.00000,161.00000,,,
1992,"Rhineland-Palatinate, Saarland",West,148,59.47179,54.30569,64.63790,38.00000,51.00000,76.00000,7.00000,133.00000,,,
1992,Baden-Wuerttemberg,West,478,68.45183,65.18163,71.72203,46.11208,61.00000,81.00000,7.00000,133.33188,,,
1992,Bavaria,West,443,66.92312,63.86413,69.98212,40.00000,61.00000,79.43149,10.00000,138.57872,,,
1992,Berlin,West,159,69.04360,63.38412,74.70308,45.49300,61.00000,83.96701,10.00000,141.67802,,,
1992,Berlin,East,142,75.41506,69.07656,81.75356,51.00000,76.00000,96.00000,15.00000,163.50000,,,
1992,Brandenburg,East,198,73.72723,69.46331,77.99114,51.00000,76.00000,95.30642,15.00000,153.00000,,,
1992,Mecklenburg-Western Pomerania,East,142,65.61614,60.07027,71.16201,36.09215,61.00000,92.00000,7.00000,175.86177,,,
1992,Saxony,East,422,63.84907,60.70842,66.98971,40.00000,58.75694,82.00000,5.00000,145.00000,,,
1992,Saxony-Anhalt,East,241,68.96544,64.92258,73.00830,51.00000,64.18017,85.00000,15.00000,136.00000,,,
1992,Thuringa,East,183,70.64781,65.97391,75.32171,46.92498,71.00000,92.00000,15.00000,159.61253,,,
1993,Schleswig-Holstein,West,82,71.18013,62.56756,79.79270,51.00000,61.00000,84.00000,10.00000,133.50000,,,
1993,Hamburg,West,78,57.04382,51.96843,62.11921,40.00000,56.00000,67.27620,15.00000,108.19051,,,
1993,Lower Saxony,West,272,67.22601,63.08497,71.36705,40.80523,61.00000,92.00000,10.00000,168.79215,,,
1993,Bremen,West,40,56.61757,46.48682,66.74832,33.49148,51.00000,61.65889,10.00000,103.91002,,,
1993,North Rhine-Westphalia,West,798,64.47199,62.12635,66.81764,40.00000,54.00000,76.00000,0.00000,130.00000,,,
1993,Hesse,West,283,69.93229,65.73573,74.12885,46.00000,61.00000,92.00000,15.00000,161.00000,,,
1993,"Rhineland-Palatinate, Saarland",West,135,62.22961,57.01518,67.44403,45.32040,51.00000,76.00000,10.00000,122.01939,,,
1993,Baden-Wuerttemberg,West,482,70.67041,67.47437,73.86646,44.00000,66.00000,92.00000,12.00000,164.00000,,,
1993,Bavaria,West,453,70.51476,66.99519,74.03432,43.39005,63.00000,88.18863,10.00000,155.38650,,,
1993,Berlin,West,153,64.38464,58.85609,69.91320,40.00000,54.39208,76.00000,10.00000,130.00000,,,
1993,Berlin,East,140,79.61812,73.50057,85.73567,51.00000,76.00000,98.00000,13.00000,168.50000,,,
1993,Brandenburg,East,190,74.65786,69.68348,79.63223,51.00000,73.72110,90.99862,10.00000,150.99654,,,
1993,Mecklenburg-Western Pomerania,East,134,68.68546,62.62160,74.74932,40.00000,66.76545,92.00000,15.00000,170.00000,,,
1993,Saxony,East,408,62.59111,59.47719,65.70504,40.00000,56.00000,79.00000,0.00000,137.50000,,,
1993,Saxony-Anhalt,East,230,68.98636,64.73670,73.23602,42.77429,71.78136,92.00000,10.00000,165.83856,,,
1993,Thuringa,East,177,66.58321,61.98641,71.18001,42.77680,66.00000,85.51090,10.00000,149.61206,,,
1994,Schleswig-Holstein,West,80,73.17826,63.70052,82.65601,39.69753,61.00000,102.00000,15.00000,195.45371,,,
1994,Hamburg,West,77,58.49602,51.70281,65.28923,40.00000,51.00000,68.20146,15.00000,110.50364,,,
1994,Lower Saxony,West,265,68.82091,64.59645,73.04537,40.00000,61.00000,92.00000,15.00000,170.00000,,,
1994,Bremen,West,38,56.08230,46.49676,65.66784,39.43487,51.07094,66.00000,23.00000,105.84769,,,
1994,North Rhine-Westphalia,West,781,63.47690,61.32168,65.63212,40.45665,56.00000,76.00000,0.00000,129.31502,,,
1994,Hesse,West,286,70.95438,66.27842,75.63033,44.95043,56.00000,94.19500,12.00000,168.06184,,,
1994,"Rhineland-Palatinate, Saarland",West,137,59.93891,54.96836,64.90946,39.56155,51.00000,76.00000,5.00000,130.65767,,,
1994,Baden-Wuerttemberg,West,468,70.75947,67.45229,74.06666,51.00000,65.40068,92.00000,10.00000,153.50000,,,
1994,Bavaria,West,453,64.43177,61.46370,67.39985,40.00000,61.00000,76.00000,10.00000,130.00000,,,
1994,Berlin,West,150,69.42859,63.69076,75.16642,50.40458,61.00000,86.00000,12.00000,139.39313,,,
1994,Berlin,East,137,72.88271,67.33782,78.42760,51.00000,68.77122,86.00000,14.00000,138.50000,,,
1994,Brandenburg,East,182,69.06054,64.01233,74.10875,46.44774,63.00000,86.44489,15.00000,146.44062,,,
1994,Mecklenburg-Western Pomerania,East,135,62.78468,56.92914,68.64023,40.00000,57.78043,76.00000,10.00000,130.00000,,,
1994,Saxony,East,391,63.67143,60.58835,66.75451,40.00000,57.00000,76.00000,7.00000,130.00000,,,
1994,Saxony-Anhalt,East,220,67.63106,63.84268,71.41943,50.00000,64.00000,81.00000,3.50000,127.50000,,,
1994,Thuringa,East,179,61.01548,56.13795,65.89301,35.00000,61.00000,76.00000,1.00000,137.50000,,,
1995,Schleswig-Holstein,West,78,65.12942,57.36547,72.89337,40.00000,56.00000,92.00000,15.00000,168.00000,,,
1995,Hamburg,West,71,56.25353,50.11703,62.39004,40.00000,51.00000,71.00000,15.00000,117.50000,,,
1995,Lower Saxony,West,284,68.35075,64.35661,72.34489,51.00000,61.00000,81.00000,12.00000,126.00000,,,
1995,Bremen,West,39,57.81832,48.71880,66.91784,35.00000,51.00000,74.12741,23.00000,127.00000,,,
1995,North Rhine-Westphalia,West,827,63.83166,61.61731,66.04600,40.00000,56.00000,76.00000,0.00000,130.00000,,,
1995,Hesse,West,309,70.04132,65.95328,74.12936,50.00000,58.55366,86.00000,12.00000,140.00000,,,
