year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,,,,,,,,,,,,
1984,Direct migration background,,,,,,,,,,,,
1984,Indirect migration background,,,,,,,,,,,,
1985,No migration background,,,,,,,,,,,,
1985,Direct migration background,,,,,,,,,,,,
1985,Indirect migration background,,,,,,,,,,,,
1986,No migration background,,,,,,,,,,,,
1986,Direct migration background,,,,,,,,,,,,
1986,Indirect migration background,,,,,,,,,,,,
1987,No migration background,,,,,,,,,,,,
1987,Direct migration background,,,,,,,,,,,,
1987,Indirect migration background,,,,,,,,,,,,
1988,No migration background,,,,,,,,,,,,
1988,Direct migration background,,,,,,,,,,,,
1988,Indirect migration background,,,,,,,,,,,,
1989,No migration background,,,,,,,,,,,,
1989,Direct migration background,,,,,,,,,,,,
1989,Indirect migration background,,,,,,,,,,,,
1990,No migration background,,,,,,,,,,,,
1990,Direct migration background,,,,,,,,,,,,
1990,Indirect migration background,,,,,,,,,,,,
1991,No migration background,,,,,,,,,,,,
1991,Direct migration background,,,,,,,,,,,,
1991,Indirect migration background,,,,,,,,,,,,
1992,No migration background,,,,,,,,,,,,
1992,Direct migration background,,,,,,,,,,,,
1992,Indirect migration background,,,,,,,,,,,,
1993,No migration background,,,,,,,,,,,,
1993,Direct migration background,,,,,,,,,,,,
1993,Indirect migration background,,,,,,,,,,,,
1994,No migration background,,,,,,,,,,,,
1994,Direct migration background,,,,,,,,,,,,
1994,Indirect migration background,,,,,,,,,,,,
1995,No migration background,,,,,,,,,,,,
1995,Direct migration background,,,,,,,,,,,,
1995,Indirect migration background,,,,,,,,,,,,
1996,No migration background,,,,,,,,,,,,
1996,Direct migration background,,,,,,,,,,,,
1996,Indirect migration background,,,,,,,,,,,,
1997,No migration background,,,,,,,,,,,,
1997,Direct migration background,,,,,,,,,,,,
1997,Indirect migration background,,,,,,,,,,,,
1998,No migration background,,,,,,,,,,,,
1998,Direct migration background,,,,,,,,,,,,
1998,Indirect migration background,,,,,,,,,,,,
1999,No migration background,724,52.36944,48.06916,56.66972,15.00000,37.45674,70.00000,1.0,152.50000,,,
1999,Direct migration background,44,52.11318,41.22743,62.99892,25.65783,48.95055,77.00000,6.0,154.01326,,,
1999,Indirect migration background,,,,,,,,,,,,
2000,No migration background,1393,54.02142,51.13946,56.90338,15.00000,41.00000,73.00000,1.0,160.00000,,,
2000,Direct migration background,92,61.89948,46.57846,77.22050,20.00000,37.10484,77.00000,1.0,162.50000,,,
2000,Indirect migration background,,,,,,,,,,,,
2001,No migration background,1309,49.59725,46.91663,52.27787,15.00000,38.00000,66.00000,1.0,142.50000,,,
2001,Direct migration background,67,48.81614,39.70768,57.92459,20.44541,36.00000,66.00000,1.0,134.33188,,,
2001,Indirect migration background,40,21.16724,15.14200,27.19248,5.60820,15.00000,29.95063,1.0,66.46428,,,
2002,No migration background,1648,52.21257,49.65359,54.77155,15.00000,39.00000,70.00000,1.0,152.50000,,,
2002,Direct migration background,85,46.43826,37.28471,55.59180,15.00000,35.18839,63.99493,1.0,137.48732,,,
2002,Indirect migration background,41,21.25520,15.35056,27.15983,10.00000,15.00000,35.00000,2.0,72.50000,,,
2003,No migration background,1607,53.19200,50.11202,56.27198,15.00000,39.00000,70.00000,1.0,152.50000,,,
2003,Direct migration background,71,36.75991,30.22382,43.29601,14.40585,25.87307,61.75129,2.0,100.0,,,
2003,Indirect migration background,47,27.96251,17.01073,38.91429,11.00000,15.00000,28.68367,1.0,55.20919,,,
2004,No migration background,1676,50.98112,48.29215,53.67009,15.00000,35.00000,70.00000,1.0,152.50000,,,
2004,Direct migration background,86,36.61833,31.04931,42.18736,14.77391,35.00000,57.48509,1.0,100.0,,,
2004,Indirect migration background,44,28.38452,20.74662,36.02241,14.69791,22.37677,35.00000,2.0,65.45314,,,
2005,No migration background,1782,48.20367,45.42555,50.98179,14.00000,30.00000,60.00000,1.0,129.00000,,,
2005,Direct migration background,98,41.54389,33.94505,49.14273,15.00000,30.00000,60.00000,2.0,127.50000,,,
2005,Indirect migration background,52,26.12061,20.33912,31.90210,15.00000,19.50820,25.20793,4.0,40.51981,,,
2006,No migration background,2240,43.92750,41.76663,46.08837,12.00000,28.00000,60.00000,1.0,132.00000,,,
2006,Direct migration background,122,39.07860,31.66350,46.49370,15.00000,22.79116,59.75545,1.0,126.88863,,,
2006,Indirect migration background,67,28.71729,22.50184,34.93275,15.00000,20.00000,35.00000,1.0,65.00000,,,
2007,No migration background,2272,41.64766,39.36294,43.93238,12.00000,25.00000,55.00000,1.0,119.50000,,,
2007,Direct migration background,124,36.10174,30.01396,42.18952,12.00000,20.00000,50.00000,1.0,107.00000,,,
2007,Indirect migration background,65,28.15595,22.70765,33.60425,13.00000,23.50554,35.00000,1.0,68.00000,,,
2008,No migration background,2476,38.17946,36.44662,39.91230,12.00000,23.00000,50.00000,1.0,107.00000,,,
2008,Direct migration background,132,27.69429,21.88492,33.50366,10.00000,16.82781,30.00000,1.0,60.00000,,,
2008,Indirect migration background,78,29.45936,21.07152,37.84720,11.00000,20.00000,35.00000,1.0,71.00000,,,
2009,No migration background,,,,,,,,,,,,
2009,Direct migration background,,,,,,,,,,,,
2009,Indirect migration background,,,,,,,,,,,,
2010,No migration background,2388,37.51320,35.21568,39.81072,12.00000,21.00000,50.00000,0.0,107.00000,,,
2010,Direct migration background,142,29.49982,23.00432,35.99532,15.00000,19.00000,30.00000,1.0,52.50000,,,
2010,Indirect migration background,74,28.81059,23.56767,34.05350,12.26983,20.00000,40.00000,2.0,81.59525,,,
2011,No migration background,3127,37.10916,35.57133,38.64699,13.00000,24.00000,48.00000,1.0,100.50000,,,
2011,Direct migration background,182,26.54439,22.19312,30.89567,12.80782,20.00000,30.00000,1.0,55.78827,,,
2011,Indirect migration background,102,24.61866,20.79136,28.44595,11.00000,18.88776,30.00000,1.0,58.50000,,,
2012,No migration background,3347,35.01376,33.78348,36.24403,13.00000,24.00000,45.00000,1.0,93.00000,,,
2012,Direct migration background,194,31.45696,22.24250,40.67142,12.00000,20.00000,33.00000,1.0,64.50000,,,
2012,Indirect migration background,107,27.80796,22.24409,33.37183,12.00000,20.15106,30.02765,1.0,57.06912,,,
2013,No migration background,3260,36.66357,35.29862,38.02852,14.00000,25.00000,45.00000,1.0,91.50000,,,
2013,Direct migration background,189,29.58020,25.65411,33.50629,11.00000,21.00000,40.00000,0.0,83.50000,,,
2013,Indirect migration background,112,25.48387,21.10896,29.85878,10.00000,15.00000,37.29421,2.0,78.23552,,,
2014,No migration background,4197,33.09682,32.09987,34.09376,13.00000,23.00000,40.00000,1.0,80.50000,,,
2014,Direct migration background,428,29.32204,26.92384,31.72025,13.00000,23.46068,35.00000,1.0,68.00000,,,
2014,Indirect migration background,197,22.43594,19.79094,25.08093,10.00000,17.15536,25.00000,1.0,47.50000,,,
2015,No migration background,,,,,,,,,,,,
2015,Direct migration background,,,,,,,,,,,,
2015,Indirect migration background,,,,,,,,,,,,
2016,No migration background,3276,34.52625,33.31495,35.73754,15.00000,25.00000,44.00000,1.0,87.50000,,,
2016,Direct migration background,368,29.24471,26.29227,32.19715,14.00000,20.00000,35.82616,1.0,68.56541,,,
2016,Indirect migration background,162,23.04772,19.54889,26.54656,8.00000,16.00000,34.60665,1.0,74.51662,,,
2017,No migration background,,,,,,,,,,,,
2017,Direct migration background,,,,,,,,,,,,
2017,Indirect migration background,,,,,,,,,,,,
2018,No migration background,3692,35.29162,34.14911,36.43413,15.00000,25.00000,45.00000,1.0,90.00000,,,
2018,Direct migration background,378,29.35414,26.58987,32.11842,13.00000,20.00000,35.00000,1.0,68.00000,,,
2018,Indirect migration background,165,27.78063,22.80173,32.75952,10.00000,16.00000,35.00000,1.0,72.50000,,,
2019,No migration background,,,,,,,,,,,,
2019,Direct migration background,,,,,,,,,,,,
2019,Indirect migration background,,,,,,,,,,,,
2020,No migration background,3555,35.54671,34.42286,36.67055,15.00000,26.00000,47.00000,0.0,95.00000,,,
2020,Direct migration background,399,33.86787,29.90544,37.83030,15.00000,25.00000,45.00000,1.0,90.00000,,,
2020,Indirect migration background,178,27.92426,24.65318,31.19534,13.00000,20.04930,35.00000,0.0,68.00000,,,
2021,No migration background,,,,,,,,,,,,
2021,Direct migration background,,,,,,,,,,,,
2021,Indirect migration background,,,,,,,,,,,,
2022,No answer / don't know,,,,,,,,,,,,
2022,No migration background,3906,42.67051,40.98267,44.35836,18.00000,30.00000,50.00000,0.8,98.00000,,,
2022,Direct migration background,582,34.99963,32.78865,37.21060,18.00000,30.00000,46.45056,1.0,89.12640,,,
2022,Indirect migration background,228,62.06453,27.49235,96.63672,15.99952,30.00000,50.00000,1.0,101.00073,,,
