year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,male,,,,,,,,,,,,
1984,West,female,,,,,,,,,,,,
1985,West,male,,,,,,,,,,,,
1985,West,female,,,,,,,,,,,,
1986,West,male,,,,,,,,,,,,
1986,West,female,,,,,,,,,,,,
1987,West,male,,,,,,,,,,,,
1987,West,female,,,,,,,,,,,,
1988,West,male,,,,,,,,,,,,
1988,West,female,,,,,,,,,,,,
1989,West,male,,,,,,,,,,,,
1989,West,female,,,,,,,,,,,,
1990,West,male,,,,,,,,,,,,
1990,West,female,,,,,,,,,,,,
1990,East,male,,,,,,,,,,,,
1990,East,female,,,,,,,,,,,,
1991,West,male,,,,,,,,,,,,
1991,West,female,,,,,,,,,,,,
1991,East,male,,,,,,,,,,,,
1991,East,female,,,,,,,,,,,,
1992,West,male,,,,,,,,,,,,
1992,West,female,,,,,,,,,,,,
1992,East,male,,,,,,,,,,,,
1992,East,female,,,,,,,,,,,,
1993,West,male,,,,,,,,,,,,
1993,West,female,,,,,,,,,,,,
1993,East,male,,,,,,,,,,,,
1993,East,female,,,,,,,,,,,,
1994,West,male,,,,,,,,,,,,
1994,West,female,,,,,,,,,,,,
1994,East,male,,,,,,,,,,,,
1994,East,female,,,,,,,,,,,,
1995,West,male,,,,,,,,,,,,
1995,West,female,,,,,,,,,,,,
1995,East,male,,,,,,,,,,,,
1995,East,female,,,,,,,,,,,,
1996,West,male,,,,,,,,,,,,
1996,West,female,,,,,,,,,,,,
1996,East,male,,,,,,,,,,,,
1996,East,female,,,,,,,,,,,,
1997,West,male,,,,,,,,,,,,
1997,West,female,,,,,,,,,,,,
1997,East,male,,,,,,,,,,,,
1997,East,female,,,,,,,,,,,,
1998,West,male,,,,,,,,,,,,
1998,West,female,,,,,,,,,,,,
1998,East,male,,,,,,,,,,,,
1998,East,female,,,,,,,,,,,,
1999,West,male,282,62.08929228438486,57.825948604884715,66.352635963885,16.0,40.0,77.0,1.0,168.5,40.0,29.0,49.0
1999,West,female,366,48.334717833979305,46.46365162738595,50.20578404057266,20.0,41.0,63.774419231313324,1.0,129.4360480782833,41.0,32.94999999999999,46.0
1999,East,male,69,36.106959627601334,29.1618092215148,43.05211003368787,9.0,15.0,39.46113572691679,1.0,85.15283931729198,15.0,8.0,18.0
1999,East,female,56,29.656799609012786,24.812971393307482,34.500627824718094,10.0,14.11100117886966,34.51678110145493,1.0,71.29195275363733,13.0,6.0,15.0
2000,West,male,599,62.81586942890983,60.090181368150255,65.5415574896694,16.0,40.0,85.55752588409457,1.0,189.89381471023643,40.0,31.0,46.0
2000,West,female,745,52.252974708421064,50.74907519560914,53.75687422123299,20.0,41.0,72.0,1.0,150.0,41.0,34.0,41.0
2000,East,male,79,20.57704433002962,17.875113449553552,23.278975210505685,5.0,13.0,23.28077504348573,1.0,50.70193760871432,13.0,11.0,16.0
2000,East,female,81,26.511924217591922,23.241455411206434,29.78239302397741,10.0,13.0,30.477585330849244,1.0,61.193963327123114,13.0,7.0,15.0
2001,West,male,536,54.65753245343485,52.44465820884103,56.87040669802867,18.0,41.0,72.0,1.0,153.0,41.0,36.0,47.0
2001,West,female,702,49.320114559108724,47.716152523787784,50.924076594429664,15.0,41.0,66.0,1.0,142.5,41.0,36.0,46.0
2001,East,male,86,18.94537486017088,15.9625628204074,21.928186899934357,5.0,14.0,26.0,1.0,57.5,14.0,13.0,18.0
2001,East,female,84,15.586843246918475,13.691023532974485,17.482662960862463,7.0,11.0,15.535915964703044,1.0,28.33978991175761,11.0,9.0,12.0
